Index Title,Psalms
Psalms 7:7,"Powstań o Boże, w gniewie Twoim, wystąp przeciw zaciekłości ciemiężców moich, czuwaj nademną, ustanów sąd. "
Psalms 7:8,"A zbór narodów otoczy Cię, a ponad nim wzniesiesz się ku wysokości. "
Psalms 7:9,"Boże który sądzisz narody, rozsądź mnie Boże; wedle sprawiedliwości mojej i niewinności niech się dzieje mi. "
Psalms 7:10,"Niech się skończy tedy złość niegodziwych, abyś podźwignął sprawiedliwego, Ty co badasz serca i wnętrzności, Boże sprawiedliwy! "
Psalms 7:11,"Tarcza moja u Boga, który wspomaga prawych sercem. "
Psalms 7:12,"Pan sędzią sprawiedliwym, i Pan groźnym jest wciąż. "
Psalms 7:13,"Jeżeli się nie nawróci; miecz Swój wyostrzy, łuk Swój naciągnie i wymierzy go. "
Psalms 7:14,"I dlań przygotuje narzędzia śmierci, strzały Swe palącemi uczyni. "
Psalms 7:15,"Otóż poczyna bezprawie i brzemiennym jest zagubą, a rodzi fałsz. "
Psalms 7:16,"Dół kopie i wydrąża go, - a wpadnie w przepaść, którą przygotował. "
Psalms 7:17,"Zwraca się niedola na głowę jego, a na jego ciemię srogość jego spada. "
Psalms 7:18,"Chwalić będę Boga wedle sprawiedliwości Jego, i wysławiać imię Boga Najwyższego. "
Psalms 8:1,Przewodnikowi chóru Gitejczyków. Psalm Dawida. 
Psalms 8:2,"Boże Panie nasz, jak wspaniałe imię Twoje po wszystkiej ziemi, coś wzniósł świetność Twoję na niebiosach. "
Psalms 8:3,"Przez usta dzieci i niemowląt utwierdziłeś Sobie chwałę, wobec przeciwników Twoich, by uśmierzyć wroga i mściwego. "
Psalms 8:4,"Gdy spoglądam na niebiosa Twoje, dzieło pieńści Twoich, księżyc i gwiazdy, któreś ustanowił. "
Psalms 8:5,"Czemże jest człowiek, że pamiętasz o nim, a syn człowieczy, że nań zważasz. "
Psalms 8:6,"A upośledziłeś go o mało od bóztwa, i chwałą i blaskiem uwieńczyłeś go. "
Psalms 8:7,"I postanowiłeś go władcą nad dziełami rąk Twoich, wszystko poddałeś pod stopy jego. "
Psalms 8:8,"Trzody i bydło wszelkie, jak i zwierzęta dzikie. "
Psalms 8:9,"Ptactwo nieba i ryby morza, wszystko co ciągnie po drogach morskich. "
Psalms 8:10,"Boże, Panie nasz, jak wspaniałem imię Twoje po wszystkiéj ziemi. "
Psalms 9:1,"Przewodnikowi chóru, z powodu śmierci, Benowi Psalm Dawida. "
Psalms 9:2,"Chwalić chcę Boga, całem sercem, opowiadać wszystkie cuda Twoje. "
Psalms 9:3,"Cieszyć się chcę i radować w Tobie, wysławiać imię Twe Najwyższy. "
Psalms 9:4,"Że pierzchły wrogi moje wstecz, upadły i zginęły przed obliczem Twojém. "
Psalms 9:5,"Bo przeprowadziłeś sprawę moję i spór mój, zasiadłeś na tronie, sędzia sprawiedliwy. "
Psalms 9:6,"Zgromiłeś ludy, zgubiłeś niegodziwego, zgładziłeś imię ich na wieki wieków. "
Psalms 9:7,"Wrogu, skończone spustoszenia na zawsze, a miasta, które zburzyłeś, zaginęła pamięć o nich. "
Psalms 9:8,"Ale Bóg wiecznie zasiada, ustanowił do sądu tron Swój. "
Psalms 9:9,A On sądzi świat w sprawiedliwości; wyrokuje o narodach wedle słuszności. 
Psalms 9:10,"I będzie Bóg twierdzą uciśnionemu, twierdzą w czasach niedoli. "
Psalms 9:11,"I ufać będą Tobie, którzy znają imię Twoje, bo nie opuściłeś szukających Cię, o Boże. "
Psalms 9:12,"Śpiewajcie Bogu, który zamieszkał na Cyonie, rozpowiadajcie między narodami dzieła Jego. "
Psalms 9:13,"Bo mściciel krwi, On zapamiętał ich, nie zapomniał wołania uciśnionych. "
Psalms 9:14,"Zmiłuj się nademną Boże, spójrz na nędzę moję od nieprzyjaciół moich, któryś mnie wyniósł z bram śmierci. "
Psalms 9:15,"Abym opowiadał wszystką chwałę Twoję u wrót córy Cyonu, abym się cieszył pomocą Twoją. "
Psalms 9:16,"Popadły ludy w przepaść, którą zgotowały; w sidła, które zastawiły uwikłała się noga ich. "
Psalms 9:17,"Dał się poznać Bóg, sprawiedliwość wymierzył, w dziele rąk własnych oplątał się niegodziwy. - Higgajon Sela. "
Psalms 9:18,Znijdą niegodziwi do grobu; wszystkie ludy co zapomniały Pana. 
Psalms 9:19,"Bo nie zawsze zapomnianym jest ubogi, nadzieja biednych nie znika na wieki. "
Psalms 9:20,"Powstań o Boże, niech się nie rozzuchwali śmiertelny, niech sądzone będą ludy przed obliczem Twojém. "
Psalms 9:21,"Rzuć Boże, postrach na nich, niech wiedzą ludy, że ludźmi są. "
Psalms 10:1,"Czemuż o Boże stoisz zdaleka, ukrywasz się w czasach niedoli. "
Psalms 10:2,"W pysze swojéj ściga niegodziwy biednego, usidleni są w knowaniach, które usnuli. "
Psalms 10:3,"Albowiem chlubi się niegodziwy żądzą duszy swojéj, a łupieżca bluźni, lży Boga. "
Psalms 10:4,"Niegodziwy w wyniosłości ducha swego: nie karci On, niemasz Boga, są wszystkie myśli jego. "
Psalms 10:5,"Szczęśliwe są drogi jego każdego czasu; wysoko sądy Twoje, daleko od niego; na wszystkich przeciwników swoich nadyma się. "
Psalms 10:6,"Mówi w sercu swém: nie zachwieję się, od pokolenia do pokolenia nie będę w złéj doli. "
Psalms 10:7,"Bluźnierstwa usta jego są pełne, podstępu i zdrady, a na języku jego niecność i nieprawość. "
Psalms 10:8,"Siedzi w zasadzce po zagrodach, w kryjówkach godzi na niewinnego; oczy jego nieszczęsnego śledzą. "
Psalms 10:9,"Czai się w kryjówce, jak lew w gęstwinie, czycha by porwać biednego; porywa biednego, oplątując go w sidła swoje. "
Psalms 10:10,"Płaszczy się, czai, aż wpadną w moc jego nieszczęśni. "
Psalms 10:11,"Mówi w sercu swojém: zapomniał Bóg, zakrył oblicze Swoje, nie ujrzy na wieki. "
Psalms 10:12,"Powstań Boże, Panie podnieś dłoń Twoję, nie zapominaj uciśnionych! "
Psalms 10:13,Czemuż ma lżyć niegodziwiec Pana; mawiać w sercu swojém: Ty nie poszukujesz. 
Psalms 10:14,"Widzisz jednak Ty! niecność i krzywdę widzisz, by odpłacić ręką Twoją, na Tobie polega nieszczęśliwy, osieroconego Ty byłeś pomocą. "
Psalms 10:15,"Skrusz ramię niegodziwca; a złoczyńcy, obyś złości jego szukał, a nie znalazł więcéj. "
Psalms 10:16,"Bóg królem na wieki wieków, znikną pogany z ziemi Jego. "
Psalms 10:17,"Życzenia uciśnionych usłyszysz o Boże; pokrzepisz ich serce, wysłucha ucho Twoje. "
Psalms 10:18,"Byś sprawiedliwość wymierzył sierocie i uciśnionemu, by nie wielmożył się więcéj człowiek téj ziemi. "
Psalms 11:1,"Przewodnikowi chóru; Dawida. Bogu powierzam się. Jakże wam mówić do duszy mojéj: schrońcie się na górę waszą, niby ptak. "
Psalms 11:2,"Bo otóż niegodziwi napięli łuk, założyli strzałę na cięciwę, by wystrzelać w ciemności prawych sercem. "
Psalms 11:3,"Gdy podstawy zburzone będą, sprawiedliwy cóż uczyni. "
Psalms 11:4,"Bóg w przybytku świętości Swojéj, Bóg, którego w niebiosach tron, oczy Jego widzą, powieki Jego badają synów ludzkich. "
Psalms 11:5,"Bóg sprawiedliwego doświadcza, a niegodziwego i miłującego bezprawie nienawidzi dusza Jego. "
Psalms 11:6,"Jakby deszcz spuszcza na niegodziwych błyskawice, ogień i siarkę, a wiatr spieki jest udziałem ich czary. "
Psalms 11:7,"Bo sprawiedliwym jest Bóg, sprawiedliwość miłuje; prawi oglądać będą oblicze Jego. "
Psalms 12:1,"Przewodnikowi chóru, na ośm głosów. Psalm Dawida. "
Psalms 12:2,"Dopomóż Boże, bo nie staje pobożnych, bo znikli wierni z pośród synów ludzkich. "
Psalms 12:3,"Fałsz prawi jeden drugiemu, usty gładkiemi; dwojakiém sercem mówią. "
Psalms 12:4,"Oby wytępił Bóg wszystkie usta gładkie, języki przemawiające z wysoka. "
Psalms 12:5,"Którzy powiadają, przez nasz język jesteśmy potężni, wargi nasze z nami: któż panem naszym. "
Psalms 12:6,"Wobec grabieży biednych, wobec jęku ubogich, teraz powstanę, rzecze Bóg; stawię w bezpieczeństwie tego, który tęskni za niém. "
Psalms 12:7,"Słowa Boże, słowa czyste, srebro wypławione w topielni ziemi, oczyszczone siedmkroć. "
Psalms 12:8,"Ty o Boże strzedz ich będziesz, ochronisz ich od tego rodu na wieki. "
Psalms 12:9,"Na około niegodziwi krążą, gdy się wzmaga zepsucie wśród synów ludzkich. "
Psalms 13:1,"Przewodnikowi chóru, Psalm Dawida. "
Psalms 13:2,"Dopókiż Boże zapominać mnie będziesz zupełnie, dopókiż odwracać będziesz oblicze Twoje odemnie? "
Psalms 13:3,"Dopókiż układać będę rady w duszy mojéj, będzie troska w sercu mojém codziennie; dopókiż wynosić się ma wróg mój nademną? "
Psalms 13:4,"Wejrzyj, odpowiedz mi Boże; Panie mój, oświeć oczy moje, bym nie zasnął śmiercią. "
Psalms 13:5,"Niech wróg mój nie powie: zmogłem go; prześladowcy moi niech się nie cieszą, żem się zachwiał. "
Psalms 13:6,"A ja ufam w miłosierdzie Twoje, rozraduje się serce moje pomocą Twoją; "
Psalms 13:7,"wysławiać będę Boga, bo łaskę zlał na mnie. "
Psalms 14:1,"Przewodnikowi chóru. Dawida. Rzecze nikczemny w sercu swojém: niemasz Boga; zepsuli, skazili postępki swe, niema czyniącego dobro. "
Psalms 14:2,"Bóg z nieba spogląda na synów ludzkich, by zobaczyć, czy jest kto rozumny, szukający Boga. "
Psalms 14:3,"Wszystko odstąpiło, pospołu się zepsuli; niema czyniącego dobro, niema ani jednego. "
Psalms 14:4,"Czyż nie mają poznać wszyscy złoczyńcy, co pożerają lud mój, spożywają jako chleb, Boga, którego nie wezwali. "
Psalms 14:5,"Tam zatrwożą się trwogą, gdyż Bóg jest w pokoleniu sprawiedliwém. "
Psalms 14:6,"Zamysłami biednego gardzić możecie, ale Bóg jest obroną jego. "
Psalms 14:7,"Ktoby dał z Cyonu pomoc Izraelowi; gdy zwróci Bóg wygnańców narodu Swego, rozweseli się Jakób, rozraduje Izrael. "
Psalms 15:1,"Psalm Dawida. Boże, komuż przebywać w namiocie Twoim, komu mieszkać na górze Twojej świętej? "
Psalms 15:2,"Kto postępuje nieskazitelnie, i świadczy sprawiedliwość, i prawi prawdę w sercu swojém. "
Psalms 15:3,"Nie spotwarza językiem swoim, nie czyni bliźniemu złego, ani hańby nie rzuca na krewnego. "
Psalms 15:4,"Nikczemnik w oczach jego wzgardzony, a bogobojnych szanuje; przysięga na swą szkodę, a nie odmienia. "
Psalms 15:5,"Pieniędzy swych nie daje na lichwę, i wziątku przeciw niewinnym nie bierze. Kto tak czyni, nie zachwieje się nigdy. "
Psalms 16:1,"Klejnot Dawida. - Ochroń mnie Boże, gdyż ufam Ci. "
Psalms 16:2,Rzekłaś do Boga: Panem moim Ty; dobrem mojém najwyższém. 
Psalms 16:3,"W Świętych, którzy na ziemi są, i szlachetnych, całe upodobanie moje w nich. "
Psalms 16:4,"Liczne są utrapienia tych, którzy innego nabyli; nie zalewam ja ich zalewek krwawych, i nie biorę imion ich na usta moje. "
Psalms 16:5,Bóg jest darem w udziale moim i kielichem moim; Ty dzierżysz los mój. 
Psalms 16:6,"Granice przypadły mi w rozkoszném polu; tak, dziedzictwo urocze jest dla mnie. "
Psalms 16:7,"Błogosławię Boga, który mi tak doradził; nocami téż napominają mnie wnętrza moje. "
Psalms 16:8,"Stawiam Boga przed sobą zawsze, bo póki On po prawicy mojéj, nie zachwieję się. "
Psalms 16:9,"Przeto cieszy się serce moje i raduje godność moja, a ciało moje spoczywa bezpiecznie. "
Psalms 16:10,"Bo nie zostawisz duszy mojéj przepaści, nie dasz pobożnemu Twemu widzieć zagubę. "
Psalms 16:11,"Wskażesz mi drogę życia, pełnia radości jest przed obliczem Twojém, rozkosz u prawicy Twojéj wiecznie. "
Psalms 17:1,"Modlitwa Dawida. Wysłuchaj Boże słuszność moję, zważ na moje wołanie; skłoń ucho do prośby mojéj, nie z ust obłudnych. "
Psalms 17:2,Z przed Ciebie niech wyrok mój wyjdzie; oczy Twoje spoglądają na prawość. 
Psalms 17:3,"Gdy zbadasz serce moje, nawiedzisz w nocy, doświadczysz mnie, nie znajdziesz nic; zła myśl nie przeszła przez usta moje. "
Psalms 17:4,"Wobec spraw ludzi, stosownie do słowa ust Twoich, wystrzegałem się dróg przestępcy. "
Psalms 17:5,Trzymają się kroki moje ścieżek Twoich; nie chwieją się stopy moje. 
Psalms 17:6,"Wzywam Cię, bo mnie wysłuchasz Panie; skłoń mi ucho Twoje i wysłuchaj słowa moje. "
Psalms 17:7,"Ucudownij łaskę Twoję, który wybawiasz od przeciwników, ufających prawicy Twojéj. "
Psalms 17:8,"Strzeż mnie jako źrenicę oka, w cieniu skrzydeł Twoich ukryj mnie. "
Psalms 17:9,"Przed niegodziwymi, którzy mnie napadają; przed wrogami, którzy zawzięcie mnie otaczają. "
Psalms 17:10,"Tuczne serce swe zamknęli, usta ich przemawiają z wysoka. "
Psalms 17:11,"Na każdym kroku teraz otaczają nas; oczy swoje zwracają, by nas powalić o ziemię. "
Psalms 17:12,"Podobny do lwa, pragnącego żeru, do lwiątka, siedzącego w ukryciu. "
Psalms 17:13,"Powstań Boże, uprzedź go, połóż go płazem; wybaw życie moje od niegodziwca, tego miecza Twojego. "
Psalms 17:14,"Od tłumów, które są ręką Twoją, od tłumów téj ziemi. Ich udział w tém życiu, a darami Twemi napełniasz ich żywot; mają pełnię synów, a zostawiają nadmiar dzieciom swoim. "
Psalms 17:15,"Ja zaś w prawości ujrzę oblicze Twoje; nasycę się za przebudzeniem, postacią Twoją. "
Psalms 18:1,"Przewodnikowi chóru. Przez sługę Bożego, Dawida, który wypowiedział Bogu, słowa pieśni téj, gdy wybawił go Bóg z rąk wszystkich nieprzyjaciół i z ręki Saula. "
Psalms 18:2,"I rzekł: Miłuję Cię, Boże, potęgo moja. "
Psalms 18:3,"Boże, opoko i twierdzo moja i wybawco mój, Panie mój, obrono, w którą ufam, tarczo moja i rogu wybawienia mojego, ucieczko moja! "
Psalms 18:4,"Wielbionego wzywam, Wiekuistego, i od wrogów moich wybawion jestem. "
Psalms 18:5,Ogarnęły mnie bóle śmierci i nurty otchłani zatrwożyły mnie. 
Psalms 18:6,"Męki przepaści osnuły mnie, pochwyciły sidła śmierci. "
Psalms 18:7,"W niedoli méj wzywam Boga i do Pana mojego wołam; wysłuchał z przybytku Swego głos mój, a wołanie moje przed Nim doszło uszu Jego. "
Psalms 18:8,"I wstrzęsła się i zadrżała ziemia, i posady gór się chwieją i wstrzęsły się, bo gniewem zapłonął. "
Psalms 18:9,"Wzniósł się dym w gniewie Jego, i ogień z ust Jego zieje; głownie żarzą się z Niego. "
Psalms 18:10,"I skłonił niebiosa i zstąpił, i gęsta mgła pod stopami Jego. "
Psalms 18:11,"I wsiadł na cherubina i wzniósł się, i pędził na skrzydłach wichru. "
Psalms 18:12,"I uczynił mrok Swą osłoną w około Siebie, gdyby namiot; pomrokę wód, gęste obłoki. "
Psalms 18:13,"Przed blaskiem od Niego chmury Jego pierzchały, grad i głownie ogniste. "
Psalms 18:14,"I zagrzmiał w niebiosach Bóg, a Najwyższy wydał głos Swój, grad i głownie ogniste. "
Psalms 18:15,"I puścił strzały Swoje i rozproszył ich, i błyskawicami ciskał i zmieszał ich. "
Psalms 18:16,"I ukazały się łożyska wód, i obnażyły się posady świata od groźby Twojéj Boże, od zadęcia wichru gniewu Twojego. "
Psalms 18:17,"Sięgnął z wysokości i wziął mnie, wydobył z toni wielkiéj. "
Psalms 18:18,"Ocalił mnie od wroga potężnego, od nieprzyjaciół moich, choć mocniejsi byli odemnie. "
Psalms 18:19,"Napadli mnie w dniu mego nieszczęścia, ale stał się Bóg podporą moją. "
Psalms 18:20,"I wywiódł mnie w przestronność, wybawił mnie, bo upodobał Sobie we mnie. "
Psalms 18:21,"Wynagradza mnie Bóg, wedle sprawiedliwości mojéj, wedle czystości rąk moich odpłaca mi. "
Psalms 18:22,"Albowiem przestrzegałem dróg Bożych, i nie byłem odstępcą od Pana mojego. "
Psalms 18:23,"Bo wszystkie Jego ustawy są przedemną, a od praw Jego nie odstępuję. "
Psalms 18:24,"I jestem cały oddany Jemu, i strzegę się od grzechu mojego. "
Psalms 18:25,"Przeto oddaje Bóg mi wedle sprawiedliwości mojéj, wedle czystości rąk moich przed oczyma Jego. "
Psalms 18:26,"Z miłosiernym postępujesz miłosiernie, z mężem nieskazitelnym nieskazitelnie. "
Psalms 18:27,"Ze szczerym postępujesz szczerze, a z przewrotnym walczysz. "
Psalms 18:28,"Bo lud uciśniony wybawiasz, a oczy wywyższone poniżasz. "
Psalms 18:29,"Tak, Ty rozświecasz pochodnię moję, Wiekuisty Pan mój rozjaśnia ciemność moję. "
Psalms 18:30,"Bo Tobą przełamię szyki, i Panem moim przestąpię mury. "
Psalms 18:31,"Pan, nieskazitelna droga Jego, słowo Boże czyste, tarczą On dla wszystkich, którzy ufają Mu. "
Psalms 18:32,"Bo któż Bogiem, prócz Wiekuistego, i któż opoką, prócz Pana naszego. "
Psalms 18:33,"Pan, który opasał mnie siłą, i uczynił prostą drogę moję. "
Psalms 18:34,"Upodobnił nogi moje do jelenich, a na wyżynach moich mnie stawia. "
Psalms 18:35,"Wprawia ręce moje do boju, że naciągają łuk spiżowy ramiona moje. "
Psalms 18:36,"I dałeś mi tarczę wybawienia Twego, a prawica Twoja wspierała mnie, a pobłażliwość Twoja uwielmożyła mnie. "
Psalms 18:37,"Rozszerzyłeś kroki moje podemną, i nie zachwiały się stawy moje. "
Psalms 18:38,"Ścigałem wrogi moje i dognałem je, i nie wróciłem ażem je wytępił. "
Psalms 18:39,"Skruszyłem je, że nie mogły powstać; padły pod stopy mojemi. "
Psalms 18:40,"Tak opasałeś mnie mocą do boju, powaliłeś przeciwniki moje podemnie. "
Psalms 18:41,"I wrogów moich podałeś mi kark, a nieprzyjaciół moich zgładziłem. "
Psalms 18:42,"Wołali, a nikt nie pomógł; do Boga, a nie odpowiedział im. "
Psalms 18:43,"I starłem ich jak proch na lica wiatru, jak błoto ulic rozrzuciłem ich. "
Psalms 18:44,"Wybawiłeś mnie od zatargów ludu, ustanowiłeś mnie głową narodów; lud, którego nie znałem służy mi. "
Psalms 18:45,"O których ze słuchu ucha zasłyszałem, synowie obczyzny schlebiają mi. "
Psalms 18:46,"Synowie obczyzny omdleli, i drżąc uchodzą z zamków swoich. "
Psalms 18:47,"Żyw Bóg, pochwaloną niech będzie opoka moja, wywyższonym Pan zbawienia mojego. "
Psalms 18:48,"Pan, który użyczył pomstę mi, i poddał narody podemnie. "
Psalms 18:49,"Który mnie wybawił od wrogów moich, a nad przeciwniki moje wyniósł mnie; od męża srogiego ocalił mnie. "
Psalms 18:50,"Przeto sławić Cię chcę między narodami o Boże, i imieniu Twojemu śpiewać będę. "
Psalms 18:51,"Który wielkiemi czyni zwycięztwa króla Swego i świadczy łaskę pomazańcowi Swemu, Dawidowi i rodowi jego na wieki. "
Psalms 19:1,Przewodnikowi chóru. Psalm Dawida. 
Psalms 19:2,"Niebiosa opowiadają chwałę Pana, a dzieła rąk Jego wygłasza nieboskłon. "
Psalms 19:3,"Dzień dniowi podaje hasło, a noc nocy przekazuje wieść. "
Psalms 19:4,"Bez mowy, bez wyrazów, nie słychać głosu ich. "
Psalms 19:5,"Po całéj ziemi rozchodzi się ich dźwięk, aż na kraniec świata ich słowo, kędy słońcu namiot postawił. "
Psalms 19:6,"A ono jak oblubieniec wychodzi ze swéj komnaty, cieszy się jak bohater, by przebiedz drogę. "
Psalms 19:7,"Od krańca niebios wschód jego, a jego obieg do krańców ich; a nic nie ukryte przed żarem jego. "
Psalms 19:8,"Nauka Boża doskonała, orzeźwia duszę; świadectwo Boże wiarygodne, uczy mądrości prostodusznego. "
Psalms 19:9,"Rozkazy Boże proste, rozweselają serce; przykazanie Boże jasne, oświeca oczy. "
Psalms 19:10,"Bojaźń Boża czysta, ostoi się na wieki; ustawy Boże prawdą, sprawiedliwe społem. "
Psalms 19:11,"Pożądańsze od złota i szczerego złota mnóstwa, słodsze od miodu i patoki się rozpływającej. "
Psalms 19:12,"I sługa Twój ustrzeżony przez nie, w przestrzeganiu ich sowita nagroda. "
Psalms 19:13,"Mimowolne błędy, któż je spostrzeże, od skrytych oczyść mnie. "
