Berakhot		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
53b.26	3	שבת	29.25			א"ח	298.4	א"ח	298	http://www.sefaria.org/Berakhot.53b.26	sefaria.org/Mishneh_Torah,_Sabbath.29.25		sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.4	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53b.26	Mishneh_Torah,_Sabbath.29.25		Shulchan_Arukh,_Orach_Chayim.298.4	Tur,_Orach_Chaim.298
53b.31	4	שבת	29.26			א"ח	298.1	א"ח	298	http://www.sefaria.org/Berakhot.53b.31	sefaria.org/Mishneh_Torah,_Sabbath.29.26		sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.1	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53b.31	Mishneh_Torah,_Sabbath.29.26		Shulchan_Arukh,_Orach_Chayim.298.1	Tur,_Orach_Chaim.298
53b.34	5	ברכות	4.1	עשין	27	א"ח	184.1	א"ח	184	http://www.sefaria.org/Berakhot.53b.34	sefaria.org/Mishneh_Torah,_Blessings.4.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.184.1	sefaria.org/Tur,_Orach_Chaim.184		Berakhot.53b.34	Mishneh_Torah,_Blessings.4.1	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.184.1	Tur,_Orach_Chaim.184
53b.36	6	ברכות	4.1	עשין	27	א"ח	184.1	א"ח	184	http://www.sefaria.org/Berakhot.53b.36	sefaria.org/Mishneh_Torah,_Blessings.4.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.184.1	sefaria.org/Tur,_Orach_Chaim.184		Berakhot.53b.36	Mishneh_Torah,_Blessings.4.1	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.184.1	Tur,_Orach_Chaim.184
53b.58	7			עשין	27	א"ח	184.5	א"ח	184	http://www.sefaria.org/Berakhot.53b.58		sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.184.5	sefaria.org/Tur,_Orach_Chaim.184		Berakhot.53b.58		Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.184.5	Tur,_Orach_Chaim.184
53b.69	8	ברכות	1.11			א"ח	213.3	א"ח	213	http://www.sefaria.org/Berakhot.53b.69	sefaria.org/Mishneh_Torah,_Blessings.1.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.213.3	sefaria.org/Tur,_Orach_Chaim.213		Berakhot.53b.69	Mishneh_Torah,_Blessings.1.11		Shulchan_Arukh,_Orach_Chayim.213.3	Tur,_Orach_Chaim.213
53b.71	9	ברכות	1.13	עשין	27	א"ח	215.2	א"ח	215	http://www.sefaria.org/Berakhot.53b.71	sefaria.org/Mishneh_Torah,_Blessings.1.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.215.2	sefaria.org/Tur,_Orach_Chaim.215		Berakhot.53b.71	Mishneh_Torah,_Blessings.1.13	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.215.2	Tur,_Orach_Chaim.215
53b.75	10					א"ח	201.4	א"ח	201	http://www.sefaria.org/Berakhot.53b.75			sefaria.org/Shulchan_Arukh,_Orach_Chayim.201.4	sefaria.org/Tur,_Orach_Chaim.201		Berakhot.53b.75			Shulchan_Arukh,_Orach_Chayim.201.4	Tur,_Orach_Chaim.201
53b.89	20	ברכות	11.13	עשין	27	א"ח	215.2	א"ח	215	http://www.sefaria.org/Berakhot.53b.89	sefaria.org/Mishneh_Torah,_Blessings.11.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.215.2	sefaria.org/Tur,_Orach_Chaim.215		Berakhot.53b.89	Mishneh_Torah,_Blessings.11.13	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.215.2	Tur,_Orach_Chaim.215
53b.89	20	ברכות	11.15			א"ח	215.3	א"ח	215	http://www.sefaria.org/Berakhot.53b.89	sefaria.org/Mishneh_Torah,_Blessings.11.15		sefaria.org/Shulchan_Arukh,_Orach_Chayim.215.3	sefaria.org/Tur,_Orach_Chaim.215		Berakhot.53b.89	Mishneh_Torah,_Blessings.11.15		Shulchan_Arukh,_Orach_Chayim.215.3	Tur,_Orach_Chaim.215
53b.102	30	ברכות	7.11	עשין	27	א"ח	181.1	א"ח	181	http://www.sefaria.org/Berakhot.53b.102	sefaria.org/Mishneh_Torah,_Blessings.7.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.181.1	sefaria.org/Tur,_Orach_Chaim.181		Berakhot.53b.102	Mishneh_Torah,_Blessings.7.11	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.181.1	Tur,_Orach_Chaim.181
53b.102	30	ברכות	7.12			א"ח	181.10	א"ח	181	http://www.sefaria.org/Berakhot.53b.102	sefaria.org/Mishneh_Torah,_Blessings.7.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.181.10	sefaria.org/Tur,_Orach_Chaim.181		Berakhot.53b.102	Mishneh_Torah,_Blessings.7.12		Shulchan_Arukh,_Orach_Chayim.181.10	Tur,_Orach_Chaim.181
54a.1	1	ברכות	10.9	עשין	27	א"ח	218.1	א"ח	218	http://www.sefaria.org/Berakhot.54a.1	sefaria.org/Mishneh_Torah,_Blessings.10.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.218.1	sefaria.org/Tur,_Orach_Chaim.218		Berakhot.54a.1	Mishneh_Torah,_Blessings.10.9	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.218.1	Tur,_Orach_Chaim.218
54a.7	2	ברכות	10.15	עשין	27	א"ח	225.1	א"ח	225	http://www.sefaria.org/Berakhot.54a.7	sefaria.org/Mishneh_Torah,_Blessings.10.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.225.1	sefaria.org/Tur,_Orach_Chaim.225		Berakhot.54a.7	Mishneh_Torah,_Blessings.10.15	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.225.1	Tur,_Orach_Chaim.225
54a.10	3	ברכות	10.15	עשין	27	א"ח	225.1	א"ח	225	http://www.sefaria.org/Berakhot.54a.10	sefaria.org/Mishneh_Torah,_Blessings.10.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.225.1	sefaria.org/Tur,_Orach_Chaim.225		Berakhot.54a.10	Mishneh_Torah,_Blessings.10.15	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.225.1	Tur,_Orach_Chaim.225
54a.11	4	ברכות	10.15			א"ח	218.3	א"ח	218	http://www.sefaria.org/Berakhot.54a.11	sefaria.org/Mishneh_Torah,_Blessings.10.15		sefaria.org/Shulchan_Arukh,_Orach_Chayim.218.3	sefaria.org/Tur,_Orach_Chaim.218		Berakhot.54a.11	Mishneh_Torah,_Blessings.10.15		Shulchan_Arukh,_Orach_Chayim.218.3	Tur,_Orach_Chaim.218
54a.11	4					א"ח	224.13	א"ח	224	http://www.sefaria.org/Berakhot.54a.11			sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.13	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.54a.11			Shulchan_Arukh,_Orach_Chayim.224.13	Tur,_Orach_Chaim.224
54a.14	5	ברכות	10.3	עשין	27	א"ח	222.1	א"ח	222	http://www.sefaria.org/Berakhot.54a.14	sefaria.org/Mishneh_Torah,_Blessings.10.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.222.1	sefaria.org/Tur,_Orach_Chaim.222		Berakhot.54a.14	Mishneh_Torah,_Blessings.10.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.222.1	Tur,_Orach_Chaim.222
54a.14	5					א"ח	222.2	א"ח	222	http://www.sefaria.org/Berakhot.54a.14			sefaria.org/Shulchan_Arukh,_Orach_Chayim.222.2	sefaria.org/Tur,_Orach_Chaim.222		Berakhot.54a.14			Shulchan_Arukh,_Orach_Chayim.222.2	Tur,_Orach_Chaim.222
54a.19	6	ברכות	10.22	עשין	27	א"ח	230.1	א"ח	230	http://www.sefaria.org/Berakhot.54a.19	sefaria.org/Mishneh_Torah,_Blessings.10.22	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.230.1	sefaria.org/Tur,_Orach_Chaim.230		Berakhot.54a.19	Mishneh_Torah,_Blessings.10.22	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.230.1	Tur,_Orach_Chaim.230
54a.19	6	ברכות	10.23						0	http://www.sefaria.org/Berakhot.54a.19	sefaria.org/Mishneh_Torah,_Blessings.10.23					Berakhot.54a.19	Mishneh_Torah,_Blessings.10.23			
54a.19	6	ברכות	10.26						0	http://www.sefaria.org/Berakhot.54a.19	sefaria.org/Mishneh_Torah,_Blessings.10.26					Berakhot.54a.19	Mishneh_Torah,_Blessings.10.26			
54a.26	7	ברכות	10.22	עשין	27	א"ח	230.1	א"ח	230	http://www.sefaria.org/Berakhot.54a.26	sefaria.org/Mishneh_Torah,_Blessings.10.22	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.230.1	sefaria.org/Tur,_Orach_Chaim.230		Berakhot.54a.26	Mishneh_Torah,_Blessings.10.22	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.230.1	Tur,_Orach_Chaim.230
54a26	7	ברכות	10.23						0	http://www.sefaria.org/Berakhot.54a26	sefaria.org/Mishneh_Torah,_Blessings.10.23					Berakhot.54a26	Mishneh_Torah,_Blessings.10.23			
54a.26	7	ברכות	10.26						0	http://www.sefaria.org/Berakhot.54a.26	sefaria.org/Mishneh_Torah,_Blessings.10.26					Berakhot.54a.26	Mishneh_Torah,_Blessings.10.26			
54a.34	8	בית הבחירה	7.2	עשין	164				0	http://www.sefaria.org/Berakhot.54a.34	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.7.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.164				Berakhot.54a.34	Mishneh_Torah,_The_Chosen_Temple.7.2	Sefer_Mitzvot_Gadol,_Volume_Two.164		
54a.61	9					א"ח	218.5	א"ח	218	http://www.sefaria.org/Berakhot.54a.61			sefaria.org/Shulchan_Arukh,_Orach_Chayim.218.5	sefaria.org/Tur,_Orach_Chaim.218		Berakhot.54a.61			Shulchan_Arukh,_Orach_Chayim.218.5	Tur,_Orach_Chaim.218
54a.66	10	ברכות	10.9	עשין	27	א"ח	218.2	א"ח	218	http://www.sefaria.org/Berakhot.54a.66	sefaria.org/Mishneh_Torah,_Blessings.10.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.218.2	sefaria.org/Tur,_Orach_Chaim.218		Berakhot.54a.66	Mishneh_Torah,_Blessings.10.9	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.218.2	Tur,_Orach_Chaim.218
54a.66	20	ברכות	10.9			א"ח	218.4	א"ח	218	http://www.sefaria.org/Berakhot.54a.66	sefaria.org/Mishneh_Torah,_Blessings.10.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.218.4	sefaria.org/Tur,_Orach_Chaim.218		Berakhot.54a.66	Mishneh_Torah,_Blessings.10.9		Shulchan_Arukh,_Orach_Chayim.218.4	Tur,_Orach_Chaim.218
54a.67	30					א"ח	218.1	א"ח	218	http://www.sefaria.org/Berakhot.54a.67			sefaria.org/Shulchan_Arukh,_Orach_Chayim.218.1	sefaria.org/Tur,_Orach_Chaim.218		Berakhot.54a.67			Shulchan_Arukh,_Orach_Chayim.218.1	Tur,_Orach_Chaim.218
54b.34	1					א"ח	218.8	א"ח	218	http://www.sefaria.org/Berakhot.54b.34			sefaria.org/Shulchan_Arukh,_Orach_Chayim.218.8	sefaria.org/Tur,_Orach_Chaim.218		Berakhot.54b.34			Shulchan_Arukh,_Orach_Chayim.218.8	Tur,_Orach_Chaim.218
54b.47	2	ברכות	10.8	עשין	27	א"ח	219.1	א"ח	219	http://www.sefaria.org/Berakhot.54b.47	sefaria.org/Mishneh_Torah,_Blessings.10.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.219.1	sefaria.org/Tur,_Orach_Chaim.219		Berakhot.54b.47	Mishneh_Torah,_Blessings.10.8	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.219.1	Tur,_Orach_Chaim.219
54b.69	3	ברכות	10.8			א"ח	219.2	א"ח	219	http://www.sefaria.org/Berakhot.54b.69	sefaria.org/Mishneh_Torah,_Blessings.10.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.219.2	sefaria.org/Tur,_Orach_Chaim.219		Berakhot.54b.69	Mishneh_Torah,_Blessings.10.8		Shulchan_Arukh,_Orach_Chayim.219.2	Tur,_Orach_Chaim.219
54b.81	4	ברכות	10.8			א"ח	219.3	א"ח	219	http://www.sefaria.org/Berakhot.54b.81	sefaria.org/Mishneh_Torah,_Blessings.10.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.219.3	sefaria.org/Tur,_Orach_Chaim.219		Berakhot.54b.81	Mishneh_Torah,_Blessings.10.8		Shulchan_Arukh,_Orach_Chayim.219.3	Tur,_Orach_Chaim.219
54b.86	5					א"ח	219.4	א"ח	219	http://www.sefaria.org/Berakhot.54b.86			sefaria.org/Shulchan_Arukh,_Orach_Chayim.219.4	sefaria.org/Tur,_Orach_Chaim.219		Berakhot.54b.86			Shulchan_Arukh,_Orach_Chayim.219.4	Tur,_Orach_Chaim.219
55a.6	1					א"ח	98.5	א"ח	98	http://www.sefaria.org/Berakhot.55a.6			sefaria.org/Shulchan_Arukh,_Orach_Chayim.98.5	sefaria.org/Tur,_Orach_Chaim.98		Berakhot.55a.6			Shulchan_Arukh,_Orach_Chayim.98.5	Tur,_Orach_Chaim.98
55a.23	2					א"ח	201.3	א"ח	201	http://www.sefaria.org/Berakhot.55a.23			sefaria.org/Shulchan_Arukh,_Orach_Chayim.201.3	sefaria.org/Tur,_Orach_Chaim.201		Berakhot.55a.23			Shulchan_Arukh,_Orach_Chayim.201.3	Tur,_Orach_Chaim.201
55b.25	1					א"ח	220.1	א"ח	220	http://www.sefaria.org/Berakhot.55b.25			sefaria.org/Shulchan_Arukh,_Orach_Chayim.220.1	sefaria.org/Tur,_Orach_Chaim.220		Berakhot.55b.25			Shulchan_Arukh,_Orach_Chayim.220.1	Tur,_Orach_Chaim.220
55b.38	2					א"ח	130	א"ח	130	http://www.sefaria.org/Berakhot.55b.38			sefaria.org/Shulchan_Arukh,_Orach_Chayim.130	sefaria.org/Tur,_Orach_Chaim.130		Berakhot.55b.38			Shulchan_Arukh,_Orach_Chayim.130	Tur,_Orach_Chaim.130
57b.70	1	ברכות	10.9	עשין	27	א"ח	224.1	א"ח	224	http://www.sefaria.org/Berakhot.57b.70	sefaria.org/Mishneh_Torah,_Blessings.10.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.1	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.57b.70	Mishneh_Torah,_Blessings.10.9	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.224.1	Tur,_Orach_Chaim.224
57b.72	2	ברכות	10.9			א"ח	224.2	א"ח	224	http://www.sefaria.org/Berakhot.57b.72	sefaria.org/Mishneh_Torah,_Blessings.10.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.2	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.57b.72	Mishneh_Torah,_Blessings.10.9		Shulchan_Arukh,_Orach_Chayim.224.2	Tur,_Orach_Chaim.224
57b.75	3	ברכות	10.9			א"ח	224.2	א"ח	224	http://www.sefaria.org/Berakhot.57b.75	sefaria.org/Mishneh_Torah,_Blessings.10.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.2	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.57b.75	Mishneh_Torah,_Blessings.10.9		Shulchan_Arukh,_Orach_Chayim.224.2	Tur,_Orach_Chaim.224
57b.78	4					א"ח	224.3	א"ח	224	http://www.sefaria.org/Berakhot.57b.78			sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.3	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.57b.78			Shulchan_Arukh,_Orach_Chayim.224.3	Tur,_Orach_Chaim.224
57b.82	5	ברכות	10.9			א"ח	224.3	א"ח	224	http://www.sefaria.org/Berakhot.57b.82	sefaria.org/Mishneh_Torah,_Blessings.10.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.3	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.57b.82	Mishneh_Torah,_Blessings.10.9		Shulchan_Arukh,_Orach_Chayim.224.3	Tur,_Orach_Chaim.224
57b.82	5					א"ח	218.7	א"ח	218	http://www.sefaria.org/Berakhot.57b.82			sefaria.org/Shulchan_Arukh,_Orach_Chayim.218.7	sefaria.org/Tur,_Orach_Chaim.218		Berakhot.57b.82			Shulchan_Arukh,_Orach_Chayim.218.7	Tur,_Orach_Chaim.218
57b.86	6	ברכות	10.9			א"ח	224.4	א"ח	224	http://www.sefaria.org/Berakhot.57b.86	sefaria.org/Mishneh_Torah,_Blessings.10.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.4	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.57b.86	Mishneh_Torah,_Blessings.10.9		Shulchan_Arukh,_Orach_Chayim.224.4	Tur,_Orach_Chaim.224
58a.11	1	ברכות	10.11	עשין	27	א"ח	224.5	א"ח	224	http://www.sefaria.org/Berakhot.58a.11	sefaria.org/Mishneh_Torah,_Blessings.10.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.5	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.58a.11	Mishneh_Torah,_Blessings.10.11	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.224.5	Tur,_Orach_Chaim.224
58a.35	2	ברכות	10.11			א"ח	224.6	א"ח	224	http://www.sefaria.org/Berakhot.58a.35	sefaria.org/Mishneh_Torah,_Blessings.10.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.6	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.58a.35	Mishneh_Torah,_Blessings.10.11		Shulchan_Arukh,_Orach_Chayim.224.6	Tur,_Orach_Chaim.224
58a.35	3	ברכות	10.11			א"ח	224.7	א"ח	224	http://www.sefaria.org/Berakhot.58a.35	sefaria.org/Mishneh_Torah,_Blessings.10.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.7	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.58a.35	Mishneh_Torah,_Blessings.10.11		Shulchan_Arukh,_Orach_Chayim.224.7	Tur,_Orach_Chaim.224
58a.36	4	ברכות	10.11			א"ח	224.8	א"ח	224	http://www.sefaria.org/Berakhot.58a.36	sefaria.org/Mishneh_Torah,_Blessings.10.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.8	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.58a.36	Mishneh_Torah,_Blessings.10.11		Shulchan_Arukh,_Orach_Chayim.224.8	Tur,_Orach_Chaim.224
58a.38	5					א"ח	224.9	א"ח	224	http://www.sefaria.org/Berakhot.58a.38			sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.9	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.58a.38			Shulchan_Arukh,_Orach_Chayim.224.9	Tur,_Orach_Chaim.224
58a.65	6	איסורי ביאה	12.2	לאוין	112	אה"ע	16.1	אה"ע	16	http://www.sefaria.org/Berakhot.58a.65	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.12.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.112	sefaria.org/Shulchan_Arukh,_Even_HaEzer.16.1	sefaria.org/Tur,_Even_HaEzer.16		Berakhot.58a.65	Mishneh_Torah,_Forbidden_Intercourse.12.2	Sefer_Mitzvot_Gadol,_Volume_One.112	Shulchan_Arukh,_Even_HaEzer.16.1	Tur,_Even_HaEzer.16
58b.2	1	ברכות	10.10	עשין	27	א"ח	224.10	א"ח	224	http://www.sefaria.org/Berakhot.58b.2	sefaria.org/Mishneh_Torah,_Blessings.10.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.10	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.58b.2	Mishneh_Torah,_Blessings.10.10	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.224.10	Tur,_Orach_Chaim.224
58b.3	2	ברכות	10.19			א"ח	224.11	א"ח	224	http://www.sefaria.org/Berakhot.58b.3	sefaria.org/Mishneh_Torah,_Blessings.10.19		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.11	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.58b.3	Mishneh_Torah,_Blessings.10.19		Shulchan_Arukh,_Orach_Chayim.224.11	Tur,_Orach_Chaim.224
58b.25	3	ברכות	10.10			א"ח	224.12	א"ח	224	http://www.sefaria.org/Berakhot.58b.25	sefaria.org/Mishneh_Torah,_Blessings.10.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.12	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.58b.25	Mishneh_Torah,_Blessings.10.10		Shulchan_Arukh,_Orach_Chayim.224.12	Tur,_Orach_Chaim.224
58b.25	3	ברכות	10.19						0	http://www.sefaria.org/Berakhot.58b.25	sefaria.org/Mishneh_Torah,_Blessings.10.19					Berakhot.58b.25	Mishneh_Torah,_Blessings.10.19			
58b.31	4	ברכות	10.2	עשין	27	א"ח	225.1	א"ח	225	http://www.sefaria.org/Berakhot.58b.31	sefaria.org/Mishneh_Torah,_Blessings.10.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.225.1	sefaria.org/Tur,_Orach_Chaim.225		Berakhot.58b.31	Mishneh_Torah,_Blessings.10.2	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.225.1	Tur,_Orach_Chaim.225
58b.47	5	ברכות	10.12			א"ח	225.8	א"ח	225	http://www.sefaria.org/Berakhot.58b.47	sefaria.org/Mishneh_Torah,_Blessings.10.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.225.8	sefaria.org/Tur,_Orach_Chaim.225		Berakhot.58b.47	Mishneh_Torah,_Blessings.10.12		Shulchan_Arukh,_Orach_Chayim.225.8	Tur,_Orach_Chaim.225
58b.48	6	ברכות	10.12			א"ח	225.9	א"ח	225	http://www.sefaria.org/Berakhot.58b.48	sefaria.org/Mishneh_Torah,_Blessings.10.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.225.9	sefaria.org/Tur,_Orach_Chaim.225		Berakhot.58b.48	Mishneh_Torah,_Blessings.10.12		Shulchan_Arukh,_Orach_Chayim.225.9	Tur,_Orach_Chaim.225
58b.52	7	ברכות	10.12			א"ח	225.8	א"ח	225	http://www.sefaria.org/Berakhot.58b.52	sefaria.org/Mishneh_Torah,_Blessings.10.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.225.8	sefaria.org/Tur,_Orach_Chaim.225		Berakhot.58b.52	Mishneh_Torah,_Blessings.10.12		Shulchan_Arukh,_Orach_Chayim.225.8	Tur,_Orach_Chaim.225
58b.53	8	ברכות	10.13			א"ח	225.10	א"ח	225	http://www.sefaria.org/Berakhot.58b.53	sefaria.org/Mishneh_Torah,_Blessings.10.13		sefaria.org/Shulchan_Arukh,_Orach_Chayim.225.10	sefaria.org/Tur,_Orach_Chaim.225		Berakhot.58b.53	Mishneh_Torah,_Blessings.10.13		Shulchan_Arukh,_Orach_Chayim.225.10	Tur,_Orach_Chaim.225
58b.55	9	ברכות	10.14	עשין	27	א"ח	227.1	א"ח	227	http://www.sefaria.org/Berakhot.58b.55	sefaria.org/Mishneh_Torah,_Blessings.10.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.227.1	sefaria.org/Tur,_Orach_Chaim.227		Berakhot.58b.55	Mishneh_Torah,_Blessings.10.14	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.227.1	Tur,_Orach_Chaim.227
59a.13	1	ברכות	10.14	עשין	27	א"ח	227.1	א"ח	227	http://www.sefaria.org/Berakhot.59a.13	sefaria.org/Mishneh_Torah,_Blessings.10.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.227.1	sefaria.org/Tur,_Orach_Chaim.227		Berakhot.59a.13	Mishneh_Torah,_Blessings.10.14	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.227.1	Tur,_Orach_Chaim.227
59a.36	2	ברכות	10.14	עשין	27	א"ח	227.1	א"ח	227	http://www.sefaria.org/Berakhot.59a.36	sefaria.org/Mishneh_Torah,_Blessings.10.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.227.1	sefaria.org/Tur,_Orach_Chaim.227		Berakhot.59a.36	Mishneh_Torah,_Blessings.10.14	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.227.1	Tur,_Orach_Chaim.227
59a.47	3	ברכות	10.14	עשין	27	א"ח	227.1	א"ח	227	http://www.sefaria.org/Berakhot.59a.47	sefaria.org/Mishneh_Torah,_Blessings.10.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.227.1	sefaria.org/Tur,_Orach_Chaim.227		Berakhot.59a.47	Mishneh_Torah,_Blessings.10.14	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.227.1	Tur,_Orach_Chaim.227
59a.58	4	ברכות	10.14	עשין	27	א"ח	227.1	א"ח	227	http://www.sefaria.org/Berakhot.59a.58	sefaria.org/Mishneh_Torah,_Blessings.10.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.227.1	sefaria.org/Tur,_Orach_Chaim.227		Berakhot.59a.58	Mishneh_Torah,_Blessings.10.14	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.227.1	Tur,_Orach_Chaim.227
