Common Word,Headword,Lexicon,URL,Primary,For Deletion,For Addition
,קָטָן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_קָטָן",X,,
,קָטֵן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_קָטֵן",,,
,קִֹטֶן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_קִֹטֶן",,,
דאורייתא,אוֹרַיְיתָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אוֹרַיְיתָא",,,
תחת,חָתַת,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חָתַת",,,
,נָחַת,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נָחַת",,,
,תַּחַת,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_תַּחַת",,,
,תַּחַת ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_תַּחַת_²",,,
,תַּֽחַת ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תַּֽחַת_ᴵ",X,,
,תַּֽחַת ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תַּֽחַת_ᴵᴵ",,,
א,א,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_א",,,
,א ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_א_²",,,
,א ³,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_א_³",,,
,א ⁴,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_א_⁴",,,
,א ⁵,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_א_⁵",,,
,א ⁶,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_א_⁶",,,
,אִ־,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִ־",,,
,אַ־,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אַ־",,,
,אפופלסמון,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אפופלסמון",,X,
,א,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_א",X,,
הרבים,רַב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רַב",,,
,רַב ᴵ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_רַב_ᴵ.1,X,,X
מעיקרא,עִיקָּר ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_עִיקָּר_²",,,
פסולה,פְּסוּלָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פְּסוּלָה",,,
,פָּסוּל,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_פָּסוּל.1,X,,X
מנה,מנה,Halachic Terminology,,,,
,מִן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מִן",,,
,מָנֶה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מָנֶה",,,
,מָנָה I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מָנָה_I",,,
,מָנָה II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מָנָה_II",,,
,מני,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מני",,,
,מִן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מִן",,,
,מְנָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מְנָא",,,
,מנה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מנה",,,
,מָנֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מָנֶה",X,,
,מָנָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מָנָה",,,
,מֹנֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מֹנֶה",,,
כסף,כָּסַף,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כָּסַף",,,
,כְּסַף I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כְּסַף_I",,,
,כֶּסֶף,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כֶּסֶף",,,
,כְּסַף II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כְּסַף_II",,,
,כַּסָּף,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כַּסָּף",,,
,כסף ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כסף_ᴵ",,,
,כסף ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כסף_ᴵᴵ",,,
,כֶּֽסֶף,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כֶּֽסֶף",X,,
,כַּסָּף,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כַּסָּף",,,
,כֹּֽסֶף,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כֹּֽסֶף",,,
,כָּסֹף,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כָּסֹף",,,
איסור,אֵיסוּר,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֵיסוּר",,,
,אִיסּוּר I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִיסּוּר_I",,,
,אִיסּוּר II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִיסּוּר_II",,,
,אִסּוּר,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_אִסּוּר.1,X,,X
עושין,עשׂה,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_עשׂה.1,,,X
יומא,יוֹמָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יוֹמָא",,,
,יוֹם ²,Jastrow Dictionary,https://www.sefaria.org.il/Jastrow%2C_יוֹם_².1,X,,X
לזה,זֶה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_זֶה",,,
,זֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_זֶה",X,,
,זֹה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_זֹה",,,
,זִה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_זִה",,,
מום,מוּם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מוּם",,,
,מוּם ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מוּם_²",,,
,מוּם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מוּם",X,,
,מום,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מום",,,
למעוטי,מַעוּטֵי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַעוּטֵי",,,
בהא,בָּהָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_בָּהָא",,,
,הָא I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הָא_I",X,,
,הָא II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הָא_II",,,
,הֵא II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הֵא_II",,,
,הִא III,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הִא_III",,,
,בָּהָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_בָּהָא",,,
,הֵא ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הֵא_ᴵ",,,
,הֵא ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הֵא_ᴵᴵ",,,
,הָא ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הָא_ᴵ",,,
,הָא ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הָא_ᴵᴵ",,,
כלל,כָּלַל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כָּלַל",,,
,כְּלַל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כְּלַל",,,
,כְּלָל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כְּלָל",,,
,כלל ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כלל_ᴵ",,,
,כלל ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כלל_ᴵᴵ",,,
,כְּלָל,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כְּלָל",X,,
חלב,חָלָב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חָלָב",,,
,חֲלָב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֲלָב",,,
,חָלַב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חָלַב",,,
,חֲלַב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֲלַב",,,
,חֵלֶב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֵלֶב",,,
,*חֵלֶב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_*חֵלֶב",,,
,חָלָב,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חָלָב",X,,
,חלב,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חלב",,,
,חֵֽלֶב,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חֵֽלֶב",,,
אחרים,אַחֵר,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אַחֵר",,,
,חֲרַם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֲרַם",,,
,אַחֵר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אַחֵר",X,,
כולו,כֹּל,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_כֹּל.1,,,X
מאה,מֵאָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מֵאָה",X,,
,מְאָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מְאָה",,,
,מֵאָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מֵאָה",,,
,מאה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מאה",,,
ודאי,וַדַּאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_וַדַּאי",,,
,וַדַּאי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_וַדַּאי",,,
,וַדָּאִי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_וַדָּאִי",X,,
והכא,הָכָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הָכָא",X,,
,כָּא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כָּא",,,
,הָכָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הָכָא",,,
איני,אֵינִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֵינִי",X,,
,אִינִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִינִי",,,
כשרה,כשׁר,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_כשׁר.1,,,X
שדה,שֵׁדָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שֵׁדָה",,,
,שִׁדָּה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שִׁדָּה",,,
,שָׂדֶה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שָׂדֶה",,,
,שָׂדֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שָׂדֶה",X,,
,שֵׁדָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שֵׁדָה",,,
,שִׁדָּה ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שִׁדָּה_ᴵ",,,
,שִׁדָּה ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שִׁדָּה_ᴵᴵ",,,
נשים,נָשִׁים,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_נָשִׁים",,,
בתר,בֶּתֶר,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_בֶּתֶר",,,
,בָּתַר,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_בָּתַר",X,,
,תֹּר,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_תֹּר",,,
,בתר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_בתר",,,
,בָּתַר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_בָּתַר",,,
,בֶּֽתֶר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_בֶּֽתֶר",,,
,תור,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תור",,,
,תָּר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תָּר",,,
שחיטה,שְׁחִיטָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שְׁחִיטָה",,,
,שְׂחִיטָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שְׂחִיטָה",,,
,שְׁחִיטָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שְׁחִיטָה",X,,
אמו,אֵם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֵם",,,
,אֵם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אֵם",X,,
,אֶמוּ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אֶמוּ",,,
יד,יָד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יָד",,,
,יַד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יַד",,,
,יָד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יָד",X,,
תנאי,תְּנָאָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_תְּנָאָה",,,
,תְּנַאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_תְּנַאי",,,
,תַּנַּאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_תַּנַּאי",,,
,תְּנָאָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תְּנָאָה",,,
,תְּנַאי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תְּנַאי",X,,
ועוד,וְעוֹד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_וְעוֹד",,,
,עוּד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_עוּד",,,
,עוֹד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_עוֹד",,,
,וָעוּד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_וָעוּד",,,
,וִעוּד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_וִעוּד",,,
,עוד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_עוד",,,
,עוֹד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_עוֹד",X,,
,עוּד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_עוּד",,,
חנה,חָנָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חָנָה",,,
,חני,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חני",,,
,חנה ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חנה_ᴵ",X,,
,חנה ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חנה_ᴵᴵ",,,
למאי,מַאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַאי",X,,
,מַאי ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַאי_ᴵ",,,
,מַאי ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַאי_ᴵᴵ",,,
קאי,קָאֵי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קָאֵי",X,,
,קָאֵי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_קָאֵי",,,
בכור,בְּכוֹר,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_בְּכוֹר",,,
,בִּכּוּר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_בִּכּוּר",,,
,בְּכוֹר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_בְּכוֹר",X,,
,כּוּר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כּוּר",,,
תרתי,תַּרְתָּא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_תַּרְתָּא",X,,
,תּוּר,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תּוּר",,,
,תַּרְתֵּי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תַּרְתֵּי",,,
אשם,אָשַׁם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אָשַׁם",,,
,אָשָׁם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אָשָׁם",,,
,אשׁם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אשׁם",,,
,אָשָׁם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אָשָׁם",X,,
,אָשֵׁם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אָשֵׁם",,,
אידי,אֵיד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֵיד",,,
,אִידָא I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִידָא_I",,,
,אִידֵּי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִידֵּי",X,,
,אִידִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִידִי",,,
,אִידֵּךְ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִידֵּךְ",,,
מיד,יָד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יָד",,,
,יַד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יַד",,,
,יָד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יָד",,,
,מִיָּד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מִיָּד",X,,
ואלו,אַיִל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אַיִל",,,
,אִילּוּ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִילּוּ",,,
,אֵלּוּ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֵלּוּ",,,
,אִלּוּ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִלּוּ",,,
,אֲלוּ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֲלוּ",,,
,אִלּוּ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אִלּוּ",,,
,אֵלּוּ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אֵלּוּ",X,,
,וְאִלּוּ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_וְאִלּוּ",,,
שבעה,שִׁבְעָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שִׁבְעָה",,,
,שָׂבְעָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שָׂבְעָה",,,
,שִׁבְעָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שִׁבְעָה",X,,
רמי,רַמִּי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רַמִּי",,,
,רמי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רמי",,,
,רְמֵי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רְמֵי",X,,
,רַמַּי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_רַמַּי",,,
דמים,דָּם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_דָּם",,,
,דָּמִים,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_דָּמִים",,,
,דָּם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_דָּם",,,
,דָּמִים ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_דָּמִים_ᴵ",,,
,דָּמִים ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_דָּמִים_ᴵᴵ",X,,
קמא,קָמָא I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קָמָא_I",,,
,קָמָא II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קָמָא_II",,,
,קַמָּא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קַמָּא",X,,
,קַמָּא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_קַמָּא",,,
ויש,יֵשׁ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יֵשׁ",,,
,יֵשׁ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יֵשׁ",X,,
הלכתא,הִלְכְתָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הִלְכְתָא",X,,
,לֶכְתָּא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_לֶכְתָּא",,,
,הִלְכְּתָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הִלְכְּתָא",,,
גדולה,גְּדוּלָּה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_גְּדוּלָּה",,,
,גָּדוֹל,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_גָּדוֹל.1,X,,X
"למ""ד","למ""ד",Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_למ""ד",,,
התורה,תּוֹרָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_תּוֹרָה",,,
,תּוֹרָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תּוֹרָה",X,,
שלשים,שְׁלשָׁה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שְׁלשָׁה",,,
,שְׁלשָׁה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שְׁלשָׁה",,,
,שְׁלשִׁים,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שְׁלשִׁים",X,,
איתיביה,תּוּב I,Jastrow Dictionary,https://www.sefaria.org.il/Jastrow%2C_תּוּב_I.1,X,,X
מכל,כֹּל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כֹּל",,,
,כָּל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כָּל",,,
,מַכָּל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַכָּל",,,
,כול,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כול",,,
,כֹּל,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כֹּל",X,,
,מֵכָל,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מֵכָל",,,
לכהן,כהן,Halachic Terminology,,,,
,כֹּהֵן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כֹּהֵן",,,
,כָּהַן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כָּהַן",,,
,כָּהֵן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כָּהֵן",,,
,כָּהֵן ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כָּהֵן_²",,,
,כהן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כהן",,,
,כֹּהֵן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כֹּהֵן",X,,
,כָּהֶן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כָּהֶן",,,
לרבנן,רַבָּן ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רַבָּן_²",X,,
,רַבָּנָן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_רַבָּנָן",,,
בחוץ,חוּץ I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חוּץ_I",,,
,חוּץ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חוּץ",,,
,חוּץ II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חוּץ_II",,,
,חוּץ ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חוּץ_ᴵ",X,,
,חוּץ ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חוּץ_ᴵᴵ",,X,
פחות,פֶּחָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פֶּחָה",,,
,פָּחוּת,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פָּחוּת",,,
,פָּחוֹת,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פָּחוֹת",,,
,פֶּחָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פֶּחָה",,,
,פָּחוּת,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פָּחוּת",,,
,פָּחוֹת,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פָּחוֹת",X,,
,פִּחוּת,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פִּחוּת",,,
מיבעיא,בְּעֵי I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_בְּעֵי_I",,,
ויאמר,אֲמַר,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֲמַר",,,
,אמר ᴵ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_אמר_ᴵ.1,X,,X
חצי,חֵץ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֵץ",,,
,חצי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חצי",,,
,חֲצֵי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֲצֵי",,,
,חֵצִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֵצִי",,,
,חֵץ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חֵץ",,,
,חֵצִי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חֵצִי",X,,
,חִצִּי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חִצִּי",,,
,חֲצִי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חֲצִי",,,
ואיבעית,אִיבָּעִית,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִיבָּעִית",X,,
,בְּעֵת,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_בְּעֵת",,,
מלמד,לָמֵד I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_לָמֵד_I",,,
,מַלְמֵד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַלְמֵד",,,
,מַלְמָד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַלְמָד",,,
,מְלַמֵּד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מְלַמֵּד",X,,
,מְלֻמָּד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מְלֻמָּד",,,
כהנים,כֹּהֲנִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כֹּהֲנִי",,,
,כֹּהֲנִי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כֹּהֲנִי",,,
,כֹּהֵן,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_כֹּהֵן.1,X,,X
ידו,יָד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יָד",,,
,יָדָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יָדָה",,,
,יָד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יָד",X,,
,יָדָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יָדָה",,,
כוותיה,כְּוָת,Jastrow Dictionary,https://www.sefaria.org.il/Jastrow%2C_כְּוָת,,,X
אותן,אוֹת III,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אוֹת_III",,,
האומר,אמר ᴵ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_אמר_ᴵ.1,,,X
פלוני,פְּלוֹנִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פְּלוֹנִי",,,
,פְּלַן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פְּלַן",,,
,פְּלוֹנִי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פְּלוֹנִי",X,,
