מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
7360,"יומא ח, ג (מה ע""א, 36)",השמר בנגע,"דברים כד, ח",,,,,
7370,"יומא ח, ג (מה ע""א, 38)",כרת,"הש' ויקרא כג, כט",,,,,
7380,"יומא ח, ג (מה ע""א, 39)",עונש במלאכה,"הש' ויקרא כג, ל",,,,,
7390,"יומא ח, ג (מה ע""א, 41)","א""ר זעורה",,,"סנ' כד ע""ד",,,
7400,"יומא ח, ג (מה ע""א, 43)",בעצם היום (1),"ויקרא כג, ל",,,,,
7410,"יומא ח, ג (מה ע""א, 43)",בעצם היום (2),"ויקרא כג, כט",,,,,
7420,"יומא ח, ג (מה ע""א, 47)",והיתה לכם,"ויקרא כג, כט",,,,,
7430,"יומא ח, ג (מה ע""א, 47)",מה מלאכה,,,"יומא מד ע""ד",,,
7440,"יומא ח, ג (מה ע""א, 49)",ר' אבהו,,,"תר' מד ע""א; שבת יד ע""ד",,,
7450,"יומא ח, ג (מה ע""א, 56)",תינוקות אין,,"הש' ת' יומא ד, ב (3:249)",,,,
7460,"יומא ח, ד (מה ע""א, 59)",תוחבה ברוטב,,"הש' ת' יומא ב, ד (20:250)",,,,
7470,"יומא ח, ד (מה ע""א, 62)",מבטן אמי,"תהלים כב, א",,,,,
7480,"יומא ח, ד (מה ע""א, 63)",זורו רשעים,"תהלים נח, ד",,,,,
7490,"יומא ח, ד (מה ע""א, 64)",רופא אומר,,,,"יומא פג ע""א",,
20,"יומא א, א (לח ע""א, 41)",כאשר עשה,"ויקרא ח, לד",,,,,
1660,"יומא ב, א (לט ע""ג, 39)",אין לך,,"ת' פס' ד, א (7:159)",,,,
1680,"יומא ב, א (לט ע""ג, 49)",רבי לעזר,,"ת' מנ' א, יד (21:518)",,,עמוד,
1690,"יומא ב, ב (לט ע""ד, 1)",מעשה שהיו,,"מ' יומא ב, ב",,,,
1700,"יומא ב, ב (לט ע""ד, 4)",הצביעו,,"מ' יומא ב, א",,,,
1710,"יומא ב, ב (לט ע""ד, 10)",מי שזכה,,"ת' יומא א, יא (52:224)","יומא מ ע""א (10)",,,
1720,"יומא ב, ב (לט ע""ד, 13)",מעשה באחד,,"ת' יומא א, יב (55:224)",,,,
1730,"יומא ב, ב (לט ע""ד, 15)",כי ימצא,"דברים כא, א",,,,,
1740,"יומא ב, ב (לט ע""ד, 16)",ויצאו זקניך,"דברים כא, ב",,,,,
1750,"יומא ב, ג (לט ע""ד, 20)",כדי לעשות,,,"הש' יומא לט ע""ד (21, 23); יומא מ ע""א (36, 38); יומא מא ע""ב (46); שק' מה ע""ד; סוכה נד ע""ג",,"שק' מה ע""ד (51); סוכה נד ע""ג (51)",
1760,"יומא ב, ג (לט ע""ד, 21)",אלא לעשות,,,"הש' יומא לט ע""ד (20, 23); יומא מ ע""א (36, 38); יומא מא ע""ב (46); שק' מה ע""ד; סוכה נד ע""ג",,"שק' מה ע""ד (51); סוכה נד ע""ג (51)",
1780,"יומא ב, ג (לט ע""ד, 23)",אלא כדי,,,"הש' יומא לט ע""ד (20, 21); יומא מ ע""א (36, 38); יומא מא ע""ב (46); שק' מה ע""ד; סוכה נד ע""ג",,"שק' מה ע""ד (51); סוכה נד ע""ג (51)",
2290,"יומא ב, ה (מ ע""א, 36)",אלא כדי,,,"הש' יומא לט ע""ד (20, 21, 23); יומא מ ע""א (38); יומא מא ע""ב (46); שק' מה ע""ד; סוכה נד ע""ג",,,
2300,"יומא ב, ה (מ ע""א, 38)",כדי לעשות,,,"הש' יומא לט ע""ד (20, 21, 23); יומא מ ע""א (36); יומא מא ע""ב (46); שק' מה ע""ד; סוכה נד ע""ג",,,
3660,"יומא ד, א (מא ע""ב, 46)",כדי לעשות,,,"הש' יומא לט ע""ד (20, 21, 23); יומא מ ע""א (36, 38); שק' מה ע""ד; סוכה נד ע""ג",,"סוכה נד ע""ג (51)",
1770,"יומא ב, ג (לט ע""ד, 21)",הניח הכוז,,"מ' תמיד ד, ט",,,,
1790,"יומא ב, ג (לט ע""ד, 24)",בבוקר בבוקר,"שמות ל, ז",,,,,
1800,"יומא ב, ג (לט ע""ד, 26)",והשליך אותה,"ויקרא א, טז",,,,,
1810,"יומא ב, ג (לט ע""ד, 27)",אצל המזבח,"ויקרא א, טז",,,,,
1820,"יומא ב, ג (לט ע""ד, 28)",קדמה,"ויקרא א, טז",,,,,
1230,"יומא א, ה (לט ע""א, 51)",דפרה,,"הש' ת' פרה ב, ח (18:632)",,,,
1240,"יומא א, ה (לט ע""א, 51)",דסוכה,,"הש' מ' סוכה ד, ט",,,,
1250,"יומא א, ה (לט ע""א, 56)",בו ביום,,"ת' סוכה ג, טז (64:270)",,,,
1260,"יומא א, ה (לט ע""א, 58)",בעון קומי,,,"יומא מב ע""ג; ו""ר תצב",,,
1270,"יומא א, ה (לט ע""א, 58)",וכל אדם,"ויקרא טז, יז",,,,,
1280,"יומא א, ה (לט ע""א, 60)",ודמות פניהם,"יחזקאל א, י",,,,,
