Ref 1,Ref 2,Found a Better Match?,New Match Ref 1,New Match Ref 2
Tosafot on Bekhorot 35a:39:1,Chullin 69b:11,disambiguator found a better match,Tosafot on Bekhorot 35a:14:2,Chullin 69b:11
Mefaresh on Tamid 32a:76:1,Pesachim 6a:13,disambiguator found a better match,Mefaresh on Tamid 32a:13:1,Pesachim 6a:13
Tosafot on Arakhin 2b:38:1,Gittin 42b:7,disambiguator found a better match,Tosafot on Arakhin 2b:13:1,Gittin 42b:7
Rashi on Keritot 3b:35:1,Zevachim 106a:15,disambiguator found a better match,Rashi on Keritot 3b:10:2,Zevachim 106a:15
Kli Yakar on Exodus 20:14:3,Yoma 29a:1,disambiguator found no match
Tosafot on Meilah 3a:15:1,Zevachim 112b:16,disambiguator found a better match,Tosafot on Meilah 3a:9:2,Zevachim 112b:16
Rashi on Niddah 66a:36:1,Yevamot 52a:9,disambiguator found a better match,Rashi on Niddah 66a:13:1,Yevamot 52a:9
Rashi on Niddah 66a:36:1,Sotah 27a:2,disambiguator found a better match,Rashi on Niddah 66a:13:1,Sotah 27a:2
Tosafot on Niddah 52b:29:1,Bava Batra 156a:6,disambiguator found a better match,Tosafot on Niddah 52b:9:1,Bava Batra 156a:6
"Kessef Mishneh on Mishneh Torah, Sabbath 26:3:2",Eruvin 41b:10,disambiguator found no match
Likutei Moharan 47:14,Berakhot 6b:23,disambiguator found no match
Likutei Moharan 47:14,Bava Metzia 58b:12,disambiguator found no match
Tosafot on Niddah 56b:21:1,Bava Metzia 26a:8,disambiguator found a better match,Tosafot on Niddah 56b:8:1,Bava Metzia 26a:8
Tosafot on Niddah 62b:26:1,Bava Kamma 101b:2,disambiguator found a better match,Tosafot on Niddah 62b:11:1,Bava Kamma 101b:2
Tosafot on Arakhin 23b:32:1,Bava Batra 44b:4,disambiguator found a better match,Tosafot on Arakhin 23b:9:1,Bava Batra 44b:4
Tosafot on Arakhin 23b:32:1,Ketubot 59b:4-5,disambiguator found a better match,Tosafot on Arakhin 23b:9:1,Ketubot 59b:4-5
Tosafot on Arakhin 23b:32:1,Bava Kamma 33b:4,disambiguator found a better match,Tosafot on Arakhin 23b:9:1,Bava Kamma 33b:4
Tosafot on Bekhorot 25a:18:1,Chullin 137a:3,disambiguator found a better match,Tosafot on Bekhorot 25a:6:1,Chullin 137a:3
Tosafot on Bekhorot 17b:8:1,Yevamot 28a:7,disambiguator found a better match,Tosafot on Bekhorot 17b:2:1,Yevamot 28a:7
Tosafot on Bekhorot 17b:8:1,Chullin 70a:6,disambiguator found a better match,Tosafot on Bekhorot 17b:2:1,Chullin 70a:6
Tosafot on Bekhorot 17b:8:1,Shevuot 32a:15-16,disambiguator found a better match,Tosafot on Bekhorot 17b:2:1,Shevuot 32a:15-16
Tosafot on Bekhorot 17b:8:1,Sukkah 15b:1,disambiguator found a better match,Tosafot on Bekhorot 17b:2:1,Sukkah 15b:1
Tosafot on Bekhorot 17b:8:1,Gittin 78a:24,disambiguator found a better match,Tosafot on Bekhorot 17b:2:1,Gittin 78a:24
Tosafot on Bekhorot 17b:8:1,Eruvin 50a:10,disambiguator found a better match,Tosafot on Bekhorot 17b:2:1,Eruvin 50a:10
Tosafot on Niddah 43b:55:1,Shabbat 64a:6,disambiguator found a better match,Tosafot on Niddah 43b:21:1,Shabbat 64a:6
Tosafot on Niddah 43b:55:1,Bava Kamma 25b:6,disambiguator found a better match,Tosafot on Niddah 43b:21:1,Bava Kamma 25b:6
Tosafot on Niddah 67a:15:2,Yevamot 47b:4,disambiguator found a better match,Tosafot on Niddah 67a:7:2,Yevamot 47b:4
Tosafot on Keritot 10a:33:1,Niddah 25b:10,disambiguator found a better match,Tosafot on Keritot 10a:11:1,Niddah 25b:10
Tosafot on Niddah 44a:43:1,Yevamot 67a:10,disambiguator found a better match,Tosafot on Niddah 44a:15:1,Yevamot 67a:10
Tosafot on Niddah 44a:43:1,Bava Batra 142a:2,disambiguator found a better match,Tosafot on Niddah 44a:15:1,Bava Batra 142a:2
Tosafot on Niddah 44a:43:1,Bava Batra 142a:3,disambiguator found a better match,Tosafot on Niddah 44a:15:1,Bava Batra 142a:3
Tosafot on Bekhorot 40a:24:1,Sanhedrin 33a:8,disambiguator found a better match,Tosafot on Bekhorot 40a:8:1,Sanhedrin 33a:8
Tosafot on Niddah 28b:35:1,Bekhorot 41b:4,disambiguator found a better match,Tosafot on Niddah 28b:19:1,Bekhorot 41b:4
Tosafot on Niddah 28b:35:1,Shabbat 136b:4,disambiguator found a better match,Tosafot on Niddah 28b:19:1,Shabbat 136b:4
Rashi on Niddah 40b:3:10,Zevachim 2a:1,disambiguator found a better match,Rashi on Niddah 40b:3:4,Zevachim 2a:1
Rashi on Bekhorot 42a:29:1,Temurah 17a:18,disambiguator found a better match,Rashi on Bekhorot 42a:9:1,Temurah 17a:18
Tosafot on Arakhin 3a:51:1,Yevamot 72b:8,disambiguator found a better match,Tosafot on Arakhin 3a:15:1,Yevamot 72b:8
Tosafot on Bekhorot 34b:19:1,Pesachim 92a:15,disambiguator found a better match,Tosafot on Bekhorot 34b:11:1,Pesachim 92a:15
Tosafot on Bekhorot 21b:6:2,Sanhedrin 112b:8,disambiguator found a better match,Tosafot on Bekhorot 21b:2:2,Sanhedrin 112b:8
Rashi on Meilah 10a:15:2,Zevachim 28b:13,disambiguator found a better match,Rashi on Meilah 10a:8:2,Zevachim 28b:13
Tosafot on Niddah 6b:19:1,Menachot 78b:11,disambiguator found a better match,Tosafot on Niddah 6b:7:1,Menachot 78b:11
Tosafot on Bekhorot 36b:48:1,Temurah 21a:4,disambiguator found a better match,Tosafot on Bekhorot 36b:17:1,Temurah 21a:4
Tosafot on Keritot 14b:8:1,Yevamot 32b:4,disambiguator found a better match,Tosafot on Keritot 14b:4:1,Yevamot 32b:4
Mefaresh on Tamid 32b:41:1,Yoma 23b:11,disambiguator found a better match,Mefaresh on Tamid 32b:8:1,Yoma 23b:11
Tosafot on Bekhorot 38a:34:1,Bava Batra 66a:7,disambiguator found a better match,Tosafot on Bekhorot 38a:15:1,Bava Batra 66a:7
Rashi on Keritot 15a:60:2,Chullin 128b:6,disambiguator found a better match,Rashi on Keritot 15a:28:2,Chullin 128b:6
Rashi on Meilah 16a:12:1,Chullin 101b:12,disambiguator found a better match,Rashi on Meilah 16a:4:2,Chullin 101b:12
Tosafot on Niddah 37b:48:1,Chullin 132b:6,disambiguator found a better match,Tosafot on Niddah 37b:20:1,Chullin 132b:6
Tosafot on Bekhorot 44b:5:1,Pesachim 86b:7,disambiguator found a better match,Tosafot on Bekhorot 44b:2:1,Pesachim 86b:7
Tosafot on Bekhorot 8a:44:2,Niddah 23a:14,disambiguator found a better match,Tosafot on Bekhorot 8a:13:2,Niddah 23a:14
Tosafot on Bekhorot 8a:44:2,Berakhot 57b:8,disambiguator found a better match,Tosafot on Bekhorot 8a:13:2,Berakhot 57b:8
Tosafot on Bekhorot 8a:44:2,Chullin 63a:7,disambiguator found a better match,Tosafot on Bekhorot 8a:13:2,Chullin 63a:7
Rashi on Niddah 50b:24:2,Chullin 109b:12,disambiguator found a better match,Rashi on Niddah 50b:7:2,Chullin 109b:12
Netzach Yisrael 1:9,Shabbat 118b:10,disambiguator found a better match,Netzach Yisrael 1:8,Shabbat 118b:10
Rashi on Arakhin 12a:2:1,Menachot 44b:6,disambiguator found a better match,Rashi on Arakhin 12a:1:1,Menachot 44b:6
Tosafot on Niddah 10a:6:1,Yevamot 64b:22,disambiguator found a better match,Tosafot on Niddah 10a:7:1,Yevamot 64b:22
Tosafot on Niddah 10a:6:1,Sanhedrin 81b:2,disambiguator found a better match,Tosafot on Niddah 10a:3:1,Sanhedrin 81b:2
Tosafot on Niddah 49a:16:1,Yoma 2a:3,disambiguator found a better match,Tosafot on Niddah 49a:8:1,Yoma 2a:3
"Avodat HaKodesh, Part Two, Beit Moed, The Second Gate 10",Beitzah 2a:8,disambiguator found no match
"Avodat HaKodesh, Part Two, Beit Moed, The Second Gate 10",Beitzah 28b:10,disambiguator found no match
Tosafot on Temurah 4a:14:1,Chullin 120b:7,disambiguator found a better match,Tosafot on Temurah 4a:3:1,Chullin 120b:7
Rashi on Meilah 20a:15:1,Avodah Zarah 45a:2,disambiguator found a better match,Rashi on Meilah 20a:6:2,Avodah Zarah 45a:2
Tosafot on Niddah 49a:18:1,Chullin 54b:13,disambiguator found a better match,Tosafot on Niddah 49a:9:1,Chullin 54b:13
Tosafot on Meilah 21b:16:1,Ketubot 99b:2,disambiguator found a better match,Tosafot on Meilah 21b:7:1,Ketubot 99b:2
Netzach Yisrael 43:10,Sanhedrin 98b:13,disambiguator found a better match,Netzach Yisrael 43:9,Sanhedrin 98b:13
Tosafot on Arakhin 16a:60:1,Shabbat 55b:13,disambiguator found a better match,Tosafot on Arakhin 16a:17:1,Shabbat 55b:13
Tosafot on Arakhin 16a:60:1,Bava Metzia 58b:12,disambiguator found a better match,Tosafot on Arakhin 16a:17:1,Bava Metzia 58b:12
Tosafot on Niddah 26b:51:1,Chullin 77b:6,disambiguator found a better match,Tosafot on Niddah 26b:9:2,Chullin 77b:6
Tosafot on Arakhin 14a:34:1,Bava Batra 82a:9,disambiguator found a better match,Tosafot on Arakhin 14a:12:1,Bava Batra 82a:9
Tosafot on Temurah 32a:8:1,Arakhin 28b:10,disambiguator found a better match,Tosafot on Temurah 32a:2:1,Arakhin 28b:10
"Likutei Moharan, Part II 67:14",Bava Kamma 9b:2,disambiguator found no match
Tosafot on Niddah 7a:9:1,Bekhorot 36b:16,disambiguator found a better match,Tosafot on Niddah 7a:3:1,Bekhorot 36b:16
Kli Yakar on Exodus 20:8:5,Sanhedrin 58b:25,disambiguator found no match
Tosafot on Bekhorot 38a:20:1,Niddah 26a:19,disambiguator found a better match,Tosafot on Bekhorot 38a:7:1,Niddah 26a:19
Tosafot on Bekhorot 38a:20:1,Chullin 118a:8,disambiguator found a better match,Tosafot on Bekhorot 38a:7:1,Chullin 118a:8
Tosafot on Bekhorot 41b:19:2,Yevamot 83a:4,disambiguator found a better match,Tosafot on Bekhorot 41b:5:2,Yevamot 83a:4
Tosafot on Bekhorot 41b:19:2,Temurah 17b:8,disambiguator found a better match,Tosafot on Bekhorot 41b:5:2,Temurah 17b:8
Tosafot on Bekhorot 46b:26:1,Niddah 43b:28,disambiguator found a better match,Tosafot on Bekhorot 46b:10:1,Niddah 43b:28
Tosafot on Meilah 10a:3:1,Temurah 15a:7,disambiguator found a better match,Tosafot on Meilah 10a:1:1,Temurah 15a:7
Tosafot on Bekhorot 59a:3:1,Zevachim 45a:2,disambiguator found a better match,Tosafot on Bekhorot 59a:1:3,Zevachim 45a:2
Rashi on Niddah 34b:23:2,Keritot 8b:11,disambiguator found a better match,Rashi on Niddah 34b:8:2,Keritot 8b:11
Tosafot on Niddah 23a:44:1,Chullin 63a:9,disambiguator found a better match,Tosafot on Niddah 23a:18:1,Chullin 63a:9
Tosafot on Niddah 23a:44:1,Berakhot 57b:8,disambiguator found a better match,Tosafot on Niddah 23a:18:1,Berakhot 57b:8
Tosafot on Niddah 2b:23:1,Bava Batra 84a:8,disambiguator found a better match,Tosafot on Niddah 2b:9:1,Bava Batra 84a:8
Netzach Yisrael 26:17,Berakhot 28a:13,disambiguator found a better match,Netzach Yisrael 26:1,Berakhot 28a:13
Rashi on Bekhorot 10a:22:3,Chullin 128a:11,disambiguator found a better match,Rashi on Bekhorot 10a:9:3,Chullin 128a:11
Rashi on Bekhorot 10a:22:3,Keritot 21a:23,disambiguator found a better match,Rashi on Bekhorot 10a:9:3,Keritot 21a:23
Tosafot on Niddah 68a:11:1,Pesachim 23a:12,disambiguator found a better match,Tosafot on Niddah 68a:4:1,Pesachim 23a:12
"Beit Yosef, Orach Chaim 329:23:1",Shabbat 147a:12,disambiguator found a better match,"Beit Yosef, Orach Chaim 329:8:1",Shabbat 147a:12
Rosh on Beitzah 2:14:2,Beitzah 20b:8,disambiguator found no match
Rosh on Beitzah 2:14:2,Beitzah 22a:8,disambiguator found a better match,Rosh on Beitzah 2:19:1,Beitzah 22a:8
Tosafot on Niddah 31b:57:1,Shabbat 83a:6,disambiguator found a better match,Tosafot on Niddah 31b:18:2,Shabbat 83a:6
Tosafot on Niddah 51b:33:1,Bava Kamma 2b:4,disambiguator found a better match,Tosafot on Niddah 51b:17:1,Bava Kamma 2b:4
Tosafot on Arakhin 20b:32:1,Yevamot 103b:19,disambiguator found a better match,Tosafot on Arakhin 20b:10:1,Yevamot 103b:19
Tosafot on Arakhin 20b:32:1,Bava Metzia 78a:6,disambiguator found a better match,Tosafot on Arakhin 20b:10:1,Bava Metzia 78a:6
Tosafot on Keritot 23a:56:1,Yevamot 32a:9,disambiguator found a better match,Tosafot on Keritot 23a:14:1,Yevamot 32a:9
Tosafot on Keritot 23a:56:1,Chullin 37a:11,disambiguator found a better match,Tosafot on Keritot 23a:14:1,Chullin 37a:11
Tosafot on Keritot 23a:56:1,Kiddushin 77b:9,disambiguator found a better match,Tosafot on Keritot 23a:14:1,Kiddushin 77b:9
Rashi on Meilah 19b:17:1,Zevachim 87a:12,disambiguator found a better match,Rashi on Meilah 19b:5:1,Zevachim 87a:12
"Beit Yosef, Orach Chaim 329:14:1",Shabbat 129a:4,disambiguator found no match
Rashi on Keritot 6a:11:2,Pesachim 42a:18,disambiguator found a better match,Rashi on Keritot 6a:4:4,Pesachim 42a:18
Tosafot on Bekhorot 5b:13:1,Shabbat 51b:7,disambiguator found a better match,Tosafot on Bekhorot 5b:3:1,Shabbat 51b:7
Tosafot on Temurah 30b:32:1,Chullin 58a:6,disambiguator found a better match,Tosafot on Temurah 30b:10:1,Chullin 58a:6
Rashi on Kiddushin 2b:7:3,Sanhedrin 33a:9,disambiguator found no match
Rashi on Kiddushin 2b:7:3,Ketubot 76a:5,disambiguator found no match
Rashi on Kiddushin 2b:7:3,Bava Metzia 78a:6,disambiguator found no match
Rashi on Kiddushin 2b:7:2,Niddah 36b:13,disambiguator found a better match,Rashi on Kiddushin 2b:14:1,Niddah 36b:13
Rashi on Kiddushin 2b:7:1,Kiddushin 4a:20,disambiguator found no match
Rashi on Arakhin 29b:40:3,Kiddushin 26a:2,disambiguator found a better match,Rashi on Arakhin 29b:12:2,Kiddushin 26a:2
Tosafot on Bekhorot 17a:23:1,Chullin 137a:9,disambiguator found a better match,Tosafot on Bekhorot 17a:6:1,Chullin 137a:9
Tosafot on Meilah 14b:2:1,Keritot 6b:1-2,disambiguator found a better match,Tosafot on Meilah 14b:1:1,Keritot 6b:1-2
Rashi on Bekhorot 42b:35:1,Yevamot 79b:4,disambiguator found a better match,Rashi on Bekhorot 42b:9:4,Yevamot 79b:4
Tosafot on Niddah 13a:81:1,Shabbat 118b:11,disambiguator found a better match,Tosafot on Niddah 13a:24:1,Shabbat 118b:11
Rashi on Bekhorot 39b:49:2,Menachot 41b:13,disambiguator found a better match,Rashi on Bekhorot 39b:14:2,Menachot 41b:13
"Kessef Mishneh on Mishneh Torah, Sabbath 20:3:2",Eruvin 104a:15,disambiguator found no match
"Kessef Mishneh on Mishneh Torah, Sabbath 23:10:1",Shabbat 34a:3,disambiguator found a better match,"Kessef Mishneh on Mishneh Torah, Sabbath 23:5:1",Shabbat 34a:3
Tosafot on Bekhorot 58a:36:1,Shabbat 148b:14,disambiguator found a better match,Tosafot on Bekhorot 58a:13:1,Shabbat 148b:14
Tosafot on Bekhorot 58a:36:1,Beitzah 36b:14,disambiguator found a better match,Tosafot on Bekhorot 58a:13:1,Beitzah 36b:14
Ktav Yad Rashi on Bekhorot 57a:14:1,Menachot 66b:5,disambiguator found no match
Rashi on Keritot 8b:15:2,Niddah 36b:13,disambiguator found a better match,Rashi on Keritot 8b:8:2,Niddah 36b:13
Tosafot on Niddah 17b:22:1,Bava Batra 24a:3,disambiguator found a better match,Tosafot on Niddah 17b:10:1,Bava Batra 24a:3
Tosafot on Bekhorot 48a:26:1,Bava Batra 175a:10,disambiguator found a better match,Tosafot on Bekhorot 48a:8:3,Bava Batra 175a:10
Tosafot on Bekhorot 48a:26:1,Bava Batra 176a:1,disambiguator found a better match,Tosafot on Bekhorot 48a:8:3,Bava Batra 176a:1
Rashi on Meilah 3b:17:1,Zevachim 43a:5,disambiguator found a better match,Rashi on Meilah 3b:13:1,Zevachim 43a:5
Likutei Moharan 73:4,Bava Kamma 17a:9,disambiguator found no match
Mefaresh on Tamid 27b:26:2,Pesachim 67b:3,disambiguator found a better match,Mefaresh on Tamid 27b:10:3,Pesachim 67b:3
"Kessef Mishneh on Mishneh Torah, Sabbath 25:11:1",Shabbat 46a:2,disambiguator found a better match,"Kessef Mishneh on Mishneh Torah, Sabbath 25:21:1",Shabbat 46a:2
Tosafot on Niddah 51b:43:1,Menachot 36b:6,disambiguator found a better match,Tosafot on Niddah 51b:20:1,Menachot 36b:6
Tosafot on Niddah 51b:43:1,Menachot 36b:3,disambiguator found a better match,Tosafot on Niddah 51b:20:1,Menachot 36b:3
Tosafot on Meilah 15a:25:1,Pesachim 29a:12,disambiguator found a better match,Tosafot on Meilah 15a:11:1,Pesachim 29a:12
Tosafot on Niddah 26a:51:1,Chullin 118a:8,disambiguator found a better match,Tosafot on Niddah 26a:19:1,Chullin 118a:8
Tosafot on Niddah 26a:51:1,Berakhot 52b:1,disambiguator found a better match,Tosafot on Niddah 26a:19:1,Berakhot 52b:1
Tosafot on Bekhorot 13a:17:1,Yevamot 39b:8,disambiguator found a better match,Tosafot on Bekhorot 13a:6:1,Yevamot 39b:8
Tosafot on Keritot 21a:22:1,Yoma 74a:8,disambiguator found a better match,Tosafot on Keritot 21a:10:1,Yoma 74a:8
Tosafot on Keritot 21a:22:1,Chullin 80a:12,disambiguator found a better match,Tosafot on Keritot 21a:10:1,Chullin 80a:12
Tosafot on Niddah 62a:1:1,Sanhedrin 49b:1,disambiguator found a better match,Tosafot on Niddah 62a:2:1,Sanhedrin 49b:1
Tosafot on Bekhorot 11b:7:1,Sukkah 39a:6,disambiguator found a better match,Tosafot on Bekhorot 11b:4:1,Sukkah 39a:6
Tosafot on Bekhorot 48b:31:1,Bava Metzia 6b:3,disambiguator found a better match,Tosafot on Bekhorot 48b:11:1,Bava Metzia 6b:3
Tosafot on Bekhorot 48b:31:1,Bava Metzia 102b:7,disambiguator found a better match,Tosafot on Bekhorot 48b:11:1,Bava Metzia 102b:7
Rashi on Niddah 2b:23:3,Bava Batra 96a:4,disambiguator found a better match,Rashi on Niddah 2b:9:4,Bava Batra 96a:4
"Kessef Mishneh on Mishneh Torah, Sabbath 29:4:2",Pesachim 107b:1,disambiguator found no match
Tosafot on Bekhorot 9b:64:1,Chullin 85a:11,disambiguator found a better match,Tosafot on Bekhorot 9b:23:1,Chullin 85a:11
Tosafot on Niddah 69b:45:1,Yevamot 68a:10,disambiguator found a better match,Tosafot on Niddah 69b:20:1,Yevamot 68a:10
Tosafot on Niddah 69b:45:1,Yevamot 77a:8,disambiguator found a better match,Tosafot on Niddah 69b:20:1,Yevamot 77a:8
Tosafot on Niddah 69b:45:1,Yevamot 45a:5,disambiguator found a better match,Tosafot on Niddah 69b:20:1,Yevamot 45a:5
Tosafot on Bekhorot 55b:21:1,Taanit 25b:7,disambiguator found a better match,Tosafot on Bekhorot 55b:8:1,Taanit 25b:7
Tosafot on Bekhorot 55b:21:1,Pesachim 94b:7,disambiguator found a better match,Tosafot on Bekhorot 55b:8:1,Pesachim 94b:7
Tosafot on Niddah 62b:28:1,Bava Kamma 101a:12,disambiguator found a better match,Tosafot on Niddah 62b:12:1,Bava Kamma 101a:12
Tosafot on Arakhin 7a:21:1,Sanhedrin 19a:16,disambiguator found a better match,Tosafot on Arakhin 7a:6:1,Sanhedrin 19a:16
Tosafot on Keritot 14a:11:1,Zevachim 84a:9,disambiguator found a better match,Tosafot on Keritot 14a:7:1,Zevachim 84a:9
Rashi on Temurah 31a:15:3,Chullin 128b:19,disambiguator found a better match,Rashi on Temurah 31a:11:1,Chullin 128b:19
Tosafot on Meilah 8a:5:12,Chullin 35b:5,disambiguator found a better match,Tosafot on Meilah 8a:4:12,Chullin 35b:5
Tosafot on Meilah 8a:5:12,Menachot 100b:8,disambiguator found a better match,Tosafot on Meilah 8a:4:12,Menachot 100b:8
Tosafot on Meilah 8a:5:12,Menachot 72b:10,disambiguator found a better match,Tosafot on Meilah 8a:4:12,Menachot 72b:10
Tosafot on Meilah 8a:5:12,Menachot 95b:3,disambiguator found a better match,Tosafot on Meilah 8a:4:12,Menachot 95b:3
Tosafot on Niddah 17b:16:1,Bava Batra 24a:5,disambiguator found a better match,Tosafot on Niddah 17b:8:1,Bava Batra 24a:5
Netzach Yisrael 57:21,Sanhedrin 105a:17,disambiguator found a better match,Netzach Yisrael 57:20,Sanhedrin 105a:17
Rashi on Keritot 27b:10:2,Nazir 27b:2,disambiguator found a better match,Rashi on Keritot 27b:5:1,Nazir 27b:2
Tosafot on Meilah 21a:18:1,Bava Metzia 22b:4,disambiguator found a better match,Tosafot on Meilah 21a:8:1,Bava Metzia 22b:4
Rashi on Arakhin 3a:52:2,Yevamot 72b:8,disambiguator found a better match,Rashi on Arakhin 3a:15:3,Yevamot 72b:8
Tosafot on Bekhorot 52a:9:1,Bava Batra 125b:7,disambiguator found a better match,Tosafot on Bekhorot 52a:4:1,Bava Batra 125b:7
Tosafot on Bekhorot 52a:9:1,Bava Batra 124b:11,disambiguator found a better match,Tosafot on Bekhorot 52a:4:1,Bava Batra 124b:11
Tosafot on Bekhorot 52a:9:1,Bava Batra 113a:6,disambiguator found a better match,Tosafot on Bekhorot 52a:4:1,Bava Batra 113a:6
Tosafot on Niddah 19a:37:1,Ketubot 75b:4,disambiguator found a better match,Tosafot on Niddah 19a:11:1,Ketubot 75b:4
Mefaresh on Tamid 29a:8:3,Yoma 45b:10,disambiguator found a better match,Mefaresh on Tamid 29a:4:3,Yoma 45b:10
Tosafot on Bekhorot 49a:4:2,Bava Kamma 70a:4,disambiguator found a better match,Tosafot on Bekhorot 49a:2:1,Bava Kamma 70a:4
Tosafot on Bekhorot 49a:4:1,Shevuot 33b:7,disambiguator found a better match,Tosafot on Bekhorot 49a:2:1,Shevuot 33b:7
Tosafot on Bekhorot 49a:4:1,Bava Batra 88a:7,disambiguator found a better match,Tosafot on Bekhorot 49a:2:1,Bava Batra 88a:7
Tosafot on Niddah 7b:49:1,Shabbat 13b:9,disambiguator found a better match,Tosafot on Niddah 7b:17:1,Shabbat 13b:9
Rashi on Bekhorot 58a:44:1,Shevuot 6a:3,disambiguator found a better match,Rashi on Bekhorot 58a:15:1,Shevuot 6a:3
Rashi on Arakhin 31b:79:2,Shabbat 148b:19,disambiguator found a better match,Rashi on Arakhin 31b:18:2,Shabbat 148b:19
Tosafot on Bekhorot 48a:24:1,Gittin 25a:15,disambiguator found a better match,Tosafot on Bekhorot 48a:8:1,Gittin 25a:15
Tosafot on Bekhorot 48a:24:1,Gittin 75b:3,disambiguator found a better match,Tosafot on Bekhorot 48a:8:1,Gittin 75b:3
Tosafot on Bekhorot 48a:24:1,Bava Kamma 69b:4,disambiguator found a better match,Tosafot on Bekhorot 48a:8:1,Bava Kamma 69b:4
Tosafot on Bekhorot 48a:24:1,Gittin 26a:2,disambiguator found a better match,Tosafot on Bekhorot 48a:8:1,Gittin 26a:2
Tosafot on Niddah 50b:41:2,Pesachim 23a:15,disambiguator found a better match,Tosafot on Niddah 50b:13:2,Pesachim 23a:15
Tosafot on Niddah 50b:41:2,Chullin 128a:10,disambiguator found a better match,Tosafot on Niddah 50b:13:1,Chullin 128a:10
Tosafot on Bekhorot 36a:56:1,Berakhot 27b:18,disambiguator found a better match,Tosafot on Bekhorot 36a:15:1,Berakhot 27b:18
Tosafot on Meilah 11b:27:1,Pesachim 26a:9,disambiguator found a better match,Tosafot on Meilah 11b:19:1,Pesachim 26a:9
Tosafot on Meilah 15a:28:1,Chullin 117a:4,disambiguator found a better match,Tosafot on Meilah 15a:13:1,Chullin 117a:4
Tosafot on Meilah 19b:24:1,Menachot 20b:3,disambiguator found a better match,Tosafot on Meilah 19b:7:1,Menachot 20b:3
Tosafot on Niddah 14a:7:1,Bava Batra 74a:1,disambiguator found a better match,Tosafot on Niddah 14a:3:1,Bava Batra 74a:1
Tosafot on Niddah 9a:54:1,Yoma 43b:3,disambiguator found a better match,Tosafot on Niddah 9a:16:2,Yoma 43b:3
Rashi on Bekhorot 51a:41:1,Chullin 67a:5,disambiguator found a better match,Rashi on Bekhorot 51a:17:1,Chullin 67a:5
Rashi on Meilah 9b:23:2,Temurah 18a:3,disambiguator found a better match,Rashi on Meilah 9b:7:3,Temurah 18a:3
Rashi on Niddah 7a:12:2,Chullin 46b:11,disambiguator found a better match,Rashi on Niddah 7a:4:3,Chullin 46b:11
Tosafot on Niddah 28b:7:1,Yevamot 83b:9,disambiguator found a better match,Tosafot on Niddah 28b:3:1,Yevamot 83b:9
