txt file line,Perek running counter,page running counter,Daf,Line,Rambam,Semag,Tur Shulchan Arukh,original,problem
188,לא,ו,29b,10,"[u'Mishneh Torah, Prayer and the Priestly Blessing 12:16']",,"[u'Tur, Orach Chaim 559']","לא ו מיי' פי""ב מהל' תפלה הלכה טז טור א""ח סימן תקנט",FALSE
189,לב,ז,29b,11,"[u'Mishneh Torah, Fasts 5:8']",,"[u'Tur, Orach Chaim 552', u'Shulchan Arukh, Orach Chayim 552:10']","לב ז מיי' פ""ה מהל' תענית הלכה ח טוש""ע א""ח סימן תקנב סעיף י",FALSE
190,לג,א,30a,5,"[u'Mishneh Torah, Fasts 5:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 3']","[u'Tur, Orach Chaim 552', u'Shulchan Arukh, Orach Chayim 552:1', u'Shulchan Arukh, Orach Chayim 552:1', u'Shulchan Arukh, Orach Chayim 552:9']","לג א מיי' פ""ה מהל' תענית הלכה ז סמג עשין ג טוש""ע א""ח סימן תקנב סעיף א וסעיף ט",FALSE
191,לד,ב,30a,10,"[u'Mishneh Torah, Fasts 5:10']","[u'Sefer Mitzvot Gadol, Positive Commandments 3']","[u'Tur, Orach Chaim 554', u'Shulchan Arukh, Orach Chayim 554:1']","לד ב מיי' שם הלכה י סמג שם טוש""ע שם סי' תקנד סעיף א",FALSE
192,לה,ג,30a,13,"[u'Mishneh Torah, Fasts 5:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 3']","[u'Tur, Orach Chaim 552', u'Shulchan Arukh, Orach Chayim 552:2']","לה ג ד מיי' שם הלכה ז סמג שם טוש""ע שם סי' תקנב סעיף ב",
192,לה,ד,30a,13,"[u'Mishneh Torah, Fasts 5:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 3']","[u'Tur, Orach Chaim 552', u'Shulchan Arukh, Orach Chayim 552:2']","לה ג ד מיי' שם הלכה ז סמג שם טוש""ע שם סי' תקנב סעיף ב",FALSE
193,לו,ה,30a,14,"[u'Mishneh Torah, Murderer and the Preservation of Life 11:8']","[u'Sefer Mitzvot Gadol, Positive Commandments 39']","[u'Tur, Yoreh Deah 116']","לו ה ו מיי' פי""א מהל' רוצח ושמירת נפש הלכה ח סמג עשין לט וטור י""ד סימן קטז",
193,לו,ו,30a,14,"[u'Mishneh Torah, Murderer and the Preservation of Life 11:8']","[u'Sefer Mitzvot Gadol, Positive Commandments 39']","[u'Tur, Yoreh Deah 116']","לו ה ו מיי' פי""א מהל' רוצח ושמירת נפש הלכה ח סמג עשין לט וטור י""ד סימן קטז",FALSE
194,לז,ז,30a,15,"[u'Mishneh Torah, Fasts 5:9']",,"[u'Tur, Orach Chaim 552', u'Shulchan Arukh, Orach Chayim 552:6']","לז ז מיי' פ""ה מהל' תענית הלכה ט טוש""ע א""ח סימן תקנב סעיף ו",FALSE
195,לח,א,30b,2,"[u'Mishneh Torah, Fasts 5:10']","[u'Sefer Mitzvot Gadol, Positive Commandments 3']","[u'Tur, Orach Chaim 554', u'Shulchan Arukh, Orach Chayim 554:22']","לח א מיי' פ""ה מהל' תענית הל' י סמג עשין ג טוש""ע א""ח סי' תקנד סעיף כב",FALSE
196,לט,ב,30b,3,"[u'Mishneh Torah, Fasts 5:10']",,"[u'Tur, Orach Chaim 554', u'Shulchan Arukh, Orach Chayim 554:24']","לט ב מיי' שם טוש""ע שם סעיף כד",FALSE
197,מ,ג,30b,4,,,"[u'Tur, Orach Chaim 554', u'Shulchan Arukh, Orach Chayim 554:25']","מ ג ד טוש""ע שם סעיף כה",
197,מ,ד,30b,4,,,"[u'Tur, Orach Chaim 554', u'Shulchan Arukh, Orach Chayim 554:25']","מ ג ד טוש""ע שם סעיף כה",FALSE
198,מא,ה,30b,7,"[u'Mishneh Torah, Mourning 5:18']",,"[u'Tur, Yoreh Deah 387']","מא ה מיי' פ""ה מהל' אבל הלכה יח טור י""ד סימן שפז",FALSE
199,מב,א,31a,2,"[u'Mishneh Torah, Blessings 2:1']",,,"מב א מיי' פ""ב מהל' ברכות הל' א",FALSE
