Notes,Name,Match Name 1 corrected,Match Name En,Match Name 1,Match Name 2,Match Name 3,Match Name 4,Match Name 5,Match Name 6,Match Name 7,Match Name 8,Match Name 9,Match Name 10,Match Name 11,Match Name 12,Match Name 13,Match Name 14,Match Name 15,Match URL 1,Match URL 2,Match URL 3,Match URL 4,Match URL 5,Match URL 6,Match URL 7,Match URL 8,Match URL 9,Match URL 10,Match URL 11,Match URL 12,Match URL 13,Match URL 14,Match URL 15
,רב פפא,,Rav Pappa,רב פפא,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rav%20Pappa,,,,,,,,,,,,,,
,רב נתן בר אסיא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי זעירא,,Rabbi Zera,רבי זירא,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Zera,,,,,,,,,,,,,,
,רבי יהושע בן לוי,,Rabbi Yehoshua b. Levi,רבי יהושע‎ בן לוי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yehoshua%20b.%20Levi,,,,,,,,,,,,,,
,רב דימי מנהרדעא,,Rav Dimi of Neharde'a,רב דימי מנהרדעא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Dimi%20of%20Neharde'a,,,,,,,,,,,,,,
,רב עמרם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב פפי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disambiguate,רבי זירא,,Rabbi Zera,רבי זירא,רב זירא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Zera,https://www.sefaria.org/person/Rav%20Zera,,,,,,,,,,,,,
,רב אחא בר אבא,,Rav Aha b. Ya'akov,רב אחא בר יעקב,רבי אחא,רב אחא בריה דרב איפא,רב אחא בר רבא,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Aha%20b.%20Ya'akov,https://www.sefaria.org/person/Rabbi%20Aha,https://www.sefaria.org/person/Rav%20Aha%20brei%20d'%20R'%20Iqa,https://www.sefaria.org/person/Rav%20Aha%20b.%20Rava,,,,,,,,,,,
,רב גידל,,Rav Giddel,רב גידל,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Giddel,,,,,,,,,,,,,,
,אביי,,Abaye,אביי‎,,,,,,,,,,,,,,,https://www.sefaria.org/person/Abaye,,,,,,,,,,,,,,
,רב יוסף,רב יוסף,Rav Yosef b. Hiyya,רב יוסף בר הייא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yosef%20b.%20Hiyya,,,,,,,,,,,,,,
,רבי חגי,,Rabbi Haggai,רבי חגי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Haggai,,,,,,,,,,,,,,
,רב חייא בר אדא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב הונא בר חיננא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי ירמיה,רבי ירמיה,Rabbi Yirmeyah,רבי ירמיהו,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Yirmeyah,,,,,,,,,,,,,,
,רב הונא בר חיון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבין,,Ravin,רבין,,,,,,,,,,,,,,,https://www.sefaria.org/person/Ravin,,,,,,,,,,,,,,
,רבי טבלא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי שמעון בן יהוצדק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי עזרא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב שמואל בר זוטרא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חייא בר רב,,Rabbi Hiyya b. Abba,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
,רב ספרא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אדא סבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חייא בר יוסף,רבי חייא בר יוסף,Rav Hiyya b. Yosef,רב הייא בר יוסף,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rav%20Hiyya%20b.%20Yosef,,,,,,,,,,,,,,
,רבי חנינא בר פפא,,Rabbi Hanina b. Pappa,רבי חנינה בר פפא‎,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Pappa,,,,,,,,,,,,,,
,רב עוירא סבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב ביבי בר אביי,,Rav Bivi b. Abaye,רב ביבי בר אביי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Bivi%20b.%20Abaye,,,,,,,,,,,,,,
,שילא בר אבינא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי שמלאי,,Rabbi Simlai,רבי שמלאי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Simlai,,,,,,,,,,,,,,
,עולא,,Ulla,עולא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Ulla,,,,,,,,,,,,,,
,רבי חייא בר אבא,,Rabbi Hiyya b. Abba,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
,רבי אחא בר עולא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר יאשיה דמן אושא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר יסא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב הונא בריה דרב נתן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אבימי בריה דרבי אבהו,,Avimi b. Abbahu,אבימי בן אבהו,,,,,,,,,,,,,,,https://www.sefaria.org/person/Avimi%20b.%20Abbahu,,,,,,,,,,,,,,
,רבי יודן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי כרוספדאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חייא פרוואה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי ינאי,,Rabbi Yannai,רבי ינאי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yannai,,,,,,,,,,,,,,
,רב יוסף בריה דר יהושע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב יצחק בריה דרב יהודה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי תנחום ב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disambiguate,רב המנונא,,Rav Hamnuna,רב המנונא,רב המנונא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hamnuna%20(I),https://www.sefaria.org/person/Rav%20Hamnuna%20(II),,,,,,,,,,,,,
,אבוה בר איהי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חנא פתוראה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב מנשה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,יהודה בר חייה,,Yehudah b. Hiyya,יהודה בן חייא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Yehudah%20b.%20Hiyya,,,,,,,,,,,,,,
,רבי דוסתאי בר ינאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי יוחנן,רבי יוחנן,Rabbi Yohanan b. Nappaha,רבי יוחנן בר נפחא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yohanan%20b.%20Nappaha,,,,,,,,,,,,,,
