ID,Name,He Name,Edge,Value,Value ID
Q206238,Elisha,אלישע,alternate spelling of,אלישע הנביא,
Q206238,Elisha,אלישע,alternate spelling of,אלישע בן שפט,
Q206238,Elisha,אלישע,has role,נביא,
Q6116771,Shadrach,,has transliteration,Hanania,
Q6116771,Shadrach,,has gender,male,
Q2712606,Arioch,אריוך,has gender,male,
Q4498664,Hoglah,חגלה,has gender,female,
Q4498664,Hoglah,חגלה,child of,Zelophehad,Q2659583
Q1784980,Nahshon,נחשון בן עמינדב,parent of,Salomon,Q1771358
Q1784980,Nahshon,נחשון בן עמינדב,child of,Amminadab,Q2038223
Q1784980,Nahshon,נחשון בן עמינדב,has gender,male,
Q1784980,Nahshon,נחשון בן עמינדב,parent of,Elimelek,Q363660
Q11765188,Maacah,מעכה בת תלמי,has gender,female,
Q11765188,Maacah,מעכה בת תלמי,parent of,Absalom,Q205372
Q1577528,Parosh,,has gender,male,
Q400294,Ahitophel,אחיתופל,alternate spelling of,אחיתופל הגילוני,
Q400294,Ahitophel,אחיתופל,has gender,male,
Q5410951,Elhanan son of Dodo,,has gender,male,
Q20101444,Pedaiah,פדיה,has gender,male,
Q313215,Jehoram of Judah,יורם,has role,מלך יהודה,
Q313215,Jehoram of Judah,יורם,child of,Jehoshaphat,Q126689
Q313215,Jehoram of Judah,יורם,has gender,male,
Q313215,Jehoram of Judah,יורם,parent of,Ahaziah of Judah,Q313214
Q313215,Jehoram of Judah,יורם,parent of,Jehosheba,Q6176492
Q313215,Jehoram of Judah,יורם,spouse of,Athaliah,Q463934
Q313215,Jehoram of Judah,יורם,has role,מלך מלכות,
Q313215,Jehoram of Judah,יורם,alternate spelling of,יהורם,
Q816397,Ben-Hadad I,בן-הדד הראשון,parent of,Hadadezer,Q717814
Q816397,Ben-Hadad I,בן-הדד הראשון,alternate spelling of,בן הדד,
Q816397,Ben-Hadad I,בן-הדד הראשון,has gender,male,
Q27587326,Noa,נעה,has gender,female,
Q27587326,Noa,נעה,child of,Zelophehad,Q2659583
Q2224149,Sara,,has gender,female,
Q2224149,Sara,,spouse of,Tobias,Q1412773
Q1579827,Bethuel,בתואל,parent of,Laban,Q840401
Q1579827,Bethuel,בתואל,has gender,male,
Q1579827,Bethuel,בתואל,parent of,Rebecca,Q40520
Q1579827,Bethuel,בתואל,child of,Milcah,Q1752707
Q1579827,Bethuel,בתואל,alternate spelling of,בתואל הארמי,
Q1579827,Bethuel,בתואל,child of,Nahor,Q6323112
Q665541,Hosea,הושע בן בארי,parent of,Lo-Ruhama,Q11762292
Q665541,Hosea,הושע בן בארי,parent of,Lo-Ammi,Q11762291
Q665541,Hosea,הושע בן בארי,has gender,male,
Q665541,Hosea,הושע בן בארי,has role,נביא,
Q2274631,Q2274631,שתר,has gender,male,
Q37085,Solomon,שלמה,alternate spelling of,יְדִידְיָהּ,
Q37085,Solomon,שלמה,has gender,male,
Q37085,Solomon,שלמה,alternate spelling of,שלמה בן דוד,
Q37085,Solomon,שלמה,has role,מלך ישראל,
Q37085,Solomon,שלמה,alternate spelling of,שְׁלֹמֹה,
Q37085,Solomon,שלמה,alternate spelling of,ידידיה,
Q37085,Solomon,שלמה,spouse of,a Pharaoh's daughter,Q7180687
Q37085,Solomon,שלמה,alternate spelling of,שלמה המלך,
Q37085,Solomon,שלמה,child of,David,Q41370
Q37085,Solomon,שלמה,child of,Bathsheba,Q272277
Q37085,Solomon,שלמה,parent of,Rehoboam,Q211663
Q37085,Solomon,שלמה,spouse of,Naamah,Q865263
Q109920,Jotham of Judah,יותם,has role,מלך יהודה,
Q109920,Jotham of Judah,יותם,has gender,male,
Q109920,Jotham of Judah,יותם,alternate spelling of,יותם בן עוזיהו,
Q109920,Jotham of Judah,יותם,alternate spelling of,יותם מלך יהודה,
Q109920,Jotham of Judah,יותם,has role,מלך מלכות,
Q109920,Jotham of Judah,יותם,child of,Uzziah,Q313216
Q45090,Jesse,ישי,parent of,Q11903854,Q11903854
Q45090,Jesse,ישי,has gender,male,
Q45090,Jesse,ישי,child of,Obed,Q1135791
Q45090,Jesse,ישי,parent of,David,Q41370
Q45090,Jesse,ישי,parent of,Zeruiah,Q196771
Q45090,Jesse,ישי,parent of,Abigail,Q3603697
Q1337316,Korah,קורח,alternate spelling of,קורח בן יצהר,
Q1337316,Korah,קורח,alternate spelling of,קרח בן יצהר,
Q1337316,Korah,קורח,parent of,Abiasaph,Q11684128
Q1337316,Korah,קורח,has gender,male,
Q11927540,Jetur,יטור,child of,Ishmael,Q183403
Q11927540,Jetur,יטור,has gender,male,
Q44123555,Jobab,יובב,child of,Joktan,Q1553059
Q44123555,Jobab,יובב,has gender,male,
Q44123555,Jobab,יובב,has transliteration,Yovav,
Q10297002,Mahalalel,מהללאל,has transliteration,Maleleel,
Q10297002,Mahalalel,מהללאל,has transliteration,Mihlaiel,
Q10297002,Mahalalel,מהללאל,has gender,male,
Q10297002,Mahalalel,מהללאל,has transliteration,Mahalaleel,
Q10297002,Mahalalel,מהללאל,child of,Kenan,Q844433
Q10297002,Mahalalel,מהללאל,parent of,Jared,Q927410
Q1809123,Ada,עדה,has gender,female,
Q1809123,Ada,עדה,parent of,Jabal,Q1676803
Q1809123,Ada,עדה,spouse of,Lamech,Q155852
Q1809123,Ada,עדה,parent of,Jubal,Q1432204
Q184273,Zedekiah,צדקיהו,has role,מלך יהודה,
Q184273,Zedekiah,צדקיהו,has gender,male,
Q184273,Zedekiah,צדקיהו,child of,Josiah,Q313228
Q184273,Zedekiah,צדקיהו,alternate spelling of,צִדְקִיָּהוּ,
Q184273,Zedekiah,צדקיהו,has transliteration,Tzidkiyahu,
Q184273,Zedekiah,צדקיהו,has role,מלך מלכות,
Q107626,Seth,שת,parent of,Enos,Q682531
Q107626,Seth,שת,child of,Eve,Q830183
Q107626,Seth,שת,has gender,male,
Q107626,Seth,שת,child of,Adam,Q70899
Q205365,Cain,קין,child of,Eve,Q830183
Q205365,Cain,קין,child of,Adam,Q70899
Q205365,Cain,קין,has gender,male,
Q205365,Cain,קין,parent of,Enoch,Q2495184
Q1370913,Ethan,איתן האזרחי,has gender,male,
Q477527,Amram,עמרם,parent of,Miriam,Q1938388
Q477527,Amram,עמרם,parent of,Moses,Q9077
Q477527,Amram,עמרם,has gender,male,
Q477527,Amram,עמרם,child of,Kohath,Q2914557
Q477527,Amram,עמרם,parent of,Aaron,Q51676
Q477527,Amram,עמרם,spouse of,Jochebed,Q594805
Q2559051,Gad,גד החוזה,alternate spelling of,גד הנביא,
Q2559051,Gad,גד החוזה,has gender,male,
Q2559051,Gad,גד החוזה,has role,נביא,
Q14925385,Hobab,,has transliteration,Chovav,
Q1800542,Hebron,חברון,has gender,male,
Q9181,Abraham,אברהם,spouse of,Hagar,Q214617
Q9181,Abraham,אברהם,spouse of,Keturah,Q908531
Q9181,Abraham,אברהם,has role,נביא,
Q9181,Abraham,אברהם,has gender,male,
Q9181,Abraham,אברהם,parent of,Jokshan,Q737548
Q9181,Abraham,אברהם,parent of,Ishmael,Q183403
Q9181,Abraham,אברהם,spouse of,Sarah,Q194808
Q9181,Abraham,אברהם,has transliteration,Avraham,
Q9181,Abraham,אברהם,alternate spelling of,אַבְרָהָם,
Q9181,Abraham,אברהם,has transliteration,Avram,
Q9181,Abraham,אברהם,parent of,Zimran,Q786540
Q9181,Abraham,אברהם,child of,Terah,Q586541
Q9181,Abraham,אברהם,alternate spelling of,אברהם אבינו,
Q9181,Abraham,אברהם,has transliteration,Abraham the Patriarch,
Q9181,Abraham,אברהם,parent of,Isaac,Q671872
Q9181,Abraham,אברהם,parent of,Ishbak,Q594903
Q9181,Abraham,אברהם,has transliteration,Avrohom,
Q9181,Abraham,אברהם,parent of,Midian,Q755316
Q9181,Abraham,אברהם,has transliteration,Abram,
Q9181,Abraham,אברהם,has transliteration,Avraham Avinu,
Q536485,Othniel,עתניאל בן קנז,has role,שופט,
Q536485,Othniel,עתניאל בן קנז,spouse of,Achsah,Q2829011
Q536485,Othniel,עתניאל בן קנז,has gender,male,
Q671872,Isaac,יצחק,has gender,male,
Q671872,Isaac,יצחק,spouse of,Rebecca,Q40520
Q671872,Isaac,יצחק,has transliteration,Yitzchak,
Q671872,Isaac,יצחק,parent of,Jacob,Q289957
Q671872,Isaac,יצחק,has transliteration,Yitzchok,
Q671872,Isaac,יצחק,child of,Abraham,Q9181
Q671872,Isaac,יצחק,child of,Sarah,Q194808
Q671872,Isaac,יצחק,has transliteration,Yitskhak,
Q671872,Isaac,יצחק,has transliteration,Yizhaq,
Q671872,Isaac,יצחק,parent of,Esau,Q220822
Q671872,Isaac,יצחק,has transliteration,Yitzchaq,
Q671872,Isaac,יצחק,has transliteration,Yitzhak,
Q671872,Isaac,יצחק,has transliteration,Yizhak,
Q502282,Eber,עבר,has gender,male,
Q502282,Eber,עבר,has transliteration,Ever,
Q502282,Eber,עבר,child of,Salah,Q1827950
Q502282,Eber,עבר,alternate spelling of,עבר בן שלח,
Q502282,Eber,עבר,parent of,Peleg,Q1648259
Q502282,Eber,עבר,parent of,Joktan,Q1553059
Q723681,Asenath,אסנת,has gender,female,
Q723681,Asenath,אסנת,parent of,Manasseh,Q1056931
Q723681,Asenath,אסנת,child of,Shechem,Q22054796
Q723681,Asenath,אסנת,spouse of,Joseph,Q145746
Q723681,Asenath,אסנת,child of,Dinah,Q122035
Q723681,Asenath,אסנת,alternate spelling of,אוסנת,
Q723681,Asenath,אסנת,child of,Potiphar's wife,Q3860078
Q723681,Asenath,אסנת,parent of,Ephraim,Q203251
Q18088109,Jakin,יכין,has gender,male,
Q18088109,Jakin,יכין,child of,Simeon,Q1773005
Q3781157,Eliphaz,,has gender,male,
Q51676,Aaron,אהרן,parent of,Abihu,Q321166
Q51676,Aaron,אהרן,child of,Jochebed,Q594805
Q51676,Aaron,אהרן,has gender,male,
Q51676,Aaron,אהרן,parent of,Eleazar,Q159443
Q51676,Aaron,אהרן,spouse of,Elisheba,Q2916801
Q51676,Aaron,אהרן,parent of,Nadabe,Q1941782
Q51676,Aaron,אהרן,parent of,Ithamar,Q1675214
Q51676,Aaron,אהרן,child of,Amram,Q477527
Q319049,Jeconiah,יהויכין,has role,מלך יהודה,
Q319049,Jeconiah,יהויכין,has gender,male,
Q319049,Jeconiah,יהויכין,alternate spelling of,יכוניה,
Q319049,Jeconiah,יהויכין,alternate spelling of,יויכין,
Q319049,Jeconiah,יהויכין,alternate spelling of,יהויכין המלך,
Q319049,Jeconiah,יהויכין,child of,Jehoiakim,Q319034
Q319049,Jeconiah,יהויכין,alternate spelling of,כניהו,
Q319049,Jeconiah,יהויכין,has transliteration,Jehoiachin,
Q319049,Jeconiah,יהויכין,parent of,Shealtiel,Q2256348
Q319049,Jeconiah,יהויכין,alternate spelling of,יכניה,
Q319049,Jeconiah,יהויכין,alternate spelling of,יְכָנְיָה,
Q319049,Jeconiah,יהויכין,has role,מלך מלכות,
Q2068934,Peninnah,פנינה,has gender,female,
Q2068934,Peninnah,פנינה,spouse of,Elkanah,Q2424977
Q128847,Leah,לאה,has gender,female,
Q128847,Leah,לאה,alternate spelling of,לאה אמנו,
Q128847,Leah,לאה,alternate spelling of,לֵאָה,
Q128847,Leah,לאה,parent of,Simeon,Q1773005
Q128847,Leah,לאה,parent of,Judah,Q282220
Q128847,Leah,לאה,parent of,Issachar,Q651256
Q128847,Leah,לאה,alternate spelling of,לאה אימנו,
Q128847,Leah,לאה,parent of,Dinah,Q122035
Q128847,Leah,לאה,child of,Laban,Q840401
Q128847,Leah,לאה,parent of,Levi,Q215512
Q128847,Leah,לאה,parent of,Reuben,Q625661
Q128847,Leah,לאה,alternate spelling of,לאה בת לבן,
Q128847,Leah,לאה,spouse of,Jacob,Q289957
Q128847,Leah,לאה,parent of,Zebulun,Q614575
Q313238,Ish-bosheth,איש בושת,alternate spelling of,איש-בושת,
Q313238,Ish-bosheth,איש בושת,has role,מלך יהודה,
Q313238,Ish-bosheth,איש בושת,has gender,male,
Q313238,Ish-bosheth,איש בושת,alternate spelling of,אשבעל,
Q313238,Ish-bosheth,איש בושת,alternate spelling of,איש בשת,
Q313238,Ish-bosheth,איש בושת,alternate spelling of,אישבושת,
Q313238,Ish-bosheth,איש בושת,child of,Ahinoam,need id
Q313238,Ish-bosheth,איש בושת,has role,שופט,
Q313238,Ish-bosheth,איש בושת,child of,Saul,Q28730
Q2590260,Ahijah the Shilonite,אחיה השילוני,has transliteration,Achiya the Shilonite,
Q2590260,Ahijah the Shilonite,אחיה השילוני,child of,Jerahmeel,Q1687510
Q2590260,Ahijah the Shilonite,אחיה השילוני,has gender,male,
Q2590260,Ahijah the Shilonite,אחיה השילוני,has transliteration,Ahijah HaShiloni,
Q2590260,Ahijah the Shilonite,אחיה השילוני,has transliteration,Ahiya Hashiloni,
Q2590260,Ahijah the Shilonite,אחיה השילוני,has transliteration,Ahiya the Shilonite,
Q2590260,Ahijah the Shilonite,אחיה השילוני,has transliteration,Achiya HaShiloni,
Q2590260,Ahijah the Shilonite,אחיה השילוני,has role,נביא,
Q313230,Zimri,זמרי,has role,מלך ישראל,
Q313230,Zimri,זמרי,has gender,male,
Q313230,Zimri,זמרי,has role,מלך מלכות,
Q313237,Amaziah of Judah,אמציה,parent of,Uzziah,Q313216
Q313237,Amaziah of Judah,אמציה,has role,מלך יהודה,
Q313237,Amaziah of Judah,אמציה,has gender,male,
Q313237,Amaziah of Judah,אמציה,child of,Jehoash of Judah,Q313229
Q313237,Amaziah of Judah,אמציה,alternate spelling of,אמציה בן יואש,
Q313237,Amaziah of Judah,אמציה,alternate spelling of,אמציהו,
Q1774982,Ruth,רות,spouse of,Boaz,Q212253
