Siftei Kohen on Shulchan Arukh, Yoreh De'ah 276:7:2	בפרק בהמה המקשה (ד' ע"ה ע"ב	בפרק בהמה המקשה (חולין ד' ע"ה ע"ב
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 292:9:1	פרק אלו מציאות (דף ל"א ע"א	פרק אלו מציאות (בבא מציעא דף ל"א ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 294:5:1	בפ' כיצד מברכין (דף מ'	בפ' כיצד מברכין (ברכות דף מ'
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 305:19:1	פרק מרובה דף ע'	פרק מרובה (בבא קמא דף ע')
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 306:15:1	פרק עד כמה (דף כ"ח ע"א	פרק עד כמה (בכורות דף כ"ח ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 334:30:1	פרק אלו מגלחין ריש דף י"ז	פרק אלו מגלחין ריש (מועד קטן דף י"ז)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 340:9:1	פרק נגמר הדין [דף מ"ז ע"א	פרק נגמר הדין [סנהדרין דף מ"ז ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 373:11:1	בפרק שואל ד' קנ"ב ע"ב	בפרק שואל (שבת ד' קנ"ב ע"ב)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 374:8:1	בפרק יש בכור ריש ד' מ"ט	בפרק יש בכור ריש (בכורות ד' מ"ט)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 375:2:1	פרק אלו מגלחין דף כ"ב	פרק אלו מגלחין (מועד קטן דף כ"ב)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 379:4:1	פרק שלשה שאכלו (דף מ"ט ע"א	פרק שלשה שאכלו (ברכות דף מ"ט ע"א
Beur HaGra on Shulchan Arukh, Yoreh De'ah 39:6	בפ' א"צ (כ"ה א	בפ' א"צ (ביצה כ"ה א
Beur HaGra on Shulchan Arukh, Yoreh De'ah 102:15	פ' הערל פ"ב א	פ' הערל (יבמות פ"ב א)
Beur HaGra on Shulchan Arukh, Yoreh De'ah 105:50	בפ' כיצד צולין (ע"ו א	בפ' כיצד צולין (פסחים ע"ו א
Beur HaGra on Shulchan Arukh, Yoreh De'ah 110:3	בפ' הערל פ"א א	בפ' הערל (יבמות פ"א א)
Beur HaGra on Shulchan Arukh, Yoreh De'ah 119:19	בפ' זה בורר (כ"ו ב	בפ' זה בורר (סנהדרין כ"ו ב
Beur HaGra on Shulchan Arukh, Yoreh De'ah 119:23	בפ' השולח מ"ה ב	בפ' השולח (גיטין מ"ה ב)
Beur HaGra on Shulchan Arukh, Yoreh De'ah 124:17	בפ' החולץ (מ"ז א	בפ' החולץ (יבמות מ"ז א
Beur HaGra on Shulchan Arukh, Yoreh De'ah 177:17	בפ' המקבל ק"ד ב	בפ' המקבל (בבא מציעא ק"ד ב)
Beur HaGra on Shulchan Arukh, Yoreh De'ah 179:26	פ' חלק (ק"א א	פ' חלק (סנהדרין ק"א א
Beur HaGra on Shulchan Arukh, Yoreh De'ah 230:5	בפרק האשה שנפלו (פ"א ב	בפרק האשה שנפלו (כתובות פ"א ב
Beur HaGra on Shulchan Arukh, Yoreh De'ah 263:10	בפ' חלק ק"י ב	בפ' חלק (סנהדרין ק"י ב)
Beur HaGra on Shulchan Arukh, Yoreh De'ah 267:68	בפ' הכותב (פ"ד ב	בפ' הכותב (כתובות פ"ד ב
Turei Zahav on Shulchan Arukh, Yoreh De'ah 1:1	פרק כל הפסולין (דף לא	פרק כל הפסולין (זבחים דף לא
Turei Zahav on Shulchan Arukh, Yoreh De'ah 2:14	בפרק השוחט (דף מ'	בפרק השוחט (חולין דף מ'
Turei Zahav on Shulchan Arukh, Yoreh De'ah 14:6	בפרק בהמה המקשה (דף ס"ט	בפרק בהמה המקשה (חולין דף ס"ט
