Text with Addition,Ref,New Text,Our Text,Difference
New Text,Esther 9:9,"וְאֵ֤ת& <small>׀</small>& פַּרְמַ֙<small>שְׁ</small>תָּא֙         וְאֵ֣ת& <small>׀</small>& אֲרִיסַ֔י         וְאֵ֥ת& <small>׀</small>& אֲרִדַ֖י<sup>*</sup><i class=""footnote"">(בספרים אחרים אֲרִידַ֖י וכך כתוב במגילות רבות)</i>         וְאֵ֥ת& <small>׀</small>& <big>וַ</big>יְ<small>זָֽ</small>תָא׃        ","וְאֵ֤ת <small>׀</small> פַּרְמַ֙<small>שְׁ</small>תָּא֙ <span>{ס}</span>         וְאֵ֣ת <small>׀</small> אֲרִיסַ֔י <span>{ס}</span>         וְאֵ֥ת <small>׀</small> אֲרִדַ֖י<sup>*</sup><i class=""footnote"">(בספרים אחרים אֲרִידַ֖י וכך כתוב במגילות רבות)</i> <span>{ס}</span>         וְאֵ֥ת <small>׀</small> <big>וַ</big>יְ<small>זָֽ</small>תָא׃ <span>{ס}</span>        ",&
New Text,Esther 9:9,"וְאֵ֤ת& <small>׀</small>& פַּרְמַ֙<small>שְׁ</small>תָּא֙         וְאֵ֣ת& <small>׀</small>& אֲרִיסַ֔י         וְאֵ֥ת& <small>׀</small>& אֲרִדַ֖י<sup>*</sup><i class=""footnote"">(בספרים אחרים אֲרִידַ֖י וכך כתוב במגילות רבות)</i>         וְאֵ֥ת& <small>׀</small>& <big>וַ</big>יְ<small>זָֽ</small>תָא׃        ","וְאֵ֤ת <small>׀</small> פַּרְמַ֙<small>שְׁ</small>תָּא֙ <span>{ס}</span>         וְאֵ֣ת <small>׀</small> אֲרִיסַ֔י <span>{ס}</span>         וְאֵ֥ת <small>׀</small> אֲרִדַ֖י<sup>*</sup><i class=""footnote"">(בספרים אחרים אֲרִידַ֖י וכך כתוב במגילות רבות)</i> <span>{ס}</span>         וְאֵ֥ת <small>׀</small> <big>וַ</big>יְ<small>זָֽ</small>תָא׃ <span>{ס}</span>        ",&
New Text,Esther 9:27,"קִיְּמ֣וּ <span class=""mam-kq""><span class=""mam-kq-k"">(וקבל)</span> <span class=""mam-kq-q"">[וְקִבְּל֣וּ]</span></span> הַיְּהוּדִים֩& <small>׀</small>& עֲלֵיהֶ֨ם& <small>׀</small>& וְעַל־זַרְעָ֜ם וְעַ֨ל כׇּל־הַנִּלְוִ֤ים עֲלֵיהֶם֙ וְלֹ֣א יַעֲב֔וֹר לִהְי֣וֹת עֹשִׂ֗ים אֵ֣ת שְׁנֵ֤י הַיָּמִים֙ הָאֵ֔לֶּה כִּכְתָבָ֖ם וְכִזְמַנָּ֑ם בְּכׇל־שָׁנָ֖ה וְשָׁנָֽה׃","קִיְּמ֣וּ <span class=""mam-kq""><span class=""mam-kq-k"">(וקבל)</span> <span class=""mam-kq-q"">[וְקִבְּל֣וּ]</span></span> הַיְּהוּדִים֩ <small>׀</small> עֲלֵיהֶ֨ם <small>׀</small> וְעַל־זַרְעָ֜ם וְעַ֨ל כׇּל־הַנִּלְוִ֤ים עֲלֵיהֶם֙ וְלֹ֣א יַעֲב֔וֹר לִהְי֣וֹת עֹשִׂ֗ים אֵ֣ת שְׁנֵ֤י הַיָּמִים֙ הָאֵ֔לֶּה כִּכְתָבָ֖ם וְכִזְמַנָּ֑ם בְּכׇל־שָׁנָ֖ה וְשָׁנָֽה׃",&&&
New Text,Esther 10:1,"וַיָּ֩שֶׂם֩ הַמֶּ֨לֶךְ <span class=""mam-kq""><span class=""mam-kq-k"">(אחשרש)</span> <span class=""mam-kq-q"">[אֲחַשְׁוֵר֧וֹשׁ]</span></span>& <small>׀</small>& מַ֛ס עַל־הָאָ֖רֶץ וְאִיֵּ֥י הַיָּֽם׃","וַיָּ֩שֶׂם֩ הַמֶּ֨לֶךְ <span class=""mam-kq""><span class=""mam-kq-k"">(אחשרש)</span> <span class=""mam-kq-q"">[אֲחַשְׁוֵר֧וֹשׁ]</span></span> <small>׀</small> מַ֛ס עַל־הָאָ֖רֶץ וְאִיֵּ֥י הַיָּֽם׃",&
New Text,Psalms 5:2,אֲמָרַ֖י הַאֲזִ֥ינָה& <small>׀</small>& יְהֹוָ֗ה בִּ֣ינָה הֲגִיגִֽי׃,אֲמָרַ֖י הַאֲזִ֥ינָה <small>׀</small> יְהֹוָ֗ה בִּ֣ינָה הֲגִיגִֽי׃,&
New Text,Psalms 5:5,כִּ֤י& <b>׀</b> לֹ֤א אֵֽל־חָפֵ֘ץ רֶ֥שַׁע& <small>׀</small>& אָ֑תָּה לֹ֖א יְגֻרְךָ֣ רָֽע׃,כִּ֤י <b>׀</b> לֹ֤א אֵֽל־חָפֵ֘ץ רֶ֥שַׁע <small>׀</small> אָ֑תָּה לֹ֖א יְגֻרְךָ֣ רָֽע׃,&&
New Text,Psalms 5:7,תְּאַבֵּד֮ דֹּבְרֵ֢י כָ֫זָ֥ב אִישׁ־דָּמִ֥ים וּמִרְמָ֗ה יְתָ֘עֵ֥ב& <small>׀</small>& יְהֹוָֽה׃,תְּאַבֵּד֮ דֹּבְרֵ֢י כָ֫זָ֥ב אִישׁ־דָּמִ֥ים וּמִרְמָ֗ה יְתָ֘עֵ֥ב <small>׀</small> יְהֹוָֽה׃,&
New Text,Psalms 7:6,יִ֥רַדֹּֽף אוֹיֵ֨ב& <b>׀</b> נַפְשִׁ֡י וְיַשֵּׂ֗ג וְיִרְמֹ֣ס לָאָ֣רֶץ חַיָּ֑י וּכְבוֹדִ֓י& <b>׀</b> לֶעָפָ֖ר יַשְׁכֵּ֣ן סֶֽלָה׃,יִ֥רַדֹּֽף אוֹיֵ֨ב <b>׀</b> נַפְשִׁ֡י וְיַשֵּׂ֗ג וְיִרְמֹ֣ס לָאָ֣רֶץ חַיָּ֑י וּכְבוֹדִ֓י <b>׀</b> לֶעָפָ֖ר יַשְׁכֵּ֣ן סֶֽלָה׃,&
New Text,Psalms 10:3,כִּֽי־הִלֵּ֣ל רָ֭שָׁע עַל־תַּאֲוַ֣ת נַפְשׁ֑וֹ וּבֹצֵ֥עַ בֵּ֝רֵ֗ךְ נִ֘אֵ֥ץ& <small>׀</small>& יְהֹוָֽה׃,כִּֽי־הִלֵּ֣ל רָ֭שָׁע עַל־תַּאֲוַ֣ת נַפְשׁ֑וֹ וּבֹצֵ֥עַ בֵּ֝רֵ֗ךְ נִ֘אֵ֥ץ <small>׀</small> יְהֹוָֽה׃,&
New Text,Psalms 10:13,עַל־מֶ֤ה& <b>׀</b> נִאֵ֖ץ רָשָׁ֥ע& <small>׀</small>& אֱלֹהִ֑ים אָמַ֥ר בְּ֝לִבּ֗וֹ לֹ֣א תִדְרֹֽשׁ׃,עַל־מֶ֤ה <b>׀</b> נִאֵ֖ץ רָשָׁ֥ע <small>׀</small> אֱלֹהִ֑ים אָמַ֥ר בְּ֝לִבּ֗וֹ לֹ֣א תִדְרֹֽשׁ׃,&&
New Text,Psalms 10:14,רָאִ֡תָה כִּי־אַתָּ֤ה& <b>׀</b> עָ֘מָ֤ל וָכַ֨עַס& <b>׀</b> תַּבִּיט֮ לָתֵ֢ת בְּיָ֫דֶ֥ךָ עָ֭לֶיךָ יַעֲזֹ֣ב חֵלֵ֑כָה יָ֝ת֗וֹם אַתָּ֤ה& <b>׀</b> הָיִ֬יתָ עוֹזֵֽר׃,רָאִ֡תָה כִּי־אַתָּ֤ה <b>׀</b> עָ֘מָ֤ל וָכַ֨עַס <b>׀</b> תַּבִּיט֮ לָתֵ֢ת בְּיָ֫דֶ֥ךָ עָ֭לֶיךָ יַעֲזֹ֣ב חֵלֵ֑כָה יָ֝ת֗וֹם אַתָּ֤ה <b>׀</b> הָיִ֬יתָ עוֹזֵֽר׃,&&
New Text,Psalms 18:1,לַמְנַצֵּ֤חַ& <b>׀</b> לְעֶ֥בֶד יְהֹוָ֗ה לְדָ֫וִ֥ד אֲשֶׁ֤ר דִּבֶּ֨ר& <b>׀</b> לַיהֹוָ֗ה אֶת־דִּ֭בְרֵי הַשִּׁירָ֣ה הַזֹּ֑את בְּי֤וֹם הִֽצִּיל־יְהֹוָ֘ה אוֹת֥וֹ מִכַּ֥ף כׇּל־אֹ֝יְבָ֗יו וּמִיַּ֥ד שָׁאֽוּל׃,לַמְנַצֵּ֤חַ <b>׀</b> לְעֶ֥בֶד יְהֹוָ֗ה לְדָ֫וִ֥ד אֲשֶׁ֤ר דִּבֶּ֨ר <b>׀</b> לַיהֹוָ֗ה אֶת־דִּ֭בְרֵי הַשִּׁירָ֣ה הַזֹּ֑את בְּי֤וֹם הִֽצִּיל־יְהֹוָ֘ה אוֹת֥וֹ מִכַּ֥ף כׇּל־אֹ֝יְבָ֗יו וּמִיַּ֥ד שָׁאֽוּל׃,&
New Text,Psalms 18:7,בַּצַּר־לִ֤י& <b>׀</b> אֶ֥קְרָ֣א יְהֹוָה֮ וְאֶל־אֱלֹהַ֢י אֲשַׁ֫וֵּ֥עַ יִשְׁמַ֣ע מֵהֵיכָל֣וֹ קוֹלִ֑י וְ֝שַׁוְעָתִ֗י לְפָנָ֤יו& <b>׀</b> תָּב֬וֹא בְאׇזְנָֽיו׃,בַּצַּר־לִ֤י <b>׀</b> אֶ֥קְרָ֣א יְהֹוָה֮ וְאֶל־אֱלֹהַ֢י אֲשַׁ֫וֵּ֥עַ יִשְׁמַ֣ע מֵהֵיכָל֣וֹ קוֹלִ֑י וְ֝שַׁוְעָתִ֗י לְפָנָ֤יו <b>׀</b> תָּב֬וֹא בְאׇזְנָֽיו׃,&
New Text,Psalms 18:50,עַל־כֵּ֤ן& <b>׀</b> אוֹדְךָ֖ בַגּוֹיִ֥ם& <small>׀</small>& יְהֹוָ֑ה וּלְשִׁמְךָ֥ אֲזַמֵּֽרָה׃,עַל־כֵּ֤ן <b>׀</b> אוֹדְךָ֖ בַגּוֹיִ֥ם <small>׀</small> יְהֹוָ֑ה וּלְשִׁמְךָ֥ אֲזַמֵּֽרָה׃,&&
New Text,Psalms 20:7,עַתָּ֤ה יָדַ֗עְתִּי כִּ֤י הוֹשִׁ֥יעַ& <small>׀</small>& יְהֹוָ֗ה מְשִׁ֫יח֥וֹ יַ֭עֲנֵהוּ מִשְּׁמֵ֣י קׇדְשׁ֑וֹ בִּ֝גְבֻר֗וֹת יֵ֣שַׁע יְמִינֽוֹ׃,עַתָּ֤ה יָדַ֗עְתִּי כִּ֤י הוֹשִׁ֥יעַ <small>׀</small> יְהֹוָ֗ה מְשִׁ֫יח֥וֹ יַ֭עֲנֵהוּ מִשְּׁמֵ֣י קׇדְשׁ֑וֹ בִּ֝גְבֻר֗וֹת יֵ֣שַׁע יְמִינֽוֹ׃,&
New Text,Psalms 27:1,לְדָוִ֨ד& <b>׀</b> יְהֹוָ֤ה& <b>׀</b> אוֹרִ֣י וְ֭יִשְׁעִי מִמִּ֣י אִירָ֑א יְהֹוָ֥ה מָעוֹז־חַ֝יַּ֗י מִמִּ֥י אֶפְחָֽד׃,לְדָוִ֨ד <b>׀</b> יְהֹוָ֤ה <b>׀</b> אוֹרִ֣י וְ֭יִשְׁעִי מִמִּ֣י אִירָ֑א יְהֹוָ֥ה מָעוֹז־חַ֝יַּ֗י מִמִּ֥י אֶפְחָֽד׃,&
New Text,Psalms 31:3,הַטֵּ֤ה אֵלַ֨י& <b>׀</b> אׇזְנְךָ֮ מְהֵרָ֢ה הַצִּ֫ילֵ֥נִי הֱיֵ֤ה לִ֨י& <b>׀</b> לְֽצוּר־מָ֭עוֹז לְבֵ֥ית מְצוּד֗וֹת לְהוֹשִׁיעֵֽנִי׃,הַטֵּ֤ה אֵלַ֨י <b>׀</b> אׇזְנְךָ֮ מְהֵרָ֢ה הַצִּ֫ילֵ֥נִי הֱיֵ֤ה לִ֨י <b>׀</b> לְֽצוּר־מָ֭עוֹז לְבֵ֥ית מְצוּד֗וֹת לְהוֹשִׁיעֵֽנִי׃,&
New Text,Psalms 35:21,וַיַּרְחִ֥יבוּ עָלַ֗י פִּ֫יהֶ֥ם אָ֭מְרוּ הֶאָ֣ח& <small>׀</small>& הֶאָ֑ח רָֽאֲתָ֥ה עֵינֵֽנוּ׃,וַיַּרְחִ֥יבוּ עָלַ֗י פִּ֫יהֶ֥ם אָ֭מְרוּ הֶאָ֣ח <small>׀</small> הֶאָ֑ח רָֽאֲתָ֥ה עֵינֵֽנוּ׃,&
New Text,Psalms 36:1,לַמְנַצֵּ֬חַ& <small>׀</small>& לְעֶבֶד־יְהֹוָ֬ה לְדָוִֽד׃,לַמְנַצֵּ֬חַ <small>׀</small> לְעֶבֶד־יְהֹוָ֬ה לְדָוִֽד׃,&
New Text,Psalms 39:13,שִׁ֥מְעָֽה תְפִלָּתִ֨י& <b>׀</b> יְהֹוָ֡ה וְשַׁוְעָתִ֨י& <b>׀</b> הַאֲזִינָה֮ אֶֽל־דִּמְעָתִ֗י אַֽל־תֶּ֫חֱרַ֥שׁ כִּ֤י גֵ֣ר אָנֹכִ֣י עִמָּ֑ךְ תּ֝וֹשָׁ֗ב כְּכׇל־אֲבוֹתָֽי׃,שִׁ֥מְעָֽה תְפִלָּתִ֨י <b>׀</b> יְהֹוָ֡ה וְשַׁוְעָתִ֨י <b>׀</b> הַאֲזִינָה֮ אֶֽל־דִּמְעָתִ֗י אַֽל־תֶּ֫חֱרַ֥שׁ כִּ֤י גֵ֣ר אָנֹכִ֣י עִמָּ֑ךְ תּ֝וֹשָׁ֗ב כְּכׇל־אֲבוֹתָֽי׃,&
New Text,Psalms 40:6,רַבּ֤וֹת עָשִׂ֨יתָ& <b>׀</b> אַתָּ֤ה& <b>׀</b> יְהֹוָ֣ה אֱלֹהַי֮ נִ֥פְלְאֹתֶ֥יךָ וּמַחְשְׁבֹתֶ֗יךָ אֵ֫לֵ֥ינוּ אֵ֤ין& <b>׀</b> עֲרֹ֬ךְ אֵלֶ֗יךָ אַגִּ֥ידָה וַאֲדַבֵּ֑רָה עָ֝צְמ֗וּ מִסַּפֵּֽר׃,רַבּ֤וֹת עָשִׂ֨יתָ <b>׀</b> אַתָּ֤ה <b>׀</b> יְהֹוָ֣ה אֱלֹהַי֮ נִ֥פְלְאֹתֶ֥יךָ וּמַחְשְׁבֹתֶ֗יךָ אֵ֫לֵ֥ינוּ אֵ֤ין <b>׀</b> עֲרֹ֬ךְ אֵלֶ֗יךָ אַגִּ֥ידָה וַאֲדַבֵּ֑רָה עָ֝צְמ֗וּ מִסַּפֵּֽר׃,&&
New Text,Psalms 40:16,יָ֭שֹׁמּוּ עַל־עֵ֣קֶב בׇּשְׁתָּ֑ם הָאֹמְרִ֥ים לִ֝֗י הֶ֘אָ֥ח& <small>׀</small>& הֶאָֽח׃,יָ֭שֹׁמּוּ עַל־עֵ֣קֶב בׇּשְׁתָּ֑ם הָאֹמְרִ֥ים לִ֝֗י הֶ֘אָ֥ח <small>׀</small> הֶאָֽח׃,&
New Text,Psalms 41:14,בָּ֘ר֤וּךְ יְהֹוָ֨ה& <b>׀</b> אֱלֹ֘הֵ֤י יִשְׂרָאֵ֗ל מֵֽ֭הָעוֹלָם וְעַ֥ד הָעוֹלָ֗ם אָ֘מֵ֥ן& <small>׀</small>& וְאָמֵֽן׃,בָּ֘ר֤וּךְ יְהֹוָ֨ה <b>׀</b> אֱלֹ֘הֵ֤י יִשְׂרָאֵ֗ל מֵֽ֭הָעוֹלָם וְעַ֥ד הָעוֹלָ֗ם אָ֘מֵ֥ן <small>׀</small> וְאָמֵֽן׃,&&
New Text,Psalms 42:5,אֵ֤לֶּה אֶזְכְּרָ֨ה& <b>׀</b> וְאֶשְׁפְּכָ֬ה עָלַ֨י& <b>׀</b> נַפְשִׁ֗י כִּ֤י אֶעֱבֹ֨ר& <b>׀</b> בַּסָּךְ֮ אֶדַּדֵּ֗ם עַד־בֵּ֥ית אֱלֹ֫הִ֥ים בְּקוֹל־רִנָּ֥ה וְתוֹדָ֗ה הָמ֥וֹן חוֹגֵֽג׃,אֵ֤לֶּה אֶזְכְּרָ֨ה <b>׀</b> וְאֶשְׁפְּכָ֬ה עָלַ֨י <b>׀</b> נַפְשִׁ֗י כִּ֤י אֶעֱבֹ֨ר <b>׀</b> בַּסָּךְ֮ אֶדַּדֵּ֗ם עַד־בֵּ֥ית אֱלֹ֫הִ֥ים בְּקוֹל־רִנָּ֥ה וְתוֹדָ֗ה הָמ֥וֹן חוֹגֵֽג׃,&&
New Text,Psalms 42:9,יוֹמָ֤ם& <b>׀</b> יְצַוֶּ֬ה יְהֹוָ֨ה& <b>׀</b> חַסְדּ֗וֹ וּ֭בַלַּיְלָה שִׁירֹ֣ה עִמִּ֑י תְּ֝פִלָּ֗ה לְאֵ֣ל חַיָּֽי׃,יוֹמָ֤ם <b>׀</b> יְצַוֶּ֬ה יְהֹוָ֨ה <b>׀</b> חַסְדּ֗וֹ וּ֭בַלַּיְלָה שִׁירֹ֣ה עִמִּ֑י תְּ֝פִלָּ֗ה לְאֵ֣ל חַיָּֽי׃,&
New Text,Psalms 44:1,לַמְנַצֵּ֬חַ& <small>׀</small>& לִבְנֵי־קֹ֬רַח מַשְׂכִּֽיל׃,לַמְנַצֵּ֬חַ <small>׀</small> לִבְנֵי־קֹ֬רַח מַשְׂכִּֽיל׃,&
New Text,Psalms 44:24,ע֤וּרָה& <b>׀</b> לָ֖מָּה תִישַׁ֥ן& <b>׀</b> אֲדֹנָ֑י הָ֝קִ֗יצָה אַל־תִּזְנַ֥ח לָנֶֽצַח׃,ע֤וּרָה <b>׀</b> לָ֖מָּה תִישַׁ֥ן <b>׀</b> אֲדֹנָ֑י הָ֝קִ֗יצָה אַל־תִּזְנַ֥ח לָנֶֽצַח׃,&
New Text,Psalms 45:2,רָ֘חַ֤שׁ לִבִּ֨י& <b>׀</b> דָּ֘בָ֤ר ט֗וֹב אֹמֵ֣ר אָ֭נִי מַעֲשַׂ֣י לְמֶ֑לֶךְ לְ֝שׁוֹנִ֗י עֵ֤ט& <b>׀</b> סוֹפֵ֬ר מָהִֽיר׃,רָ֘חַ֤שׁ לִבִּ֨י <b>׀</b> דָּ֘בָ֤ר ט֗וֹב אֹמֵ֣ר אָ֭נִי מַעֲשַׂ֣י לְמֶ֑לֶךְ לְ֝שׁוֹנִ֗י עֵ֤ט <b>׀</b> סוֹפֵ֬ר מָהִֽיר׃,&
New Text,Psalms 47:1,לַמְנַצֵּ֬חַ& <small>׀</small>& לִבְנֵי־קֹ֬רַח מִזְמֽוֹר׃,לַמְנַצֵּ֬חַ <small>׀</small> לִבְנֵי־קֹ֬רַח מִזְמֽוֹר׃,&
New Text,Psalms 49:1,לַמְנַצֵּ֬חַ& <small>׀</small>& לִבְנֵי־קֹ֬רַח מִזְמֽוֹר׃,לַמְנַצֵּ֬חַ <small>׀</small> לִבְנֵי־קֹ֬רַח מִזְמֽוֹר׃,&
New Text,Psalms 49:15,"כַּצֹּ֤אן& <b>׀</b> לִ֥שְׁא֣וֹל שַׁתּוּ֮ מָ֤וֶת יִ֫רְעֵ֥ם וַיִּרְדּ֘וּ בָ֤ם יְשָׁרִ֨ים& <b>׀</b> לַבֹּ֗קֶר <span class=""mam-kq""><span class=""mam-kq-k"">(וצירם)</span> <span class=""mam-kq-q"">[וְ֭צוּרָם]</span></span> לְבַלּ֥וֹת שְׁא֗וֹל מִזְּבֻ֥ל לֽוֹ׃","כַּצֹּ֤אן <b>׀</b> לִ֥שְׁא֣וֹל שַׁתּוּ֮ מָ֤וֶת יִ֫רְעֵ֥ם וַיִּרְדּ֘וּ בָ֤ם יְשָׁרִ֨ים <b>׀</b> לַבֹּ֗קֶר <span class=""mam-kq""><span class=""mam-kq-k"">(וצירם)</span> <span class=""mam-kq-q"">[וְ֭צוּרָם]</span></span> לְבַלּ֥וֹת שְׁא֗וֹל מִזְּבֻ֥ל לֽוֹ׃",&
