Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Tzav 28",וזאת תורת האשם קדש קדשים הוא,Leviticus 7:1
"Aderet Eliyahu, Tzav 29",ואת דמו יזרק,Leviticus 7:2
"Aderet Eliyahu, Tzav 30",כל זכר כו' יאכלנו כו',
"Aderet Eliyahu, Tzav 31",כחטאת כאשם,Leviticus 7:7
"Aderet Eliyahu, Tzav 32",וכל נעשה במרחשת,Leviticus 7:9
"Aderet Eliyahu, Tzav 33",וזאת תורת,Leviticus 7:11
"Aderet Eliyahu, Tzav 34",תודה יקריבנו,Leviticus 7:12
"Aderet Eliyahu, Tzav 35",והקריב על זבח,Leviticus 7:12
"Aderet Eliyahu, Tzav 36",בשמן בשמן,
"Aderet Eliyahu, Tzav 37",וסלת מרבכת,Leviticus 7:12
"Aderet Eliyahu, Tzav 38",על חלת לחם חמץ,Leviticus 7:13
"Aderet Eliyahu, Tzav 39",על חלת לחם,Leviticus 7:13
"Aderet Eliyahu, Tzav 40",והקריב ממנו,Leviticus 7:14
"Aderet Eliyahu, Tzav 41",ובשר כו',Leviticus 7:15
"Aderet Eliyahu, Tzav 42",והנותר,Leviticus 7:16
"Aderet Eliyahu, Tzav 43",והנותר מבשר,Leviticus 7:17
"Aderet Eliyahu, Tzav 44",ואם האכל,Leviticus 7:18
"Aderet Eliyahu, Tzav 45","מניין לזבחים הנאכלין ליום א' שמחשבה פוסלת בשני ת""ל ואם האכל יאכל כו' יכול השוח",
"Aderet Eliyahu, Tzav 46",לא יחשב,Leviticus 7:18
"Aderet Eliyahu, Tzav 47",בכל טמא,Leviticus 7:19
"Aderet Eliyahu, Tzav 48",השלמים,Leviticus 7:20
"Aderet Eliyahu, Tzav 49",כי תגע,Leviticus 7:21
"Aderet Eliyahu, Tzav 50",בני ישראל,Leviticus 7:23
"Aderet Eliyahu, Tzav 51",לכל מלאכה,Leviticus 7:24
"Aderet Eliyahu, Tzav 52",מן הבהמה,Leviticus 7:25
"Aderet Eliyahu, Tzav 53",הנפש,Leviticus 7:25
"Aderet Eliyahu, Tzav 54",וכל דם,Leviticus 7:26
"Aderet Eliyahu, Tzav 55",בני,Leviticus 7:29
"Aderet Eliyahu, Tzav 56",המקריב,Leviticus 7:29
"Aderet Eliyahu, Tzav 57",מזבח שלמיו,Leviticus 7:29
"Aderet Eliyahu, Tzav 58",את אשי ה',Leviticus 7:30
"Aderet Eliyahu, Tzav 59","מניין שטעונין הרמה ת""ל אשר הונף ואשר הורם בנין אב לכל הטעון תנופה טעון הרמה",
"Aderet Eliyahu, Tzav 60",והקטיר,Leviticus 7:31
"Aderet Eliyahu, Tzav 61",התנופה,Leviticus 7:34
"Aderet Eliyahu, Tzav 62",מאשי ה',
"Aderet Eliyahu, Tzav 63",זאת התור' לעולה,Leviticus 7:37
"Aderet Eliyahu, Tzav 64",למנחה,Leviticus 7:37
"Aderet Eliyahu, Tzav 65",ביום צותו,Leviticus 7:38
"Aderet Eliyahu, Tzav 66",להקריב את קרבניהם,Leviticus 7:38
"Aderet Eliyahu, Tzav 67",קח את אהרן ואת בניו אתו,Leviticus 8:2
"Aderet Eliyahu, Tzav 68",ואת הבגדים,Leviticus 8:2
"Aderet Eliyahu, Tzav 69",ואת כל העדה הקהל,Leviticus 8:3
"Aderet Eliyahu, Tzav 70",ויעש משה כו',Leviticus 8:4
"Aderet Eliyahu, Tzav 71",זה הדבר,Leviticus 8:5
"Aderet Eliyahu, Tzav 72",וירחץ אתם במים,Leviticus 8:6
"Aderet Eliyahu, Tzav 73",ויתן עליו כו' מלמד שנעשה משה סגן לאהרן מפשיטו ומלבישו וכן עשה לו במותו שנא,
"Aderet Eliyahu, Tzav 74",ויקח משה את שמן המשחה,Leviticus 8:10
"Aderet Eliyahu, Tzav 75",וימשח את המשכן,Leviticus 8:10
"Aderet Eliyahu, Tzav 76",ויקרב משה את בני אהרן,Leviticus 8:13
"Aderet Eliyahu, Tzav 77",ויגש את פר החטאת,Leviticus 8:14
"Aderet Eliyahu, Tzav 78",וישחט ויקח משה,Leviticus 8:15
"Aderet Eliyahu, Tzav 79",ויקדשהו לכפר עליו,Leviticus 8:15
"Aderet Eliyahu, Tzav 80",ויקח את כל החלב אשר על הקרב,Leviticus 8:16
"Aderet Eliyahu, Tzav 81",ויקרב את האיל השני,Leviticus 8:22
"Aderet Eliyahu, Tzav 82",איל המלאים,Leviticus 8:22
"Aderet Eliyahu, Tzav 83",ויסמכו,Leviticus 8:22
"Aderet Eliyahu, Tzav 84",ויקח משה מדמו,Leviticus 8:23
"Aderet Eliyahu, Tzav 85",ומתן סביב,
"Aderet Eliyahu, Tzav 86",ומפתח אהל מועד כו',Leviticus 8:33
"Aderet Eliyahu, Tzav 87",כי שבעת ימים ימלא את ידכם,Leviticus 8:33
"Aderet Eliyahu, Tzav 88","צוה ה' לעשות לכפר עיין רש""י ז""ל",
"Aderet Eliyahu, Tzav 89",ויעש אהרן ובניו,Leviticus 8:36
"Aderet Eliyahu, Tzav 90",ביד משה,Leviticus 8:36
