Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments	Talmud	Rambam	SMG	ShuA	Tur
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
63b:15		שבועות	1.9	לאוין	240				0	http://www.sefaria.org/Bava_Kamma.63b:15	sefaria.org/Mishneh_Torah,_Oaths.1.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.240				Bava_Kamma.63b:15	Mishneh_Torah,_Oaths.1.9	Sefer_Mitzvot_Gadol,_Volume_One.240		
63b:15		שבועות	1.10						0	http://www.sefaria.org/Bava_Kamma.63b:15	sefaria.org/Mishneh_Torah,_Oaths.1.10					Bava_Kamma.63b:15	Mishneh_Torah,_Oaths.1.10			
63b:15		שבועות	1.11						0	http://www.sefaria.org/Bava_Kamma.63b:15	sefaria.org/Mishneh_Torah,_Oaths.1.11					Bava_Kamma.63b:15	Mishneh_Torah,_Oaths.1.11			
63b:16		גניבה	4.3					ח"מ	352	http://www.sefaria.org/Bava_Kamma.63b:16	sefaria.org/Mishneh_Torah,_Theft.4.3			sefaria.org/Tur,_Choshen_Mishpat.352		Bava_Kamma.63b:16	Mishneh_Torah,_Theft.4.3			Tur,_Choshen_Mishpat.352
63b:17		גניבה	4.1					ח"מ	352	http://www.sefaria.org/Bava_Kamma.63b:17	sefaria.org/Mishneh_Torah,_Theft.4.1			sefaria.org/Tur,_Choshen_Mishpat.352		Bava_Kamma.63b:17	Mishneh_Torah,_Theft.4.1			Tur,_Choshen_Mishpat.352
63b:38		שכירות	1.2	עשין	89	ח"מ	291.1	ח"מ	291	http://www.sefaria.org/Bava_Kamma.63b:38	sefaria.org/Mishneh_Torah,_Hiring.1.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.89	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.291.1	sefaria.org/Tur,_Choshen_Mishpat.291		Bava_Kamma.63b:38	Mishneh_Torah,_Hiring.1.2	Sefer_Mitzvot_Gadol,_Volume_Two.89	Shulchan_Arukh,_Choshen_Mishpat.291.1	Tur,_Choshen_Mishpat.291
64b:44		גניבה	1.4	עשין	71				0	http://www.sefaria.org/Bava_Kamma.64b:44	sefaria.org/Mishneh_Torah,_Theft.1.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71				Bava_Kamma.64b:44	Mishneh_Torah,_Theft.1.4	Sefer_Mitzvot_Gadol,_Volume_Two.71		
65a:5		גניבה	1.14	עשין	71	ח"מ	354.3	ח"מ	354	http://www.sefaria.org/Bava_Kamma.65a:5	sefaria.org/Mishneh_Torah,_Theft.1.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.3	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.65a:5	Mishneh_Torah,_Theft.1.14	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.354.3	Tur,_Choshen_Mishpat.354
65a:11		גניבה	1.13	עשין	71	ח"מ	354.4	ח"מ	354	http://www.sefaria.org/Bava_Kamma.65a:11	sefaria.org/Mishneh_Torah,_Theft.1.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.4	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.65a:11	Mishneh_Torah,_Theft.1.13	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.354.4	Tur,_Choshen_Mishpat.354
65a:14						ח"מ	354.4	ח"מ	354	http://www.sefaria.org/Bava_Kamma.65a:14			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.4	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.65a:14			Shulchan_Arukh,_Choshen_Mishpat.354.4	Tur,_Choshen_Mishpat.354
65a:14						ח"מ	354.1	ח"מ	354	http://www.sefaria.org/Bava_Kamma.65a:14			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.1	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.65a:14			Shulchan_Arukh,_Choshen_Mishpat.354.1	Tur,_Choshen_Mishpat.354
65a:16		גניבה	1.13			ח"מ	354.4	ח"מ	354	http://www.sefaria.org/Bava_Kamma.65a:16	sefaria.org/Mishneh_Torah,_Theft.1.13		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.4	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.65a:16	Mishneh_Torah,_Theft.1.13		Shulchan_Arukh,_Choshen_Mishpat.354.4	Tur,_Choshen_Mishpat.354
65a:18						ח"מ	354.3	ח"מ	354	http://www.sefaria.org/Bava_Kamma.65a:18			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.3	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.65a:18			Shulchan_Arukh,_Choshen_Mishpat.354.3	Tur,_Choshen_Mishpat.354
65a:22		גניבה	1.14	עשין	71	ח"מ	354.3	ח"מ	354	http://www.sefaria.org/Bava_Kamma.65a:22	sefaria.org/Mishneh_Torah,_Theft.1.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.3	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.65a:22	Mishneh_Torah,_Theft.1.14	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.354.3	Tur,_Choshen_Mishpat.354
65a:22		גזילה ואבידה	3.1			ח"מ	362.10	ח"מ	362	http://www.sefaria.org/Bava_Kamma.65a:22	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.3.1		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.362.10	sefaria.org/Tur,_Choshen_Mishpat.362		Bava_Kamma.65a:22	Mishneh_Torah,_Robbery_and_Lost_Property.3.1		Shulchan_Arukh,_Choshen_Mishpat.362.10	Tur,_Choshen_Mishpat.362
65a:24		גניבה	1.14	עשין	71	ח"מ	354.3	ח"מ	354	http://www.sefaria.org/Bava_Kamma.65a:24	sefaria.org/Mishneh_Torah,_Theft.1.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.3	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.65a:24	Mishneh_Torah,_Theft.1.14	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.354.3	Tur,_Choshen_Mishpat.354
65a:24		גזילה ואבידה	3.2			ח"מ	362.11	ח"מ	362	http://www.sefaria.org/Bava_Kamma.65a:24	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.3.2		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.362.11	sefaria.org/Tur,_Choshen_Mishpat.362		Bava_Kamma.65a:24	Mishneh_Torah,_Robbery_and_Lost_Property.3.2		Shulchan_Arukh,_Choshen_Mishpat.362.11	Tur,_Choshen_Mishpat.362
65a:26		שבועות	1.8	לאוין	248			ח"מ	352	http://www.sefaria.org/Bava_Kamma.65a:26	sefaria.org/Mishneh_Torah,_Oaths.1.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.248		sefaria.org/Tur,_Choshen_Mishpat.352		Bava_Kamma.65a:26	Mishneh_Torah,_Oaths.1.8	Sefer_Mitzvot_Gadol,_Volume_One.248		Tur,_Choshen_Mishpat.352
65a:26		שבועות	1.9	עשין	71				0	http://www.sefaria.org/Bava_Kamma.65a:26	sefaria.org/Mishneh_Torah,_Oaths.1.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71				Bava_Kamma.65a:26	Mishneh_Torah,_Oaths.1.9	Sefer_Mitzvot_Gadol,_Volume_Two.71		
65a:26		שבועות	7.1						0	http://www.sefaria.org/Bava_Kamma.65a:26	sefaria.org/Mishneh_Torah,_Oaths.7.1					Bava_Kamma.65a:26	Mishneh_Torah,_Oaths.7.1			
65a:26		שבועות	7.2						0	http://www.sefaria.org/Bava_Kamma.65a:26	sefaria.org/Mishneh_Torah,_Oaths.7.2					Bava_Kamma.65a:26	Mishneh_Torah,_Oaths.7.2			
65b:1		גניבה	4.1						0	http://www.sefaria.org/Bava_Kamma.65b:1	sefaria.org/Mishneh_Torah,_Theft.4.1					Bava_Kamma.65b:1	Mishneh_Torah,_Theft.4.1			
65b:1		גניבה	4.6						0	http://www.sefaria.org/Bava_Kamma.65b:1	sefaria.org/Mishneh_Torah,_Theft.4.6					Bava_Kamma.65b:1	Mishneh_Torah,_Theft.4.6			
65b:14		שבועות	7.15						0	http://www.sefaria.org/Bava_Kamma.65b:14	sefaria.org/Mishneh_Torah,_Oaths.7.15					Bava_Kamma.65b:14	Mishneh_Torah,_Oaths.7.15			
65b:14		גזילה ואבידה	7.12						0	http://www.sefaria.org/Bava_Kamma.65b:14	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.7.12					Bava_Kamma.65b:14	Mishneh_Torah,_Robbery_and_Lost_Property.7.12			
65b:14		גזילה ואבידה	7.13						0	http://www.sefaria.org/Bava_Kamma.65b:14	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.7.13					Bava_Kamma.65b:14	Mishneh_Torah,_Robbery_and_Lost_Property.7.13			
65b:30		גניבה	1.13					ח"מ	353	http://www.sefaria.org/Bava_Kamma.65b:30	sefaria.org/Mishneh_Torah,_Theft.1.13			sefaria.org/Tur,_Choshen_Mishpat.353		Bava_Kamma.65b:30	Mishneh_Torah,_Theft.1.13			Tur,_Choshen_Mishpat.353
65b:30		גזילה ואבידה	2.14						0	http://www.sefaria.org/Bava_Kamma.65b:30	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.2.14					Bava_Kamma.65b:30	Mishneh_Torah,_Robbery_and_Lost_Property.2.14			
65b:32		גניבה	1.13					ח"מ	353	http://www.sefaria.org/Bava_Kamma.65b:32	sefaria.org/Mishneh_Torah,_Theft.1.13			sefaria.org/Tur,_Choshen_Mishpat.353		Bava_Kamma.65b:32	Mishneh_Torah,_Theft.1.13			Tur,_Choshen_Mishpat.353
65b:32		גזילה ואבידה	2.14						0	http://www.sefaria.org/Bava_Kamma.65b:32	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.2.14					Bava_Kamma.65b:32	Mishneh_Torah,_Robbery_and_Lost_Property.2.14			
65b:65		איסורי המזבח	4.15	לאוין	316				0	http://www.sefaria.org/Bava_Kamma.65b:65	sefaria.org/Mishneh_Torah,_Things_Forbidden_on_the_Alter.4.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.316				Bava_Kamma.65b:65	Mishneh_Torah,_Things_Forbidden_on_the_Alter.4.15	Sefer_Mitzvot_Gadol,_Volume_One.316		
65b:65		איסורי המזבח	4.18						0	http://www.sefaria.org/Bava_Kamma.65b:65	sefaria.org/Mishneh_Torah,_Things_Forbidden_on_the_Alter.4.18					Bava_Kamma.65b:65	Mishneh_Torah,_Things_Forbidden_on_the_Alter.4.18			
66a:4		איסורי המזבח	4.4	לאוין	316				0	http://www.sefaria.org/Bava_Kamma.66a:4	sefaria.org/Mishneh_Torah,_Things_Forbidden_on_the_Alter.4.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.316				Bava_Kamma.66a:4	Mishneh_Torah,_Things_Forbidden_on_the_Alter.4.4	Sefer_Mitzvot_Gadol,_Volume_One.316		
66a:16		גניבה	1.12	עשין	71	ח"מ	353.1	ח"מ	353	http://www.sefaria.org/Bava_Kamma.66a:16	sefaria.org/Mishneh_Torah,_Theft.1.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.353.1	sefaria.org/Tur,_Choshen_Mishpat.353		Bava_Kamma.66a:16	Mishneh_Torah,_Theft.1.12	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.353.1	Tur,_Choshen_Mishpat.353
66a:16		גזילה ואבידה	2.1			ח"מ	360.1	ח"מ	360	http://www.sefaria.org/Bava_Kamma.66a:16	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.2.1		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.360.1	sefaria.org/Tur,_Choshen_Mishpat.360		Bava_Kamma.66a:16	Mishneh_Torah,_Robbery_and_Lost_Property.2.1		Shulchan_Arukh,_Choshen_Mishpat.360.1	Tur,_Choshen_Mishpat.360
66a:16						ח"מ	360.5	ח"מ	360	http://www.sefaria.org/Bava_Kamma.66a:16			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.360.5	sefaria.org/Tur,_Choshen_Mishpat.360		Bava_Kamma.66a:16			Shulchan_Arukh,_Choshen_Mishpat.360.5	Tur,_Choshen_Mishpat.360
66a:16						ח"מ	361.4	ח"מ	361	http://www.sefaria.org/Bava_Kamma.66a:16			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.361.4	sefaria.org/Tur,_Choshen_Mishpat.361		Bava_Kamma.66a:16			Shulchan_Arukh,_Choshen_Mishpat.361.4	Tur,_Choshen_Mishpat.361
66a:16						ח"מ	362.1	ח"מ	362	http://www.sefaria.org/Bava_Kamma.66a:16			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.362.1	sefaria.org/Tur,_Choshen_Mishpat.362		Bava_Kamma.66a:16			Shulchan_Arukh,_Choshen_Mishpat.362.1	Tur,_Choshen_Mishpat.362
66a:30		גניבה	1.12	עשין	71	ח"מ	353.2	ח"מ	353	http://www.sefaria.org/Bava_Kamma.66a:30	sefaria.org/Mishneh_Torah,_Theft.1.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.353.2	sefaria.org/Tur,_Choshen_Mishpat.353		Bava_Kamma.66a:30	Mishneh_Torah,_Theft.1.12	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.353.2	Tur,_Choshen_Mishpat.353
66a:30		גזילה ואבידה	2.1			ח"מ	361.1	ח"מ	361	http://www.sefaria.org/Bava_Kamma.66a:30	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.2.1		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.361.1	sefaria.org/Tur,_Choshen_Mishpat.361		Bava_Kamma.66a:30	Mishneh_Torah,_Robbery_and_Lost_Property.2.1		Shulchan_Arukh,_Choshen_Mishpat.361.1	Tur,_Choshen_Mishpat.361
66b:7		איסורי המזבח	5.7	לאוין	318				0	http://www.sefaria.org/Bava_Kamma.66b:7	sefaria.org/Mishneh_Torah,_Things_Forbidden_on_the_Alter.5.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.318				Bava_Kamma.66b:7	Mishneh_Torah,_Things_Forbidden_on_the_Alter.5.7	Sefer_Mitzvot_Gadol,_Volume_One.318		
66b:15		כלים	24.7						0	http://www.sefaria.org/Bava_Kamma.66b:15	sefaria.org/Mishneh_Torah,_Vessels.24.7					Bava_Kamma.66b:15	Mishneh_Torah,_Vessels.24.7			
66b:17		כלים	24.7						0	http://www.sefaria.org/Bava_Kamma.66b:17	sefaria.org/Mishneh_Torah,_Vessels.24.7					Bava_Kamma.66b:17	Mishneh_Torah,_Vessels.24.7			
66b:19		כלים	24.6						0	http://www.sefaria.org/Bava_Kamma.66b:19	sefaria.org/Mishneh_Torah,_Vessels.24.6					Bava_Kamma.66b:19	Mishneh_Torah,_Vessels.24.6			
66b:19		כלים	24.7						0	http://www.sefaria.org/Bava_Kamma.66b:19	sefaria.org/Mishneh_Torah,_Vessels.24.7					Bava_Kamma.66b:19	Mishneh_Torah,_Vessels.24.7			
66b:29		כלים	24.6						0	http://www.sefaria.org/Bava_Kamma.66b:29	sefaria.org/Mishneh_Torah,_Vessels.24.6					Bava_Kamma.66b:29	Mishneh_Torah,_Vessels.24.6			
66b:32		גניבה	1.13	עשין	71	ח"מ	353.1	ח"מ	353	http://www.sefaria.org/Bava_Kamma.66b:32	sefaria.org/Mishneh_Torah,_Theft.1.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.353.1	sefaria.org/Tur,_Choshen_Mishpat.353		Bava_Kamma.66b:32	Mishneh_Torah,_Theft.1.13	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.353.1	Tur,_Choshen_Mishpat.353
66b:32		גזילה ואבידה	2.14			ח"מ	360.10	ח"מ	360	http://www.sefaria.org/Bava_Kamma.66b:32	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.2.14		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.360.10	sefaria.org/Tur,_Choshen_Mishpat.360		Bava_Kamma.66b:32	Mishneh_Torah,_Robbery_and_Lost_Property.2.14		Shulchan_Arukh,_Choshen_Mishpat.360.10	Tur,_Choshen_Mishpat.360
66b:36		גזילה ואבידה	1.5	עשין	73	ח"מ	360.1	ח"מ	360	http://www.sefaria.org/Bava_Kamma.66b:36	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.1.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.360.1	sefaria.org/Tur,_Choshen_Mishpat.360		Bava_Kamma.66b:36	Mishneh_Torah,_Robbery_and_Lost_Property.1.5	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.360.1	Tur,_Choshen_Mishpat.360
67a:6		גניבה	1.13	עשין	71	ח"מ	353.1	ח"מ	353	http://www.sefaria.org/Bava_Kamma.67a:6	sefaria.org/Mishneh_Torah,_Theft.1.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.353.1	sefaria.org/Tur,_Choshen_Mishpat.353		Bava_Kamma.67a:6	Mishneh_Torah,_Theft.1.13	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.353.1	Tur,_Choshen_Mishpat.353
67a:6		גזילה ואבידה	2.10	עשין	73	ח"מ	360.5	ח"מ	360	http://www.sefaria.org/Bava_Kamma.67a:6	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.2.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.360.5	sefaria.org/Tur,_Choshen_Mishpat.360		Bava_Kamma.67a:6	Mishneh_Torah,_Robbery_and_Lost_Property.2.10	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.360.5	Tur,_Choshen_Mishpat.360
67a:9		מקואות	6.6	עשין	248	י"ד	201.34	י"ד	201	http://www.sefaria.org/Bava_Kamma.67a:9	sefaria.org/Mishneh_Torah,_Immersion_Pools.6.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.248	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.34	sefaria.org/Tur,_Yoreh_Deah.201		Bava_Kamma.67a:9	Mishneh_Torah,_Immersion_Pools.6.6	Sefer_Mitzvot_Gadol,_Volume_Two.248	Shulchan_Arukh,_Yoreh_De'ah.201.34	Tur,_Yoreh_Deah.201
67a:9						י"ד	201.36	י"ד	201	http://www.sefaria.org/Bava_Kamma.67a:9			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.36	sefaria.org/Tur,_Yoreh_Deah.201		Bava_Kamma.67a:9			Shulchan_Arukh,_Yoreh_De'ah.201.36	Tur,_Yoreh_Deah.201
67a:11		מקואות	4.2	עשין	248				0	http://www.sefaria.org/Bava_Kamma.67a:11	sefaria.org/Mishneh_Torah,_Immersion_Pools.4.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.248				Bava_Kamma.67a:11	Mishneh_Torah,_Immersion_Pools.4.2	Sefer_Mitzvot_Gadol,_Volume_Two.248		
67a:14		תרומות	4.11						0	http://www.sefaria.org/Bava_Kamma.67a:14	sefaria.org/Mishneh_Torah,_Heave_Offerings.4.11					Bava_Kamma.67a:14	Mishneh_Torah,_Heave_Offerings.4.11			
67a:22		גזילה ואבידה	7.3	עשין	73				0	http://www.sefaria.org/Bava_Kamma.67a:22	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.7.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73				Bava_Kamma.67a:22	Mishneh_Torah,_Robbery_and_Lost_Property.7.3	Sefer_Mitzvot_Gadol,_Volume_Two.73		
68a:15		גניבה	2.11					ח"מ	350	http://www.sefaria.org/Bava_Kamma.68a:15	sefaria.org/Mishneh_Torah,_Theft.2.11			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.68a:15	Mishneh_Torah,_Theft.2.11			Tur,_Choshen_Mishpat.350
68a:20		גניבה	1.18					ח"מ	350	http://www.sefaria.org/Bava_Kamma.68a:20	sefaria.org/Mishneh_Torah,_Theft.1.18			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.68a:20	Mishneh_Torah,_Theft.1.18			Tur,_Choshen_Mishpat.350
68a:21		גניבה	1.18					ח"מ	350	http://www.sefaria.org/Bava_Kamma.68a:21	sefaria.org/Mishneh_Torah,_Theft.1.18			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.68a:21	Mishneh_Torah,_Theft.1.18			Tur,_Choshen_Mishpat.350
68a:24		גניבה	1.17					ח"מ	350	http://www.sefaria.org/Bava_Kamma.68a:24	sefaria.org/Mishneh_Torah,_Theft.1.17			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.68a:24	Mishneh_Torah,_Theft.1.17			Tur,_Choshen_Mishpat.350
68a:31		גניבה	1.18					ח"מ	350	http://www.sefaria.org/Bava_Kamma.68a:31	sefaria.org/Mishneh_Torah,_Theft.1.18			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.68a:31	Mishneh_Torah,_Theft.1.18			Tur,_Choshen_Mishpat.350
68a:38		גניבה	1.18					ח"מ	350	http://www.sefaria.org/Bava_Kamma.68a:38	sefaria.org/Mishneh_Torah,_Theft.1.18			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.68a:38	Mishneh_Torah,_Theft.1.18			Tur,_Choshen_Mishpat.350
68a:38		גניבה	5.3			ח"מ	353.3	ח"מ	353	http://www.sefaria.org/Bava_Kamma.68a:38	sefaria.org/Mishneh_Torah,_Theft.5.3		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.353.3	sefaria.org/Tur,_Choshen_Mishpat.353		Bava_Kamma.68a:38	Mishneh_Torah,_Theft.5.3		Shulchan_Arukh,_Choshen_Mishpat.353.3	Tur,_Choshen_Mishpat.353
68a:38		גזילה ואבידה	2.1			ח"מ	361.4	ח"מ	361	http://www.sefaria.org/Bava_Kamma.68a:38	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.2.1		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.361.4	sefaria.org/Tur,_Choshen_Mishpat.361		Bava_Kamma.68a:38	Mishneh_Torah,_Robbery_and_Lost_Property.2.1		Shulchan_Arukh,_Choshen_Mishpat.361.4	Tur,_Choshen_Mishpat.361
68a:38						ח"מ	362.3	ח"מ	362	http://www.sefaria.org/Bava_Kamma.68a:38			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.362.3	sefaria.org/Tur,_Choshen_Mishpat.362		Bava_Kamma.68a:38			Shulchan_Arukh,_Choshen_Mishpat.362.3	Tur,_Choshen_Mishpat.362
68a:39		גניבה	1.18					ח"מ	350	http://www.sefaria.org/Bava_Kamma.68a:39	sefaria.org/Mishneh_Torah,_Theft.1.18			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.68a:39	Mishneh_Torah,_Theft.1.18			Tur,_Choshen_Mishpat.350
68a:50		גניבה	1.17					ח"מ	350	http://www.sefaria.org/Bava_Kamma.68a:50	sefaria.org/Mishneh_Torah,_Theft.1.17			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.68a:50	Mishneh_Torah,_Theft.1.17			Tur,_Choshen_Mishpat.350
68b:1		כלים	24.7			ח"מ	368	ח"מ	368	http://www.sefaria.org/Bava_Kamma.68b:1	sefaria.org/Mishneh_Torah,_Vessels.24.7		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.368	sefaria.org/Tur,_Choshen_Mishpat.368		Bava_Kamma.68b:1	Mishneh_Torah,_Vessels.24.7		Shulchan_Arukh,_Choshen_Mishpat.368	Tur,_Choshen_Mishpat.368
68b:1		גזילה ואבידה	6.3						0	http://www.sefaria.org/Bava_Kamma.68b:1	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.3					Bava_Kamma.68b:1	Mishneh_Torah,_Robbery_and_Lost_Property.6.3			
68b:12		גניבה	9.1	לאוין	154				0	http://www.sefaria.org/Bava_Kamma.68b:12	sefaria.org/Mishneh_Torah,_Theft.9.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.154				Bava_Kamma.68b:12	Mishneh_Torah,_Theft.9.1	Sefer_Mitzvot_Gadol,_Volume_One.154		
68b:17		גניבה	1.16	עשין	71				0	http://www.sefaria.org/Bava_Kamma.68b:17	sefaria.org/Mishneh_Torah,_Theft.1.16	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71				Bava_Kamma.68b:17	Mishneh_Torah,_Theft.1.16	Sefer_Mitzvot_Gadol,_Volume_Two.71		
68b:22		גניבה	2.6	עשין	71				0	http://www.sefaria.org/Bava_Kamma.68b:22	sefaria.org/Mishneh_Torah,_Theft.2.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71				Bava_Kamma.68b:22	Mishneh_Torah,_Theft.2.6	Sefer_Mitzvot_Gadol,_Volume_Two.71		
68b:25		ערכים וחרמין	6.21	עשין	132				0	http://www.sefaria.org/Bava_Kamma.68b:25	sefaria.org/Mishneh_Torah,_Appraisals_and_Devoted_Property.6.21	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.132				Bava_Kamma.68b:25	Mishneh_Torah,_Appraisals_and_Devoted_Property.6.21	Sefer_Mitzvot_Gadol,_Volume_Two.132		
68b:35		ערכים וחרמין	6.24	עשין	132	ח"מ	354.6	ח"מ	354	http://www.sefaria.org/Bava_Kamma.68b:35	sefaria.org/Mishneh_Torah,_Appraisals_and_Devoted_Property.6.24	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.132	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.354.6	sefaria.org/Tur,_Choshen_Mishpat.354		Bava_Kamma.68b:35	Mishneh_Torah,_Appraisals_and_Devoted_Property.6.24	Sefer_Mitzvot_Gadol,_Volume_Two.132	Shulchan_Arukh,_Choshen_Mishpat.354.6	Tur,_Choshen_Mishpat.354
68b:35						י"ד	258.6	י"ד	258	http://www.sefaria.org/Bava_Kamma.68b:35			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.258.6	sefaria.org/Tur,_Yoreh_Deah.258		Bava_Kamma.68b:35			Shulchan_Arukh,_Yoreh_De'ah.258.6	Tur,_Yoreh_Deah.258
68b:38		מעשר שני ונטע רבעי	9.7						0	http://www.sefaria.org/Bava_Kamma.68b:38	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7					Bava_Kamma.68b:38	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7			
