Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments	Talmud	Rambam	SMG	ShuA	Tur
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
27a:37		גזילה ואבידה	12.5	עשין	74	ח"מ	264.5	ח"מ	264	http://www.sefaria.org/Bava_Kamma.27a:37	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.5	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.27a:37	Mishneh_Torah,_Robbery_and_Lost_Property.12.5	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.264.5	Tur,_Choshen_Mishpat.264
27b:20		נזקי ממון	13.5	עשין	68	ח"מ	412.1	ח"מ	412	http://www.sefaria.org/Bava_Kamma.27b:20	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.1	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.27b:20	Mishneh_Torah,_Damages_to_Property.13.5	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.412.1	Tur,_Choshen_Mishpat.412
27b:25		נזקי ממון	13.6			ח"מ	312.2	ח"מ	312	http://www.sefaria.org/Bava_Kamma.27b:25	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.6		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.312.2	sefaria.org/Tur,_Choshen_Mishpat.312		Bava_Kamma.27b:25	Mishneh_Torah,_Damages_to_Property.13.6		Shulchan_Arukh,_Choshen_Mishpat.312.2	Tur,_Choshen_Mishpat.312
27b:27		חובל ומזיק	3.9	עשין	70	ח"מ	420.41	ח"מ	420	http://www.sefaria.org/Bava_Kamma.27b:27	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.3.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.420.41	sefaria.org/Tur,_Choshen_Mishpat.420		Bava_Kamma.27b:27	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.3.9	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.420.41	Tur,_Choshen_Mishpat.420
27b:46		סנהדרין והעונשין המסורין להם	2.12	עשין	97	ח"מ	14	ח"מ	14	http://www.sefaria.org/Bava_Kamma.27b:46	sefaria.org/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.2.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.97	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.14	sefaria.org/Tur,_Choshen_Mishpat.14		Bava_Kamma.27b:46	Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.2.12	Sefer_Mitzvot_Gadol,_Volume_Two.97	Shulchan_Arukh,_Choshen_Mishpat.14	Tur,_Choshen_Mishpat.14
28a:8		חובל ומזיק	6.6	עשין	70	ח"מ	383.2	ח"מ	383	http://www.sefaria.org/Bava_Kamma.28a:8	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.383.2	sefaria.org/Tur,_Choshen_Mishpat.383		Bava_Kamma.28a:8	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.6	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.383.2	Tur,_Choshen_Mishpat.383
28a:9		חובל ומזיק	6.6	עשין	70	ח"מ	383.2	ח"מ	383	http://www.sefaria.org/Bava_Kamma.28a:9	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.383.2	sefaria.org/Tur,_Choshen_Mishpat.383		Bava_Kamma.28a:9	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.6	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.383.2	Tur,_Choshen_Mishpat.383
28a:10		חובל ומזיק	6.6	עשין	70	ח"מ	383.2	ח"מ	383	http://www.sefaria.org/Bava_Kamma.28a:10	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.383.2	sefaria.org/Tur,_Choshen_Mishpat.383		Bava_Kamma.28a:10	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.6	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.383.2	Tur,_Choshen_Mishpat.383
28a:12		חובל ומזיק	6.7	עשין	70	ח"מ	383.2	ח"מ	383	http://www.sefaria.org/Bava_Kamma.28a:12	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.383.2	sefaria.org/Tur,_Choshen_Mishpat.383		Bava_Kamma.28a:12	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.7	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.383.2	Tur,_Choshen_Mishpat.383
28a:13		חובל ומזיק	6.7	עשין	70	ח"מ	383.2	ח"מ	383	http://www.sefaria.org/Bava_Kamma.28a:13	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.383.2	sefaria.org/Tur,_Choshen_Mishpat.383		Bava_Kamma.28a:13	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.7	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.383.2	Tur,_Choshen_Mishpat.383
28a:15		חובל ומזיק	6.5	עשין	70	ח"מ	379.4	ח"מ	379	http://www.sefaria.org/Bava_Kamma.28a:15	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.379.4	sefaria.org/Tur,_Choshen_Mishpat.379		Bava_Kamma.28a:15	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.5	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.379.4	Tur,_Choshen_Mishpat.379
28a:15						ח"מ	412.2	ח"מ	412	http://www.sefaria.org/Bava_Kamma.28a:15			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.2	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.28a:15			Shulchan_Arukh,_Choshen_Mishpat.412.2	Tur,_Choshen_Mishpat.412
28a:19		עבדים	3.5			ח"מ	421.6	ח"מ	421	http://www.sefaria.org/Bava_Kamma.28a:19	sefaria.org/Mishneh_Torah,_Slaves.3.5		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.421.6	sefaria.org/Tur,_Choshen_Mishpat.421		Bava_Kamma.28a:19	Mishneh_Torah,_Slaves.3.5		Shulchan_Arukh,_Choshen_Mishpat.421.6	Tur,_Choshen_Mishpat.421
28a:29		נזקי ממון	13.5	עשין	70	ח"מ	412.1	ח"מ	412	http://www.sefaria.org/Bava_Kamma.28a:29	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.1	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.28a:29	Mishneh_Torah,_Damages_to_Property.13.5	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.412.1	Tur,_Choshen_Mishpat.412
28a:32						ח"מ	412.2	ח"מ	412	http://www.sefaria.org/Bava_Kamma.28a:32			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.2	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.28a:32			Shulchan_Arukh,_Choshen_Mishpat.412.2	Tur,_Choshen_Mishpat.412
28a:44		נזקי ממון	13.27	עשין	68	ח"מ	377	ח"מ	377	http://www.sefaria.org/Bava_Kamma.28a:44	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.27	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.377	sefaria.org/Tur,_Choshen_Mishpat.377		Bava_Kamma.28a:44	Mishneh_Torah,_Damages_to_Property.13.27	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.377	Tur,_Choshen_Mishpat.377
28a:54		נזקי ממון	13.24	עשין	68	ח"מ	377	ח"מ	377	http://www.sefaria.org/Bava_Kamma.28a:54	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.24	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.377	sefaria.org/Tur,_Choshen_Mishpat.377		Bava_Kamma.28a:54	Mishneh_Torah,_Damages_to_Property.13.24	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.377	Tur,_Choshen_Mishpat.377
28a:54						ח"מ	417.2	ח"מ	417	http://www.sefaria.org/Bava_Kamma.28a:54			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.417.2	sefaria.org/Tur,_Choshen_Mishpat.417		Bava_Kamma.28a:54			Shulchan_Arukh,_Choshen_Mishpat.417.2	Tur,_Choshen_Mishpat.417
28a:56		מתנות עניים	2.13						0	http://www.sefaria.org/Bava_Kamma.28a:56	sefaria.org/Mishneh_Torah,_Gifts_to_the_Poor.2.13					Bava_Kamma.28a:56	Mishneh_Torah,_Gifts_to_the_Poor.2.13			
28a:61		מתנות עניים	5.27						0	http://www.sefaria.org/Bava_Kamma.28a:61	sefaria.org/Mishneh_Torah,_Gifts_to_the_Poor.5.27					Bava_Kamma.28a:61	Mishneh_Torah,_Gifts_to_the_Poor.5.27			
28a:64		נזקי ממון	13.7	עשין	68	ח"מ	412.4	ח"מ	412	http://www.sefaria.org/Bava_Kamma.28a:64	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.4	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.28a:64	Mishneh_Torah,_Damages_to_Property.13.7	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.412.4	Tur,_Choshen_Mishpat.412
28a:64						ח"מ	410.1	ח"מ	410	http://www.sefaria.org/Bava_Kamma.28a:64			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.410.1	sefaria.org/Tur,_Choshen_Mishpat.410		Bava_Kamma.28a:64			Shulchan_Arukh,_Choshen_Mishpat.410.1	Tur,_Choshen_Mishpat.410
28b:3-4		נזקי ממון	13.2	עשין	68	ח"מ	411.1	ח"מ	411	http://www.sefaria.org/Bava_Kamma.28b:3-4	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.411.1	sefaria.org/Tur,_Choshen_Mishpat.411		Bava_Kamma.28b:3-4	Mishneh_Torah,_Damages_to_Property.13.2	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.411.1	Tur,_Choshen_Mishpat.411
28b:5		נזקי ממון	13.1	עשין	68	ח"מ	410.21	ח"מ	410	http://www.sefaria.org/Bava_Kamma.28b:5	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.410.21	sefaria.org/Tur,_Choshen_Mishpat.410		Bava_Kamma.28b:5	Mishneh_Torah,_Damages_to_Property.13.1	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.410.21	Tur,_Choshen_Mishpat.410
28b:5		נזקי ממון	13.2			ח"מ	412.1	ח"מ	412	http://www.sefaria.org/Bava_Kamma.28b:5	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.2		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.1	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.28b:5	Mishneh_Torah,_Damages_to_Property.13.2		Shulchan_Arukh,_Choshen_Mishpat.412.1	Tur,_Choshen_Mishpat.412
28b:32		נזקי ממון	13.3			ח"מ	411.1	ח"מ	411	http://www.sefaria.org/Bava_Kamma.28b:32	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.3		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.411.1	sefaria.org/Tur,_Choshen_Mishpat.411		Bava_Kamma.28b:32	Mishneh_Torah,_Damages_to_Property.13.3		Shulchan_Arukh,_Choshen_Mishpat.411.1	Tur,_Choshen_Mishpat.411
28b:45		איסורי ביאה	1.9						0	http://www.sefaria.org/Bava_Kamma.28b:45	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.1.9					Bava_Kamma.28b:45	Mishneh_Torah,_Forbidden_Intercourse.1.9			
28b:45		רוצח ושמירת נפש	6.1						0	http://www.sefaria.org/Bava_Kamma.28b:45	sefaria.org/Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.6.1					Bava_Kamma.28b:45	Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.6.1			
29a:1		נזקי ממון	13.7	עשין	68	ח"מ	411.2	ח"מ	411	http://www.sefaria.org/Bava_Kamma.29a:1	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.411.2	sefaria.org/Tur,_Choshen_Mishpat.411		Bava_Kamma.29a:1	Mishneh_Torah,_Damages_to_Property.13.7	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.411.2	Tur,_Choshen_Mishpat.411
29a:1						ח"מ	412.4	ח"מ	412	http://www.sefaria.org/Bava_Kamma.29a:1			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.4	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.29a:1			Shulchan_Arukh,_Choshen_Mishpat.412.4	Tur,_Choshen_Mishpat.412
29a:7		נזקי ממון	13.7	עשין	68	ח"מ	412.4	ח"מ	412	http://www.sefaria.org/Bava_Kamma.29a:7	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.4	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.29a:7	Mishneh_Torah,_Damages_to_Property.13.7	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.412.4	Tur,_Choshen_Mishpat.412
29a:7		חובל ומזיק	6.1						0	http://www.sefaria.org/Bava_Kamma.29a:7	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.1					Bava_Kamma.29a:7	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.1			
29a:28		חובל ומזיק	6.1	עשין	68	ח"מ	412.4	ח"מ	412	http://www.sefaria.org/Bava_Kamma.29a:28	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.4	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.29a:28	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.6.1	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.412.4	Tur,_Choshen_Mishpat.412
29b:9		נזקי ממון	13.7	עשין	68	ח"מ	412.4	ח"מ	412	http://www.sefaria.org/Bava_Kamma.29b:9	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.4	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.29b:9	Mishneh_Torah,_Damages_to_Property.13.7	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.412.4	Tur,_Choshen_Mishpat.412
29b:12		נזקי ממון	13.7	עשין	68	ח"מ	412.4	ח"מ	412	http://www.sefaria.org/Bava_Kamma.29b:12	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.4	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.29b:12	Mishneh_Torah,_Damages_to_Property.13.7	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.412.4	Tur,_Choshen_Mishpat.412
29b:21		נזקי ממון	12.12	עשין	68	ח"מ	410.6	ח"מ	410	http://www.sefaria.org/Bava_Kamma.29b:21	sefaria.org/Mishneh_Torah,_Damages_to_Property.12.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.410.6	sefaria.org/Tur,_Choshen_Mishpat.410		Bava_Kamma.29b:21	Mishneh_Torah,_Damages_to_Property.12.12	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.410.6	Tur,_Choshen_Mishpat.410
29b:21		חמץ ומצה	1.9	לאוין	77	א"ח	443.1	א"ח	443	http://www.sefaria.org/Bava_Kamma.29b:21	sefaria.org/Mishneh_Torah,_Leavened_and_Unleavened_Bread.1.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.77	sefaria.org/Shulchan_Arukh,_Orach_Chayim.443.1	sefaria.org/Tur,_Orach_Chaim.443		Bava_Kamma.29b:21	Mishneh_Torah,_Leavened_and_Unleavened_Bread.1.9	Sefer_Mitzvot_Gadol,_Volume_One.77	Shulchan_Arukh,_Orach_Chayim.443.1	Tur,_Orach_Chaim.443
29b:35		נזקי ממון	12.6	עשין	68	ח"מ	410.3	ח"מ	410	http://www.sefaria.org/Bava_Kamma.29b:35	sefaria.org/Mishneh_Torah,_Damages_to_Property.12.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.410.3	sefaria.org/Tur,_Choshen_Mishpat.410		Bava_Kamma.29b:35	Mishneh_Torah,_Damages_to_Property.12.6	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.410.3	Tur,_Choshen_Mishpat.410
29b:36		נזקי ממון	12.6	עשין	68	ח"מ	410.3	ח"מ	410	http://www.sefaria.org/Bava_Kamma.29b:36	sefaria.org/Mishneh_Torah,_Damages_to_Property.12.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.410.3	sefaria.org/Tur,_Choshen_Mishpat.410		Bava_Kamma.29b:36	Mishneh_Torah,_Damages_to_Property.12.6	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.410.3	Tur,_Choshen_Mishpat.410
30a:3		נזקי ממון	13.12	עשין	68	ח"מ	412.5	ח"מ	412	http://www.sefaria.org/Bava_Kamma.30a:3	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.5	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.30a:3	Mishneh_Torah,_Damages_to_Property.13.12	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.412.5	Tur,_Choshen_Mishpat.412
30a:4		נזקי ממון	13.20	עשין	68	ח"מ	415.1	ח"מ	415	http://www.sefaria.org/Bava_Kamma.30a:4	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.20	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.415.1	sefaria.org/Tur,_Choshen_Mishpat.415		Bava_Kamma.30a:4	Mishneh_Torah,_Damages_to_Property.13.20	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.415.1	Tur,_Choshen_Mishpat.415
30a:13		נזקי ממון	13.12	עשין	68	ח"מ	412.5	ח"מ	412	http://www.sefaria.org/Bava_Kamma.30a:13	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.412.5	sefaria.org/Tur,_Choshen_Mishpat.412		Bava_Kamma.30a:13	Mishneh_Torah,_Damages_to_Property.13.12	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.412.5	Tur,_Choshen_Mishpat.412
30a:17		נזקי ממון	13.20	עשין	68	ח"מ	415.1	ח"מ	415	http://www.sefaria.org/Bava_Kamma.30a:17	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.20	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.415.1	sefaria.org/Tur,_Choshen_Mishpat.415		Bava_Kamma.30a:17	Mishneh_Torah,_Damages_to_Property.13.20	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.415.1	Tur,_Choshen_Mishpat.415
30a:20		נזקי ממון	13.20	עשין	68	ח"מ	415.1	ח"מ	415	http://www.sefaria.org/Bava_Kamma.30a:20	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.20	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.415.1	sefaria.org/Tur,_Choshen_Mishpat.415		Bava_Kamma.30a:20	Mishneh_Torah,_Damages_to_Property.13.20	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.415.1	Tur,_Choshen_Mishpat.415
30a:22		נזקי ממון	13.21			ח"מ	415.2	ח"מ	415	http://www.sefaria.org/Bava_Kamma.30a:22	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.21		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.415.2	sefaria.org/Tur,_Choshen_Mishpat.415		Bava_Kamma.30a:22	Mishneh_Torah,_Damages_to_Property.13.21		Shulchan_Arukh,_Choshen_Mishpat.415.2	Tur,_Choshen_Mishpat.415
30a:24		נזקי ממון	13.21			ח"מ	415.2	ח"מ	415	http://www.sefaria.org/Bava_Kamma.30a:24	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.21		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.415.2	sefaria.org/Tur,_Choshen_Mishpat.415		Bava_Kamma.30a:24	Mishneh_Torah,_Damages_to_Property.13.21		Shulchan_Arukh,_Choshen_Mishpat.415.2	Tur,_Choshen_Mishpat.415
30a:26		נזקי ממון	12.9	עשין	68	ח"מ	410.29	ח"מ	410	http://www.sefaria.org/Bava_Kamma.30a:26	sefaria.org/Mishneh_Torah,_Damages_to_Property.12.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.410.29	sefaria.org/Tur,_Choshen_Mishpat.410		Bava_Kamma.30a:26	Mishneh_Torah,_Damages_to_Property.12.9	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.410.29	Tur,_Choshen_Mishpat.410
30a:30		נזקי ממון	13.22	עשין	68	ח"מ	415.3	ח"מ	415	http://www.sefaria.org/Bava_Kamma.30a:30	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.22	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.415.3	sefaria.org/Tur,_Choshen_Mishpat.415		Bava_Kamma.30a:30	Mishneh_Torah,_Damages_to_Property.13.22	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.415.3	Tur,_Choshen_Mishpat.415
30a:31		נזקי ממון	13.22	עשין	68	ח"מ	415.3	ח"מ	415	http://www.sefaria.org/Bava_Kamma.30a:31	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.22	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.415.3	sefaria.org/Tur,_Choshen_Mishpat.415		Bava_Kamma.30a:31	Mishneh_Torah,_Damages_to_Property.13.22	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.415.3	Tur,_Choshen_Mishpat.415
30a:32		נזקי ממון	13.22	עשין	68	ח"מ	415.3	ח"מ	415	http://www.sefaria.org/Bava_Kamma.30a:32	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.22	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.415.3	sefaria.org/Tur,_Choshen_Mishpat.415		Bava_Kamma.30a:32	Mishneh_Torah,_Damages_to_Property.13.22	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.415.3	Tur,_Choshen_Mishpat.415
30a:39		נזקי ממון	13.14	עשין	68	ח"מ	414.1	ח"מ	414	http://www.sefaria.org/Bava_Kamma.30a:39	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.414.1	sefaria.org/Tur,_Choshen_Mishpat.414		Bava_Kamma.30a:39	Mishneh_Torah,_Damages_to_Property.13.14	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.414.1	Tur,_Choshen_Mishpat.414
30a:45		נזקי ממון	13.15			ח"מ	414.2	ח"מ	414	http://www.sefaria.org/Bava_Kamma.30a:45	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.15		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.414.2	sefaria.org/Tur,_Choshen_Mishpat.414		Bava_Kamma.30a:45	Mishneh_Torah,_Damages_to_Property.13.15		Shulchan_Arukh,_Choshen_Mishpat.414.2	Tur,_Choshen_Mishpat.414
