Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
19a.10		מקואות	9.18	עשין	248	י"ד	201.5	י"ד	201	http://www.sefaria.org/Chagigah.19a.10	sefaria.org/Mishneh_Torah,_Immersion_Pools.9.18	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.248	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.5	sefaria.org/Tur,_Yoreh_Deah.201		Chagigah.19a.10	Mishneh_Torah,_Immersion_Pools.9.18	Sefer_Mitzvot_Gadol,_Volume_Two.248	Shulchan_Arukh,_Yoreh_De'ah.201.5	Tur,_Yoreh_Deah.201
19a.12		טומאת אוכלים	12.10	עשין	246				0	http://www.sefaria.org/Chagigah.19a.12	sefaria.org/Mishneh_Torah,_Defilement_of_Foods.12.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.246				Chagigah.19a.12	Mishneh_Torah,_Defilement_of_Foods.12.10	Sefer_Mitzvot_Gadol,_Volume_Two.246		
19a.19		מקואות	11.12						0	http://www.sefaria.org/Chagigah.19a.19	sefaria.org/Mishneh_Torah,_Immersion_Pools.11.12					Chagigah.19a.19	Mishneh_Torah,_Immersion_Pools.11.12			
19a.19		מקואות	1.8						0	http://www.sefaria.org/Chagigah.19a.19	sefaria.org/Mishneh_Torah,_Immersion_Pools.1.8					Chagigah.19a.19	Mishneh_Torah,_Immersion_Pools.1.8			
19a.19		שאר אבות הטומאות	13.2						0	http://www.sefaria.org/Chagigah.19a.19	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.13.2					Chagigah.19a.19	Mishneh_Torah,_Other_Sources_of_Defilement.13.2			
19a.33		מקואות	8.12			י"ד	201.62	י"ד	201	http://www.sefaria.org/Chagigah.19a.33	sefaria.org/Mishneh_Torah,_Immersion_Pools.8.12		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.62	sefaria.org/Tur,_Yoreh_Deah.201		Chagigah.19a.33	Mishneh_Torah,_Immersion_Pools.8.12		Shulchan_Arukh,_Yoreh_De'ah.201.62	Tur,_Yoreh_Deah.201
19a.47		מקואות	8.8			י"ד	201.60	י"ד	201	http://www.sefaria.org/Chagigah.19a.47	sefaria.org/Mishneh_Torah,_Immersion_Pools.8.8		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.60	sefaria.org/Tur,_Yoreh_Deah.201		Chagigah.19a.47	Mishneh_Torah,_Immersion_Pools.8.8		Shulchan_Arukh,_Yoreh_De'ah.201.60	Tur,_Yoreh_Deah.201
19b.15		שאר אבות הטומאות	13.1						0	http://www.sefaria.org/Chagigah.19b.15	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.13.1					Chagigah.19b.15	Mishneh_Torah,_Other_Sources_of_Defilement.13.1			
20a.3		שאר אבות הטומאות	11.9						0	http://www.sefaria.org/Chagigah.20a.3	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.11.9					Chagigah.20a.3	Mishneh_Torah,_Other_Sources_of_Defilement.11.9			
20a.3		שאר אבות הטומאות	12.16						0	http://www.sefaria.org/Chagigah.20a.3	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.16					Chagigah.20a.3	Mishneh_Torah,_Other_Sources_of_Defilement.12.16			
20a.10		מטמאי משכב ומושב	13.6						0	http://www.sefaria.org/Chagigah.20a.10	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6					Chagigah.20a.10	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6			
20a.12		מטמאי משכב ומושב	13.6						0	http://www.sefaria.org/Chagigah.20a.12	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6					Chagigah.20a.12	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6			
20a.14		מטמאי משכב ומושב	13.6						0	http://www.sefaria.org/Chagigah.20a.14	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6					Chagigah.20a.14	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6			
20a.25		מטמאי משכב ומושב	13.6						0	http://www.sefaria.org/Chagigah.20a.25	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6					Chagigah.20a.25	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6			
20a.31		מטמאי משכב ומושב	13.6						0	http://www.sefaria.org/Chagigah.20a.31	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6					Chagigah.20a.31	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.6			
20a.49		מטמאי משכב ומושב	13.1						0	http://www.sefaria.org/Chagigah.20a.49	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.1					Chagigah.20a.49	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.1			
20b.2		מטמאי משכב ומושב	13.5						0	http://www.sefaria.org/Chagigah.20b.2	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.5					Chagigah.20b.2	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.13.5			
20b.16		שאר אבות הטומאות	12.1						0	http://www.sefaria.org/Chagigah.20b.16	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.1					Chagigah.20b.16	Mishneh_Torah,_Other_Sources_of_Defilement.12.1			
20b.17		שאר אבות הטומאות	12.2						0	http://www.sefaria.org/Chagigah.20b.17	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.2					Chagigah.20b.17	Mishneh_Torah,_Other_Sources_of_Defilement.12.2			
20b.18		שאר אבות הטומאות	12.3						0	http://www.sefaria.org/Chagigah.20b.18	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.3					Chagigah.20b.18	Mishneh_Torah,_Other_Sources_of_Defilement.12.3			
20b.19		שאר אבות הטומאות	12.3						0	http://www.sefaria.org/Chagigah.20b.19	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.3					Chagigah.20b.19	Mishneh_Torah,_Other_Sources_of_Defilement.12.3			
20b.21		שאר אבות הטומאות	12.4						0	http://www.sefaria.org/Chagigah.20b.21	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.4					Chagigah.20b.21	Mishneh_Torah,_Other_Sources_of_Defilement.12.4			
20b.22		שאר אבות הטומאות	12.6						0	http://www.sefaria.org/Chagigah.20b.22	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.6					Chagigah.20b.22	Mishneh_Torah,_Other_Sources_of_Defilement.12.6			
20b.23		שאר אבות הטומאות	12.7						0	http://www.sefaria.org/Chagigah.20b.23	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.7					Chagigah.20b.23	Mishneh_Torah,_Other_Sources_of_Defilement.12.7			
20b.24		שאר אבות הטומאות	12.11						0	http://www.sefaria.org/Chagigah.20b.24	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.11					Chagigah.20b.24	Mishneh_Torah,_Other_Sources_of_Defilement.12.11			
20b.24		שאר אבות הטומאות	12.12						0	http://www.sefaria.org/Chagigah.20b.24	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.12					Chagigah.20b.24	Mishneh_Torah,_Other_Sources_of_Defilement.12.12			
20b.25		שאר אבות הטומאות	12.13						0	http://www.sefaria.org/Chagigah.20b.25	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.13					Chagigah.20b.25	Mishneh_Torah,_Other_Sources_of_Defilement.12.13			
20b.25		שאר אבות הטומאות	12.14						0	http://www.sefaria.org/Chagigah.20b.25	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.14					Chagigah.20b.25	Mishneh_Torah,_Other_Sources_of_Defilement.12.14			
21a.1		שאר אבות הטומאות	12.15						0	http://www.sefaria.org/Chagigah.21a.1	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.15					Chagigah.21a.1	Mishneh_Torah,_Other_Sources_of_Defilement.12.15			
21b.9		שאר אבות הטומאות	12.1							http://www.sefaria.org/Chagigah.21b.9	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.1					Chagigah.21b.9	Mishneh_Torah,_Other_Sources_of_Defilement.12.1			
21b.11		מקואות	8.1			י"ד	201.52	י"ד	201	http://www.sefaria.org/Chagigah.21b.11	sefaria.org/Mishneh_Torah,_Immersion_Pools.8.1		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.52	sefaria.org/Tur,_Yoreh_Deah.201		Chagigah.21b.11	Mishneh_Torah,_Immersion_Pools.8.1		Shulchan_Arukh,_Yoreh_De'ah.201.52	Tur,_Yoreh_Deah.201
21b.11		מקואות	8.5						0	http://www.sefaria.org/Chagigah.21b.11	sefaria.org/Mishneh_Torah,_Immersion_Pools.8.5					Chagigah.21b.11	Mishneh_Torah,_Immersion_Pools.8.5			
21b.11		מקואות	8.6			י"ד	201.40	י"ד	201	http://www.sefaria.org/Chagigah.21b.11	sefaria.org/Mishneh_Torah,_Immersion_Pools.8.6		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.40	sefaria.org/Tur,_Yoreh_Deah.201		Chagigah.21b.11	Mishneh_Torah,_Immersion_Pools.8.6		Shulchan_Arukh,_Yoreh_De'ah.201.40	Tur,_Yoreh_Deah.201
22a.3		שאר אבות הטומאות	12.1						0	http://www.sefaria.org/Chagigah.22a.3	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.1					Chagigah.22a.3	Mishneh_Torah,_Other_Sources_of_Defilement.12.1			
22a.4		שאר אבות הטומאות	12.16						0	http://www.sefaria.org/Chagigah.22a.4	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.16					Chagigah.22a.4	Mishneh_Torah,_Other_Sources_of_Defilement.12.16			
22a.9		שאר אבות הטומאות	12.1						0	http://www.sefaria.org/Chagigah.22a.9	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.1					Chagigah.22a.9	Mishneh_Torah,_Other_Sources_of_Defilement.12.1			
22a.9		מקואות	3.26			י"ד	201.9	י"ד	201	http://www.sefaria.org/Chagigah.22a.9	sefaria.org/Mishneh_Torah,_Immersion_Pools.3.26		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.9	sefaria.org/Tur,_Yoreh_Deah.201		Chagigah.22a.9	Mishneh_Torah,_Immersion_Pools.3.26		Shulchan_Arukh,_Yoreh_De'ah.201.9	Tur,_Yoreh_Deah.201
22a.11		מקואות	6.8						0	http://www.sefaria.org/Chagigah.22a.11	sefaria.org/Mishneh_Torah,_Immersion_Pools.6.8					Chagigah.22a.11	Mishneh_Torah,_Immersion_Pools.6.8			
22a.17		מקואות	3.26			י"ד	201.9	י"ד	201	http://www.sefaria.org/Chagigah.22a.17	sefaria.org/Mishneh_Torah,_Immersion_Pools.3.26		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.9	sefaria.org/Tur,_Yoreh_Deah.201		Chagigah.22a.17	Mishneh_Torah,_Immersion_Pools.3.26		Shulchan_Arukh,_Yoreh_De'ah.201.9	Tur,_Yoreh_Deah.201
22a.19		מקואות	3.26						0	http://www.sefaria.org/Chagigah.22a.19	sefaria.org/Mishneh_Torah,_Immersion_Pools.3.26					Chagigah.22a.19	Mishneh_Torah,_Immersion_Pools.3.26			
22a.19		שאר אבות הטומאות	12.1						0	http://www.sefaria.org/Chagigah.22a.19	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.1					Chagigah.22a.19	Mishneh_Torah,_Other_Sources_of_Defilement.12.1			
22a.26		מטמאי משכב ומושב	11.1						0	http://www.sefaria.org/Chagigah.22a.26	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.1					Chagigah.22a.26	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.1			
22a.28		עדות	11.2			ח"מ	34.2	ח"מ	34	http://www.sefaria.org/Chagigah.22a.28	sefaria.org/Mishneh_Torah,_Testimony.11.2		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.34.2	sefaria.org/Tur,_Choshen_Mishpat.34		Chagigah.22a.28	Mishneh_Torah,_Testimony.11.2		Shulchan_Arukh,_Choshen_Mishpat.34.2	Tur,_Choshen_Mishpat.34
22a.32		טומאת מת	23.1						0	http://www.sefaria.org/Chagigah.22a.32	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.23.1					Chagigah.22a.32	Mishneh_Torah,_Defilement_by_a_Corpse.23.1			
22a.34		טומאת מת	23.1						0	http://www.sefaria.org/Chagigah.22a.34	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.23.1					Chagigah.22a.34	Mishneh_Torah,_Defilement_by_a_Corpse.23.1			
22b.4		טומאת מת	23.4						0	http://www.sefaria.org/Chagigah.22b.4	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.23.4					Chagigah.22b.4	Mishneh_Torah,_Defilement_by_a_Corpse.23.4			
22b.5		טומאת מת	23.4						0	http://www.sefaria.org/Chagigah.22b.5	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.23.4					Chagigah.22b.5	Mishneh_Torah,_Defilement_by_a_Corpse.23.4			
22b.13		טומאת מת	23.1						0	http://www.sefaria.org/Chagigah.22b.13	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.23.1					Chagigah.22b.13	Mishneh_Torah,_Defilement_by_a_Corpse.23.1			
22b.26		טומאת מת	23.1						0	http://www.sefaria.org/Chagigah.22b.26	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.23.1					Chagigah.22b.26	Mishneh_Torah,_Defilement_by_a_Corpse.23.1			
22b.29		פרה אדומה	11.1						0	http://www.sefaria.org/Chagigah.22b.29	sefaria.org/Mishneh_Torah,_Red_Heifer.11.1					Chagigah.22b.29	Mishneh_Torah,_Red_Heifer.11.1			
22b.32		מטמאי משכב ומושב	11.12						0	http://www.sefaria.org/Chagigah.22b.32	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.12					Chagigah.22b.32	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.12			
22b.40		טומאת אוכלים	16.2						0	http://www.sefaria.org/Chagigah.22b.40	sefaria.org/Mishneh_Torah,_Defilement_of_Foods.16.2					Chagigah.22b.40	Mishneh_Torah,_Defilement_of_Foods.16.2			
22b.43		פרה אדומה	11.2						0	http://www.sefaria.org/Chagigah.22b.43	sefaria.org/Mishneh_Torah,_Red_Heifer.11.2					Chagigah.22b.43	Mishneh_Torah,_Red_Heifer.11.2			
22b.46		שאר אבות הטומאות	7.6							http://www.sefaria.org/Chagigah.22b.46	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.7.6					Chagigah.22b.46	Mishneh_Torah,_Other_Sources_of_Defilement.7.6			
22b.46		שאר אבות הטומאות	12.2							http://www.sefaria.org/Chagigah.22b.46	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.2					Chagigah.22b.46	Mishneh_Torah,_Other_Sources_of_Defilement.12.2			
22b.46		כלים	13.4							http://www.sefaria.org/Chagigah.22b.46	sefaria.org/Mishneh_Torah,_Vessels.13.4					Chagigah.22b.46	Mishneh_Torah,_Vessels.13.4			
22b.49		שאר אבות הטומאות	7.6						0	http://www.sefaria.org/Chagigah.22b.49	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.7.6					Chagigah.22b.49	Mishneh_Torah,_Other_Sources_of_Defilement.7.6			
22b.49		שאר אבות הטומאות	12.2						0	http://www.sefaria.org/Chagigah.22b.49	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.2					Chagigah.22b.49	Mishneh_Torah,_Other_Sources_of_Defilement.12.2			
22b.49		כלים	13.4						0	http://www.sefaria.org/Chagigah.22b.49	sefaria.org/Mishneh_Torah,_Vessels.13.4					Chagigah.22b.49	Mishneh_Torah,_Vessels.13.4			
22b.67		שאר אבות הטומאות	12.3						0	http://www.sefaria.org/Chagigah.22b.67	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.3					Chagigah.22b.67	Mishneh_Torah,_Other_Sources_of_Defilement.12.3			
22b.68		שאר אבות הטומאות	12.3						0	http://www.sefaria.org/Chagigah.22b.68	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.3					Chagigah.22b.68	Mishneh_Torah,_Other_Sources_of_Defilement.12.3			
23a.5		שאר אבות הטומאות	12.3						0	http://www.sefaria.org/Chagigah.23a.5	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.3					Chagigah.23a.5	Mishneh_Torah,_Other_Sources_of_Defilement.12.3			
23a.9		פרה אדומה	10.2						0	http://www.sefaria.org/Chagigah.23a.9	sefaria.org/Mishneh_Torah,_Red_Heifer.10.2					Chagigah.23a.9	Mishneh_Torah,_Red_Heifer.10.2			
23a.11		פרה אדומה	10.3						0	http://www.sefaria.org/Chagigah.23a.11	sefaria.org/Mishneh_Torah,_Red_Heifer.10.3					Chagigah.23a.11	Mishneh_Torah,_Red_Heifer.10.3			
23a.25		שאר אבות הטומאות	12.3						0	http://www.sefaria.org/Chagigah.23a.25	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.3					Chagigah.23a.25	Mishneh_Torah,_Other_Sources_of_Defilement.12.3			
23a.26		שאר אבות הטומאות	12.6						0	http://www.sefaria.org/Chagigah.23a.26	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.6					Chagigah.23a.26	Mishneh_Torah,_Other_Sources_of_Defilement.12.6			
23a.31		שאר אבות הטומאות	12.6						0	http://www.sefaria.org/Chagigah.23a.31	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.6					Chagigah.23a.31	Mishneh_Torah,_Other_Sources_of_Defilement.12.6			
23a.35		שאר אבות הטומאות	12.6						0	http://www.sefaria.org/Chagigah.23a.35	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.6					Chagigah.23a.35	Mishneh_Torah,_Other_Sources_of_Defilement.12.6			
23a.36		שאר אבות הטומאות	12.6						0	http://www.sefaria.org/Chagigah.23a.36	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.6					Chagigah.23a.36	Mishneh_Torah,_Other_Sources_of_Defilement.12.6			
23a.39		פרה אדומה	1.15						0	http://www.sefaria.org/Chagigah.23a.39	sefaria.org/Mishneh_Torah,_Red_Heifer.1.15					Chagigah.23a.39	Mishneh_Torah,_Red_Heifer.1.15			
23a.54		פרה אדומה	1.14						0	http://www.sefaria.org/Chagigah.23a.54	sefaria.org/Mishneh_Torah,_Red_Heifer.1.14					Chagigah.23a.54	Mishneh_Torah,_Red_Heifer.1.14			
23b.4		פרה אדומה	1.15						0	http://www.sefaria.org/Chagigah.23b.4	sefaria.org/Mishneh_Torah,_Red_Heifer.1.15					Chagigah.23b.4	Mishneh_Torah,_Red_Heifer.1.15			
23b.5		פרה אדומה	1.15						0	http://www.sefaria.org/Chagigah.23b.5	sefaria.org/Mishneh_Torah,_Red_Heifer.1.15					Chagigah.23b.5	Mishneh_Torah,_Red_Heifer.1.15			
23b.8		פרה אדומה	1.15						0	http://www.sefaria.org/Chagigah.23b.8	sefaria.org/Mishneh_Torah,_Red_Heifer.1.15					Chagigah.23b.8	Mishneh_Torah,_Red_Heifer.1.15			
23b.16		מטמאי משכב ומושב	7.8						0	http://www.sefaria.org/Chagigah.23b.16	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.7.8					Chagigah.23b.16	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.7.8			
23b.19		שאר אבות הטומאות	12.7						0	http://www.sefaria.org/Chagigah.23b.19	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.7					Chagigah.23b.19	Mishneh_Torah,_Other_Sources_of_Defilement.12.7			
23b.22		שאר אבות הטומאות	12.7						0	http://www.sefaria.org/Chagigah.23b.22	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.7					Chagigah.23b.22	Mishneh_Torah,_Other_Sources_of_Defilement.12.7			
23b.28		פרה אדומה	13.5						0	http://www.sefaria.org/Chagigah.23b.28	sefaria.org/Mishneh_Torah,_Red_Heifer.13.5					Chagigah.23b.28	Mishneh_Torah,_Red_Heifer.13.5			
24a.2		שאר אבות הטומאות	12.8						0	http://www.sefaria.org/Chagigah.24a.2	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.8					Chagigah.24a.2	Mishneh_Torah,_Other_Sources_of_Defilement.12.8			
24a.6		שאר אבות הטומאות	12.7						0	http://www.sefaria.org/Chagigah.24a.6	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.7					Chagigah.24a.6	Mishneh_Torah,_Other_Sources_of_Defilement.12.7			
24a.9		שאר אבות הטומאות	12.7						0	http://www.sefaria.org/Chagigah.24a.9	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.7					Chagigah.24a.9	Mishneh_Torah,_Other_Sources_of_Defilement.12.7			
24a.10		שאר אבות הטומאות	12.11						0	http://www.sefaria.org/Chagigah.24a.10	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.11					Chagigah.24a.10	Mishneh_Torah,_Other_Sources_of_Defilement.12.11			
24a.10		שאר אבות הטומאות	11.4						0	http://www.sefaria.org/Chagigah.24a.10	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.11.4					Chagigah.24a.10	Mishneh_Torah,_Other_Sources_of_Defilement.11.4			
24a.14		שאר אבות הטומאות	11.4						0	http://www.sefaria.org/Chagigah.24a.14	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.11.4					Chagigah.24a.14	Mishneh_Torah,_Other_Sources_of_Defilement.11.4			
24a.16		שאר אבות הטומאות	11.4						0	http://www.sefaria.org/Chagigah.24a.16	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.11.4					Chagigah.24a.16	Mishneh_Torah,_Other_Sources_of_Defilement.11.4			
24a.19		שאר אבות הטומאות	12.12						0	http://www.sefaria.org/Chagigah.24a.19	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.12					Chagigah.24a.19	Mishneh_Torah,_Other_Sources_of_Defilement.12.12			
24a.19		שאר אבות הטומאות	8.7						0	http://www.sefaria.org/Chagigah.24a.19	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.8.7					Chagigah.24a.19	Mishneh_Torah,_Other_Sources_of_Defilement.8.7			
24a.25		שאר אבות הטומאות	12.12						0	http://www.sefaria.org/Chagigah.24a.25	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.12					Chagigah.24a.25	Mishneh_Torah,_Other_Sources_of_Defilement.12.12			
24a.25		שאר אבות הטומאות	8.7						0	http://www.sefaria.org/Chagigah.24a.25	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.8.7					Chagigah.24a.25	Mishneh_Torah,_Other_Sources_of_Defilement.8.7			
24b.3		שאר אבות הטומאות	12.12						0	http://www.sefaria.org/Chagigah.24b.3	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.12					Chagigah.24b.3	Mishneh_Torah,_Other_Sources_of_Defilement.12.12			
24b.16		שאר אבות הטומאות	8.2	עשין	247				0	http://www.sefaria.org/Chagigah.24b.16	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.8.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.247				Chagigah.24b.16	Mishneh_Torah,_Other_Sources_of_Defilement.8.2	Sefer_Mitzvot_Gadol,_Volume_Two.247		
24b.23		שאר אבות הטומאות	12.13						0	http://www.sefaria.org/Chagigah.24b.23	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.13					Chagigah.24b.23	Mishneh_Torah,_Other_Sources_of_Defilement.12.13			
24b.27		שאר אבות הטומאות	12.13						0	http://www.sefaria.org/Chagigah.24b.27	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.13					Chagigah.24b.27	Mishneh_Torah,_Other_Sources_of_Defilement.12.13			
24b.28		שאר אבות הטומאות	12.15						0	http://www.sefaria.org/Chagigah.24b.28	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.15					Chagigah.24b.28	Mishneh_Torah,_Other_Sources_of_Defilement.12.15			
24b.30		שאר אבות הטומאות	12.15						0	http://www.sefaria.org/Chagigah.24b.30	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.12.15					Chagigah.24b.30	Mishneh_Torah,_Other_Sources_of_Defilement.12.15			
24b.31		מטמאי משכב ומושב	11.1						0	http://www.sefaria.org/Chagigah.24b.31	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.1					Chagigah.24b.31	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.1			
24b.32		מטמאי משכב ומושב	11.1						0	http://www.sefaria.org/Chagigah.24b.32	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.1					Chagigah.24b.32	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.1			
24b.32		מטמאי משכב ומושב	11.1						0	http://www.sefaria.org/Chagigah.24b.32	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.1					Chagigah.24b.32	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.1			
24b.32		מטמאי משכב ומושב	11.2						0	http://www.sefaria.org/Chagigah.24b.32	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.2					Chagigah.24b.32	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.2			
24b.34		מטמאי משכב ומושב	11.4						0	http://www.sefaria.org/Chagigah.24b.34	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.4					Chagigah.24b.34	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.4			
25a.10		טומאת מת	11.5						0	http://www.sefaria.org/Chagigah.25a.10	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.11.5					Chagigah.25a.10	Mishneh_Torah,_Defilement_by_a_Corpse.11.5			
25a.13		פרה אדומה	14.4						0	http://www.sefaria.org/Chagigah.25a.13	sefaria.org/Mishneh_Torah,_Red_Heifer.14.4					Chagigah.25a.13	Mishneh_Torah,_Red_Heifer.14.4			
25a.15		פרה אדומה	14.3						0	http://www.sefaria.org/Chagigah.25a.15	sefaria.org/Mishneh_Torah,_Red_Heifer.14.3					Chagigah.25a.15	Mishneh_Torah,_Red_Heifer.14.3			
25a.16		פרה אדומה	14.4						0	http://www.sefaria.org/Chagigah.25a.16	sefaria.org/Mishneh_Torah,_Red_Heifer.14.4					Chagigah.25a.16	Mishneh_Torah,_Red_Heifer.14.4			
25b.1		מעשרות	11.6						0	http://www.sefaria.org/Chagigah.25b.1	sefaria.org/Mishneh_Torah,_Tithes.11.6					Chagigah.25b.1	Mishneh_Torah,_Tithes.11.6			
25b.18		קרבן פסח	6.8						0	http://www.sefaria.org/Chagigah.25b.18	sefaria.org/Mishneh_Torah,_Paschal_Offering.6.8					Chagigah.25b.18	Mishneh_Torah,_Paschal_Offering.6.8			
25b.20		קרבן פסח	6.8						0	http://www.sefaria.org/Chagigah.25b.20	sefaria.org/Mishneh_Torah,_Paschal_Offering.6.8					Chagigah.25b.20	Mishneh_Torah,_Paschal_Offering.6.8			
