txt file line,Perek running counter,page running counter,Perek aprx,Page aprx,Rambam,Semag,Tur Shulchan Arukh,original,problem
14,יד,ג,1,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:3']",,,"יד ג מיי' פי""ד מהל' פסה""מ הל""ג",False
15,טו,ד,1,7,"[u'Mishneh Torah, Sacrificial Procedure 3:1']",,,"טו ד מיי' פ""ג מהל' מעשה קרבן הל""א",False
16,טז,ה,1,7,"[u'Mishneh Torah, Sacrificial Procedure 14:2']",,,"טז ה מיי' שם פי""ד הלכה ב",False
17,יז,ו,1,7,"[u'Mishneh Torah, Sacrificial Procedure 13:12']",,,"יז ו מיי' שם פי""ג הלי""ב",False
18,יח,ז,1,7,"[u'Mishneh Torah, Sacrificial Procedure 12:6']",,,"יח ז מיי' שם פי""ב הלכה ו",False
19,יט,ח,1,7,"[u'Mishneh Torah, Sacrificial Procedure 12:3']",,,"יט ח מיי' שם הל""ג",False
20,כ,ט,1,7,"[u'Mishneh Torah, Sacrificial Procedure 1:4']",,,"כ ט מיי' שם פ""א הל""ד",False
21,כא,י,1,7,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 5:6']",,,"כא י מיי' פ""ה מהל' מחוסרי כפרה הל""ו",False
22,כב,כ,1,7,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 5:3']",,,"כב כ מיי' שם הל""ג",False
23,כג,א,1,8,"[u'Mishneh Torah, Forbidden Foods 10:1']",,,"כג א מיי' פ""י מהל' מאכלות אסורות הל""א",False
24,כד,ב,1,8,"[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 2:6', u'Mishneh Torah, Daily Offerings and Additional Offerings 7:17']",,,"כד ב מיי' פ""ב מהל' ביכורים הל""ו ופ""ז מהל' תמידין ומוספין הלכה יז",False
25,כה,ג,1,8,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:3']",,,"כה ג מיי' פי""ד מהל' פסה""מ הל""ג",False
26,כו,ד,1,8,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:2']",,,"כו ד מיי' שם והל""ב",False
27,כז,ה,1,8,"[u'Mishneh Torah, Things Forbidden on the Altar 2:10']",,,"כז ה מיי' פ""ב מהל' איסורי מזבח הל""י",False
28,כח,ו,1,8,"[u'Mishneh Torah, Sabbatical Year and the Jubilee 4:1', u'Mishneh Torah, Sabbatical Year and the Jubilee 4:2']",,,"כח ו מיי' פ""ד מהל' שמיטה ויובל הלכה א ב",False
29,כט,א,1,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:1']",,,"כט א מיי' פי""א מהל' פסה""מ הלכה א",False
30,ל,ב,1,9,"[u'Mishneh Torah, Admission into the Sanctuary 5:18']",,,"ל ב מיי' פ""ה מהלכות ביאת מקדש הל' יח",False
31,לא,ג,1,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:3']",,,"לא ג מיי' פי""א מהלכות פסה""מ הלכה ג",False
32,לב,ד,1,9,"[u'Mishneh Torah, Sacrificial Procedure 13:13']",,,"לב ד מיי' פי""ג מהל' מעשה קרבן הלכה יג",False
33,לג,א,1,10,"[u'Mishneh Torah, Red Heifer 4:3']",,,"לג א מיי' פ""ד מהל' פרה אדומה הל' ג",False
34,לד,ב,1,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:7']",,,"לד ב מיי' פ""ג מהל' פסה""מ הלכה ז",False
35,לה,ג,1,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:6']",,,"לה ג מיי' שם פי""א הלכה ו",False
36,לו,א,1,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:20']",,,"לו א מיי' פ""ג מהלכות פסה""מ הלכה כ",False
37,לז,ב,1,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:18', u'Mishneh Torah, Sacrifices Rendered Unfit 3:19']",,,לז ב מיי' שם הל' יח יט,False
38,לח,ג,1,11,"[u'Mishneh Torah, Sacrificial Procedure 12:13']",,,"לח ג ד מיי' פי""ב מהל' מעשה קרבן הלכה יג",False
39,לט,ה,1,11,"[u'Mishneh Torah, Daily Offerings and Additional Offerings 5:4']",,,"לט ה מיי' פ""ה מהל' תמידין ומוספין ה""ד",False
40,מ,א,1,12,"[u'Mishneh Torah, Sacrificial Procedure 12:13']",,,"מ א ב מיי' פי""ב מהל' מעשה קרבן הלכה יג",False
41,מא,ג,1,12,"[u'Mishneh Torah, Sacrificial Procedure 13:12']",,,"מא ג מיי' שם פי""ג הלכה יב",False
42,מב,ד,1,12,"[u'Mishneh Torah, Red Heifer 9:3']",,,"מב ד מיי' פ""ט מהל' פרה אדומה ה""ג",False
43,מג,ה,1,12,"[u'Mishneh Torah, Sacrificial Procedure 5:9']",,,"מג ה מיי' פ""ה מהל' מעשה קרבן הלכה ט",False
44,מד,ו,1,12,"[u'Mishneh Torah, Sacrificial Procedure 5:8']",,,מד ו מיי' שם הל' ח,False
45,מה,ז,1,12,"[u'Mishneh Torah, Sacrificial Procedure 8:8']",,,"מה ז מיי' שם פ""ח הלכה ח",False
46,מו,ח,1,12,"[u'Mishneh Torah, Red Heifer 3:2']",,,"מו ח מיי' פ""ג מהלכות פרה אדומה הל' ב וע""ש",False
47,מז,ט,1,12,"[u'Mishneh Torah, Sacrificial Procedure 5:8']",,,"מז ט מיי' פ""ה מהל' מעשה קרבן הלכה ח",False
48,מח,י,1,12,"[u'Mishneh Torah, Sacrificial Procedure 13:2']",,,"מח י מיי' פי""ג שם הלכה ב",False
49,מט,א,1,13,"[u'Mishneh Torah, Sacrificial Procedure 12:12']",,,"מט א מיי' פי""ב מהל' מעשה קרבן הלכה יב",False
50,נ,ב,1,13,"[u'Mishneh Torah, Daily Offerings and Additional Offerings 5:15']",,,"נ ב מיי' פ""ה מהל' תמידין ומוספין הלכה טו",False
51,נא,ג,1,13,"[u'Mishneh Torah, Daily Offerings and Additional Offerings 5:16']",,,נא ג מיי' שם הלכה טז,False
52,נב,ד,1,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:20']",,,"נב ד מיי' פי""א מהל' פסה""מ הלכה כ",False
53,נג,ה,1,13,"[u'Mishneh Torah, Sacrificial Procedure 13:2']",,,"נג ה מיי' פי""ג מהלכות מעשה קרבן הלכה ב",False
54,נד,ו,1,13,"[u'Mishneh Torah, Sacrificial Procedure 5:4']",,,"נד ו מיי' פ""ה מהלכות מעשה קרבן הלכה ד",False
55,נה,א,1,14,"[u'Mishneh Torah, Sacrificial Procedure 13:13']",,,"נה א מיי' פי""ג מהל' מעשה קרבן הל' יג",False
56,נו,ב,1,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:19']",,,"נו ב ג מיי' פ""ג מהל' פסה""מ הלכה יט",False
57,נז,א,1,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:6']",,,"נז א מיי' פי""א מהל' פסה""מ הלכה ו",False
58,נח,ב,1,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:7']",,,נח ב מיי' שם הל' ז,False
59,נט,ג,1,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:16']",,,נט ג מיי' שם הל' טז,False
60,ס,ד,1,15,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 5:4']",,,"ס ד מיי' פ""ה מהלכות מחוסרי כפרה הל' ד",False
61,סא,ה,1,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:20']",,,"סא ה ו מיי' פי""א מהל' פסה""מ הל' כ",False
62,סב,ז,1,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:30', u'Mishneh Torah, Sacrifices Rendered Unfit 1:31']",,,"סב ז מיי' שם פ""א הלכה ל לא",False
63,סג,א,1,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:20']",,,"סג א מיי' פי""א מהל' פסה""מ הלכה כ",False
64,סד,א,1,17,"[u'Mishneh Torah, Sacrificial Procedure 6:11']",,,"סד א מיי' פ""ו מהל' מעשה קרבן הלכה יא",False
65,סה,ב,1,17,"[u'Mishneh Torah, Admission into the Sanctuary 5:18']",,,"סה ב מיי' פ""ה מהל' ביאת מקדש הל' יח",False
66,סו,א,1,18,"[u'Mishneh Torah, Sacrificial Procedure 13:13']","[u'Sefer Mitzvot Gadol, Negative Commandments 330']",,"סו א ב ג מיי' פי""ג מהלכות מעשה קרבן הל' יג סמג לאוין של",False
67,סז,ד,1,18,"[u'Mishneh Torah, Service on the Day of Atonement 4:1']",,,"סז ד מיי' פ""ד מהלכות עבודת יוה""כ הלכה א",False
68,סח,ה,1,18,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:25']",,,"סח ה ו מיי' פי""א מהל' פסה""מ הלכה כה",False
69,סט,ז,1,18,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:9']",,,סט ז מיי' שם הלכה ט,False
70,ע,ח,1,18,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:8']",,,ע ח ט מיי' שם הל' ח,False
71,עא,א,1,19,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:17']",,,"עא א ב מיי' פי""א מהלכות פסה""מ הלכה יז",False
72,עב,ג,1,19,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:9']",,,עב ג מיי' שם הלכה ט,False
73,עג,ד,1,19,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:18']",,,עג ד ה מיי' שם הלכה יח,False
74,עד,ו,1,19,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:1', u'Mishneh Torah, Sacrifices Rendered Unfit 16:1']",,,"עד ו ז מיי' פי""ג מהל' פסה""מ הלכה א ופט""ז הלכה א",False
75,עה,א,1,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:6']",,,"עה א מיי' פי""ג מהל' פסה""מ הלכה ו",False
76,עו,ב,1,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:1']",,,"עו ב ג מיי' שם פט""ז הלכה א",False
77,עז,ד,1,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:3']",,,"עז ד מיי' שם פט""ו הלכה ג",False
78,עח,ה,1,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:2']",,,"עח ה ו מיי' שם פט""ז הלכה ב",False
79,עט,ז,1,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:11']",,,"עט ז מיי' פט""ז מהל' פסה""מ הלכה יא",False
80,פ,ח,1,20,"[u'Mishneh Torah, Trespass 2:7']",,,"פ ח מיי' פ""ב מהלכות מעילה הלכה ז",False
81,פא,א,1,21,"[u'Mishneh Torah, Sacrificial Procedure 19:8']",,,"פא א מיי' פי""ט מהל' מעשה קרבן הלכה ח",False
82,פב,ב,1,21,"[u'Mishneh Torah, Sacrificial Procedure 19:14']",,,פב ב מיי' שם הל' יד,False
83,פג,ג,1,21,"[u'Mishneh Torah, Sacrifices Rendered Unfit 12:14', u'Mishneh Torah, Daily Offerings and Additional Offerings 5:15']",,,"פג ג מיי' פי""ב מהלכות פסה""מ הלכה יד ופ""ה מהלכות תמידין ומוספין הלכה טו",False
84,פד,ד,1,21,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"פד ד מיי' פי""ד מהל' פסולי המוקדשין הלכה י",False
85,א,א,2,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:1', u'Mishneh Torah, Sacrifices Rendered Unfit 13:6']",,,"א א מיי' פי""ג מהלכות פסה""מ הלכה א והלכה ו",False
86,ב,ב,2,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:8']",,,"ב ב מיי' שם פט""ז הלכה ח",False
87,ג,א,2,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:7']",,,"ג א מיי' פי""ח מהלכות פסה""מ הלכה ז",False
88,ד,ב,2,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:1']",,,"ד ב מיי' פי""א מהלכות פסה""מ הלכה א",False
89,ה,ג,2,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:10', u'Mishneh Torah, Sacrifices Rendered Unfit 17:11']",,,"ה ג מיי' פי""ז מהלכות פסה""מ הלכה י יא",False
90,ו,א,2,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:15']",,,"ו א מיי' פי""ז מהלכות פסה""מ הלכה טו",False
91,ז,ב,2,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:4']",,,ז ב מיי' שם הלכה ד,False
92,ח,ג,2,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:5', u'Mishneh Torah, Sacrifices Rendered Unfit 17:6']",,,ח ג מיי' שם הלכה ה ו,False
93,ט,ד,2,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:8']",,,"ט ד מיי' שם פי""ח הלכה ח",False
94,י,א,2,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:12']",,,"י א מיי' פי""ז מהלכות פסה""מ הלכה יב",False
95,יא,ב,2,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"יא ב ג מיי' פי""ד מהל' פסה""מ הלכה י",False
96,יב,ד,2,4,"[u'Mishneh Torah, Daily Offerings and Additional Offerings 5:16']",,,"יב ד מיי' פ""ה מהלכות תמידין ומוספין הל' טז",False
97,יג,א,2,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:7']",,,"יג א מיי' פי""ז מהלכות פסה""מ הלכה ז",False
98,יד,ב,2,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:8']",,,יד ב מיי' שם הלכה ח,False
99,טו,א,2,6,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:8']",,,"טו א מיי' פי""ז מהל' פסה""מ הלכה ח",False
100,טז,ב,2,6,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:17']",,,טז ב מיי' שם הל' יז,False
101,יז,ג,2,6,"[u'Mishneh Torah, Sacrificial Procedure 2:12']",,,"יז ג מיי' פ""ב מהלכות מעשה קרבן הלכה יב",False
102,יח,ד,2,6,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:8', u'Mishneh Torah, Offerings for Those with Incomplete Atonement 5:4']",,,"יח ד מיי' פי""ח מהל' פסה""מ הלכה ח ופ""ה מהלכות מחוסרי כפרה הלכה ד",False
103,יט,א,2,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:7']",,,"יט א מיי' פט""ז מהל' פסה""מ הלכה ז",False
104,כ,ב,2,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:10']",,,כ ב מיי' שם הל' י,False
105,כא,ג,2,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:14']",,,"כא ג מיי' פי""ז מהל' פסה""מ הלכה יד",False
106,כב,ד,2,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:16']",,,כב ד מיי' שם הל' טז,False
107,כג,ה,2,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:17']",,,כג ה מיי' שם הל' יז,False
108,כד,ו,2,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:8']",,,"כד ו מיי' שם פט""ז הלכה ח",False
109,כה,ז,2,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:1', u'Mishneh Torah, Sacrifices Rendered Unfit 17:2']",,,"כה ז ח מיי' שם פי""ז הלכה א ב",False
110,כו,א,2,8,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:9']",,,"כו א מיי' פט""ז מהל' פסה""מ הלכה ט",False
111,כז,א,2,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:8']",,,"כז א ב ג ד מיי' פט""ז מהל' פסה""מ הל""ח",False
112,א,ה,3,0,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:8']",,,"א ה מיי' פי""ד שם הלכה ח",False
113,ב,ו,3,0,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,ב ו ז מיי' שם הלכה י,False
114,ג,א,3,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:8']",,,"ג א מיי' פי""ד מהלכות פסה""מ הלכה ח",False
115,ד,א,3,2,"[u'Mishneh Torah, Sacrificial Procedure 13:11']",,,"ד א מיי' פי""ג מהל' מעשה קרבן הלי""א",False
116,ה,א,3,3,"[u'Mishneh Torah, Sacrificial Procedure 17:6']",,,"ה א מיי' פי""ז מהל' מעשה קרבן הל""ו",False
117,ו,ב,3,3,"[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 1:1']",,,"ו ב מיי' פ""א מהל' בכורים הל""א",False
118,ז,ג,3,3,"[u'Mishneh Torah, Sacrificial Procedure 12:23', u'Mishneh Torah, Sacrifices Rendered Unfit 11:7']",,,"ז ג מיי' פי""ב מהל' מעשה קרבן הל' כג ופי""א מהל' פסה""מ הל""ז",False
119,ח,א,3,4,"[u'Mishneh Torah, Nazariteship 8:5']",,,"ח א מיי' פ""ח מהל' נזירות הל""ה",False
120,ט,א,3,5,"[u'Mishneh Torah, Things Forbidden on the Altar 5:12', u'Mishneh Torah, Sacrifices Rendered Unfit 11:16']",,,"ט א מיי' פ""ה מהל' איסורי מזבח הלי""ב ופי""א מהל' פסה""מ הלכה טז",False
121,י,ב,3,5,"[u'Mishneh Torah, Sacrificial Procedure 12:6']",,,"י ב מיי' פי""ב מהל' מעשה קרבן הל' ו",False
122,יא,א,3,6,"[u'Mishneh Torah, Things Forbidden on the Altar 5:11']",,,"יא א ב מיי' פ""ה מהל' אסורי מזבח הלכה יא",False
123,יב,ג,3,6,"[u'Mishneh Torah, Things Forbidden on the Altar 5:12', u'Mishneh Torah, Sacrifices Rendered Unfit 11:16']",,,"יב ג מיי' שם הלכה יב ופי""א מהל' פסה""מ הלכה טז",False
124,יג,ד,3,6,"[u'Mishneh Torah, Sacrificial Procedure 16:14']",,,"יג ד מיי' פט""ז מהל' מעשה קרבן הלכה יד",False
125,יד,א,3,7,"[u'Mishneh Torah, Sacrificial Procedure 16:13']",,,"יד א מיי' פט""ז מהל' מעשה קרבן הלכה יג",False
126,טו,א,3,8,"[u'Mishneh Torah, Things Forbidden on the Altar 5:11']",,,"טו א מיי' פ""ה מהל' איסורי מזבח הל' יא",False
127,טז,ב,3,8,"[u'Mishneh Torah, Sacrificial Procedure 6:4']",,,"טז ב מיי' פ""ו מהל' מעשה קרבן הלכה ד",False
128,יז,ג,3,8,"[u'Mishneh Torah, Forbidden Foods 14:11']",,,"יז ג מיי' פי""ד מהלכות מאכלות אסורות הלכה יא",False
129,יח,ד,3,8,"[u'Mishneh Torah, Immersion Pools 2:2']",,"[u'Tur, Yoreh Deah 198', u""Shulchan Arukh, Yoreh De'ah 198:15"", u""Shulchan Arukh, Yoreh De'ah 198:16""]","יח ד מיי' פ""ב מהל' מקואות הל' ב טוש""ע יו""ד סימן קצח סעיף טו טז",False
130,יט,ה,3,8,"[u'Mishneh Torah, Things Forbidden on the Altar 5:11']",,,"יט ה מיי' פ""ה מהל' איסורי מזבח הל' יא",False
131,כ,ו,3,8,"[u'Mishneh Torah, Forbidden Foods 6:10']",,"[u'Tur, Yoreh Deah 69', u""Shulchan Arukh, Yoreh De'ah 69:4""]","כ ו מיי' פ""ו מהלכות מאכלות אסורות הל' י טוש""ע י""ד סימן סט סעיף ד",False
132,כא,א,3,9,"[u'Mishneh Torah, Trespass 8:7']",,,"כא א מיי' פ""ח מהלכות מעילה הלכה ז",False
133,כב,ב,3,9,"[u'Mishneh Torah, Trespass 8:6']",,,כב ב מיי' שם הל' ו,False
134,כג,ג,3,9,"[u'Mishneh Torah, Things Forbidden on the Altar 5:13']",,,"כג ג מיי' פ""ה מהל' איסורי מזבח הלכה יג",False
135,כד,ד,3,9,"[u'Mishneh Torah, Sacrificial Procedure 10:11']",,,"כד ד מיי' פ""י מהל' מעשה קרבן הלכה יא",False
136,כה,ה,3,9,"[u'Mishneh Torah, Trespass 8:6']",,,"כה ה מיי' פ""ח מהל' מעילה הלכה ו",False
137,כו,ו,3,9,"[u'Mishneh Torah, Things Forbidden on the Altar 5:13']",,,"כו ו מיי' פ""ה מהל' איסורי מזבח הל' יג",False
138,כז,ז,3,9,"[u'Mishneh Torah, Sheqel Dues 1:7']",,,"כז ז מיי' פ""א מהלכות שקלים הלכה ז",False
139,כח,א,3,10,"[u'Mishneh Torah, Things Forbidden on the Altar 6:2', u'Mishneh Torah, Things Forbidden on the Altar 7:3']",,,"כח א מיי' פ""ו מהל' איסורי מזבח הלכה ב ופ""ז הלכה ג",False
140,כט,ב,3,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:28']",,,"כט ב מיי' פי""א מהל' פסה""מ הלכה כח",False
141,ל,ג,3,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:22']",,,"ל ג ד מיי' פ""ב מהלכות פסה""מ הלכה כב",False
142,לא,א,3,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:10']",,,"לא א מיי' פי""א מהל' פסה""מ הלכה י",False
143,לג,ב,3,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:29']",,,לג ב מיי' שם הל' כט,False
144,לג,ג,3,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:17']",,,"לג ג מיי' פ""ג מהלכות פסה""מ הלכה יז",False
145,לד,ד,3,11,"[u'Mishneh Torah, Sacrificial Procedure 19:10']",,,"לד ד מיי' פי""ט מהל' מעשה קרבן הלכה י",False
146,לה,ה,3,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:29']",,,"לה ה מיי' פי""א מהל' פסה""מ הלכה כט",False
147,לו,ו,3,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:30']",,,לו ו מיי' שם הלכה ל,False
148,לז,ז,3,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:31']",,,לז ז מיי' שם הלכה לא,False
149,לח,ח,3,11,"[u'Mishneh Torah, Other Sources of Defilement 1:17']",,,"לח ח מיי' פ""א מהל' אבות הטומאה הלכה יז",False
150,לט,א,3,12,"[u'Mishneh Torah, Sacrificial Procedure 12:17', u'Mishneh Torah, Leavened and Unleavened Bread 5:20']",,"[u'Tur, Orach Chaim 455', u'Shulchan Arukh, Orach Chayim 455:6']","לט א מיי' פי""ב מהל' מעשה קרבן הלכה יז וע""ש ומיי' פ""ה מהלכות מצה הלכה כ טוש""ע א""ח סימן תנה סעיף ו",False
151,מ,א,3,13,"[u'Mishneh Torah, Other Sources of Defilement 12:7']",,,"מ א ב מיי' פי""ב מהל' אבות הטומאה הל""ז",False
152,מא,ג,3,13,"[u'Mishneh Torah, Other Sources of Defilement 12:8']",,,"מא ג מיי' שם הל""ח",False
153,מב,ד,3,13,"[u'Mishneh Torah, Vessels 13:1']",,,"מב ד מיי' פי""ג מהל' כלים הל""א",False
154,מג,ה,3,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:23']",,,"מג ה מיי' פי""א מהל' פסה""מ הל' כג",False
155,מד,ו,3,13,"[u'Mishneh Torah, Other Sources of Defilement 12:9']",,,"מד ו ז מיי' פי""ב מהל' אבות הטומאה הל""ט",False
156,מה,ח,3,13,"[u'Mishneh Torah, Other Sources of Defilement 12:10']",,,"מה ח מיי' שם הל""י",False
157,מו,א,3,14,"[u'Mishneh Torah, Vessels 23:10']",,,"מו א מיי' פכ""ג מהל' כלים הל""י",False
158,מז,ב,3,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:26']",,,"מז ב מיי' פי""א מהל' פסה""מ הל' כו",False
159,מח,ג,3,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:27']",,,מח ג ד מיי' שם הל' כז,False
160,מט,א,3,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:19', u'Mishneh Torah, Trespass 3:9']",,,"מט א מיי' פי""א מהל' פסה""מ הלי""ט ופ""ג מהל' מעילה הל""ט",False
161,נ,ב,3,15,"[u'Mishneh Torah, Things Forbidden on the Altar 3:1']",,,"נ ב מיי' פ""ג מהל' איסורי מזבח הל""א",False
162,נא,ג,3,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:34', u'Mishneh Torah, Admission into the Sanctuary 4:7']",,,"נא ג מיי' פ""א מהל' פסה""מ הל' לד ופ""ד מהל' ביאת מקדש הל""ז",False
163,נב,א,3,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:34', u'Mishneh Torah, Admission into the Sanctuary 4:7']",,,"נב א מיי' פ""א מהל' פסה""מ הל' לד  מיי' פ""ד מהל' ביאת מקדש הלכה ז",False
164,נג,ב,3,16,"[u'Mishneh Torah, Heave Offerings 5:8']",,,"נג ב מיי' פ""ה מהל' תרומות הלכה ח",False
165,נד,ג,3,16,"[u'Mishneh Torah, Admission into the Sanctuary 4:7']",,,"נד ג מיי' פ""ד מהל' ביאת מקדש הל""ז",False
166,נה,ד,3,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:16']",,,"נה ד מיי' פי""ח מהל' פסה""מ הלט""ז",False
167,נו,א,3,17,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:20', u'Mishneh Torah, Sacrifices Rendered Unfit 1:31']",,,"נו א ב ג מיי' פי""א מהלכות פסה""מ הל' כ ופרק א הלכה לא",False
168,נז,ד,3,17,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:30']",,,"נז ד ה מיי' פ""א מהל' פסה""מ הלכה ל",False
169,נח,ו,3,17,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:6']",,,"נח ו מיי' פי""א מהלכות פסה""מ הלכה ו",False
