Id,Relevance,Ref,Version,Lang,Content,Field,Score
25,n,"Tafsir Rasag, Genesis 11:23","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ועאש בעד דלך מאיתין סנה אולד פיהא בנין ובנאת,infreq,31.60187
26,n,"Tafsir Rasag, Genesis 11:20","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש רעו אתנתין ותלתין סנה אולד שרוג,infreq,31.60187
27,n,"Tafsir Rasag, Genesis 11:26","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש תרח סבעין סנה אולד אברם ונחור והרן,infreq,31.413385
28,m,Bartenura on Mishnah Kelim 10:6:4,On Your Way,he,בסינים. שנתן בין נסר לנסר קליפות דקות של סנה:,infreq,33.64222
29,n,"Tafsir Rasag, Genesis 11:24","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש נחור תסע ועשרין סנה אולד תרח,infreq,31.492392
30,n,"Tafsir Rasag, Genesis 11:25","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ועאש בעד דלך מאיה סנה ותסע עשרה סנה אולד פיהא בנין ובנאת,infreq,35.540184
31,n,"Tafsir Rasag, Numbers 33:39","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,וכאן לה מאיה ותלאת ועשרון סנה למא מאת הנאך,infreq,31.413385
32,n,"Tafsir Rasag, Exodus 7:7","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,וכאן מוסי אבן תמנין סנה והרון אבן תלת ותמנין סנה חין כלמא פרעון,infreq,35.753433
33,n,"Tafsir Rasag, Genesis 17:17","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פוקע אברהים עלי וגהה וצחך וקאל פי נפסה אלאבן מאיה סנה יולד וסארה בנת תסעין סנה תלד,original,16.657005
34,n,"Tafsir Rasag, Genesis 11:12","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש ארפכשד כמס ותלתין סנה אולד שלח,infreq,31.463583
35,n,"Tafsir Rasag, Genesis 11:18","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש פלג תלתין סנה אולד רעו,infreq,38.564846
36,n,"Tafsir Rasag, Genesis 5:15","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש מהללאל כמס וסתין סנה אולד ירד,infreq,31.463583
37,n,"Tafsir Rasag, Genesis 5:14","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פצאר גמיע עמרה תסע מאיה סנה ועשר סנין תם מאת,infreq,34.29234
38,n,"Tafsir Rasag, Genesis 5:17","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פצאר גמיע עמרה תמאן מאיה סנה וכמס ותסעין סנה תם מאת,infreq,36.359283
39,n,"Tafsir Rasag, Genesis 5:16","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ועאש בעד דלך תמאן מאיה סנה ותלתין סנה אולד פיהא בנין ובנאת,infreq,35.540184
40,n,Targum Jonathan on Joshua 15:49,Mikraot Gedolot,he,ודנה וקרית סנה היא דביר:,infreq,43.978737
41,n,"Tafsir Rasag, Genesis 5:10","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ועאש אנוש בעד דלך תמאן מאיה סנה וכמס עשרה סנה אולד פיהא בנין ובנאת,infreq,35.753433
42,n,"Tafsir Rasag, Genesis 5:12","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש קינן סבעין סנה אולד מהללאל,infreq,37.7563
43,n,Joshua 15:49,Tanach with Ta'amei Hamikra,he,ודנה וקרית־סנה היא דבר,infreq,44.24262
44,n,"Tafsir Rasag, Genesis 5:19","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ועאש בעד דלך תמאן מאיה סנה אולד פיהא בנין ובנאת,infreq,31.463583
45,n,"Tafsir Rasag, Genesis 5:18","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש ירד מאיה ואתנתין וסתין סנה אולד חנוך,infreq,31.60187
46,n,"Tafsir Rasag, Genesis 21:5","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,וכאן אברהים אבן מאיה סנה חין ולד לה אסחק אבנה,infreq,32.13737
47,n,"Tafsir Rasag, Genesis 5:28","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש למך מאיה אתנתין ותמאנין סנה אולד אבנא,infreq,31.463583
48,n,"Tafsir Rasag, Genesis 35:28","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פכאן עמר אסחק מאיה סנה ותמאנין סנה,infreq,53.310276
49,m,Rashi on Bava Kamma 80a:12:1,Vilna Edition,he,וורדני - סנה:,infreq,62.927166
50,--,Deuteronomy 33:16,Tanach with Nikkud,he,וממגד ארץ ומלאה ורצון שכני סנה תבואתה לראש יוסף ולקדקד נזיר אחיו,infreq,31.824959
51,n,"Tafsir Rasag, Genesis 11:14","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש שלח תלתין סנה אולד עבר,infreq,37.922245
52,m,Rashi on Bava Kamma 119b:19:7,Vilna Edition,he,היגא - סנה:,infreq,62.927166
53,m,Rashi on Avodah Zarah 28a:61:6,WikiSource Rashi,he,דאסנא - סנה:,infreq,63.20374
54,n,"Tafsir Rasag, Genesis 5:23","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פצאר גמיע עמרה תלת מאיה סנה וכמס וסתין סנה,infreq,44.425232
55,n,"Tafsir Rasag, Genesis 5:25","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש מתושלח מאיה וסבעה ותמאנין סנה אולד למך,infreq,31.492392
56,n,"Tafsir Rasag, Genesis 5:27","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פצאר גימיע עמרה תסע מאיה סנה ותסע וסתין סנה תים מאת,infreq,35.753433
57,n,"Tafsir Rasag, Genesis 5:20","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פצאר גמיע עמרה תסע מאיה ואתנתין וסתין סנה תם מאת,infreq,31.413385
58,n,"Tafsir Rasag, Leviticus 27:17","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פאן אקדס ציעתה מן סנה אלאטלאק פאלקימה תאבתה בחאלהא,infreq,31.463583
59,n,"Tafsir Rasag, Numbers 14:34","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,באחצא אלאיאם אלתי רמתם פי אלבלד ארבעין יומא לכל יום סנה תחמלון אוזארכם אלי תמאם ארבעין סנה פתערפון מוצע אענאתי,aggresive-ngram,19.661469
60,m,Rashi on Sukkah 13a:2:1,Vilna Edition,he,היזמי והיגי - מיני סנה:,infreq,50.562992
61,n,"Tafsir Rasag, Genesis 5:21","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,ולמא עאש חנוך כמס וסתין סנה אולד מתושלח,infreq,32.13737
62,n,"Tafsir Rasag, Deuteronomy 14:22","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,עשרא תעשר גמיע גלה זרעך מא תנבתה אלצחרא סנה סנה,infreq,44.53697
63,n,"Tafsir Rasag, Genesis 5:11","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פצאר גמיע עמרה תסע מאיה סנה וכמס סנין תם מאת,infreq,34.317497
64,m,Bartenura on Mishnah Maasrot 1:3:2,On Your Way,he,וכל השחורים. כגון ענבי הדס וענבי סנה:,infreq,37.696056
65,n,Rashi on Genesis 13:13:3,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,he,"וחטאים בממונם (סנה’ ק""ט):",infreq,56.357574
66,m,Rashi on Shabbat 67a:2:2,Vilna Edition,he,וורדיני - סנה:,infreq,62.984783
67,m,Rashi on Gittin 69b:18:1,Vilna Edition,he,אסיסנא יבישתא - על סנה יבש:,infreq,44.99232
68,n,"Tafsir Rasag, Genesis 9:29","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he,פצאר גמיע עמרה תסע מאיה וכמסין סנה תם מאת,infreq,31.413385
